$HAVE_CRYPTO,$HAVE_HASH,$HAVE_REPLICATIO0,$HAVE_VERIF1,$HAVE_SEQUENCE,$HAVE_STATISTICS,$DIAGNOSTIC,$PAGESIZE,$PS1K,$PS4K,$PS8K,$PS16K,$PS32K,$CACHESIZE,$CS32MB,$CS16MB,$CS64MB,$CS512MB,$<Performance
0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.752121973684211
1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,10.7334816666667
1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,10.9093486578947
0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.502955743589743
1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,10.731931794871802
0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.497178358974359
0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.366015631578947
1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2.02370268421053
1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,10.733158205128198
0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.764017333333333
0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.748330868421053
1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,10.901382108108098
1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,10.917801425
0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0.5088365128205129
1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,10.7223165128205
0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0.779261736842105
1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,10.924860972973
0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0.51504282051282
1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,3.2833544358974396
0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0.773130256410256
1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,10.7131234615385
1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,10.9348547179487
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0.512857421052632
1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,10.7335255384615
0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0.518937526315789
1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,10.710338702702698
0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0.782204051282051
0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0.776812256410256
1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,10.9380917948718
1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,2.08628448717949
1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,10.903971499999999
0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.498174769230769
1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,10.7372117692308
0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.7417151842105258
1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,10.8987056052632
0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.500193657894737
0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.7512434358974358
1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,10.737751948718
1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,10.930904666666699
0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.512931205128205
0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.527278368421053
1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,10.7366211794872
0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.5180000512820521
1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,10.737383794871802
0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.7536931794871801
0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.7596197368421049
1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,10.917654128205099
1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,10.922842945945899
0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.5015536410256409
1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,10.734675307692301
0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.7464941351351351
0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0.579977897435898
1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,10.904080743589699
0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.520934615384616
0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.7576764102564101
1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,10.7135706153846
1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,10.923219564102599
0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.49341184615384603
1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,10.7213274615385
0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.521399384615385
1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,10.729516
0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.749623897435897
1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3.23279905128205
0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.7534221842105259
1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,10.911433
1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,10.9074773947368
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.48204005263157895
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10.7529484473684
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.7495331794871791
1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10.9172199487179
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.49972736842105203
0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.7521337435897439
1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10.7495611794872
1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,3.2710272820512794
1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10.9168708378378
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.513024263157895
1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10.722186794871801
0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.498736763157895
1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10.739397282051302
0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.754040923076923
0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.752175923076923
1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10.896090487179501
1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10.9025615641026
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.501874769230769
0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0.521600342105263
1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,10.7251883846154
0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.732406631578947
1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,10.8896856153846
0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.49892792307692296
0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.742831666666667
1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,10.741043307692301
1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,10.8977321794872
0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.506829256410256
1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,10.7304819230769
0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.49693882051282107
1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,3.2124565128205096
1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,10.718897631578901
0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.747610717948718
0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.7476308421052629
1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,10.922635575
1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,10.906607710526302
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.48508726315789497
1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,10.7431062307692
0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.7503671025641021
1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,10.919287076923098
0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.497007631578947
0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0.5833307692307691
0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.753075641025641
1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,10.7300759230769
1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,10.9130264615385
0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0.500549871794872
1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,10.7357688461538
0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0.501923923076923
1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,10.734499205128198
0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0.7444255897435899
0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0.748962717948718
1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,10.898161974359
0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.390812230769231
1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,3.28526623076923
1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,10.9338856153846
0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5058564358974361
1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,10.7322295641026
0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.7600848717948722
1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,10.899386026315801
0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0.503539666666667
0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0.745916
1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,10.7305295384615
1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,10.903548717948699
0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.4987353947368421
0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.36292620512820506
1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,10.7313448205128
0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0.494166076923077
1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,10.7214467692308
0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.749269076923077
0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0.751130743589744
1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,10.918255162162199
1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,10.918420487179501
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.506797
1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,10.733024871794902
0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.773078230769231
0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0.385507128205128
1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,10.937584974359
0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.510030538461538
0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.7741852820512819
1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,10.733839230769199
1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,10.910789351351399
0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.520637447368421
1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,10.7237240769231
0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.515265184210526
1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,10.726626526315801
0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.7749591794871801
0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0.37344253846153797
0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.776731538461538
1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,10.9580576
1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,10.936807923076902
0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0.5065357894736839
1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,10.7130727948718
0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0.776654432432432
1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,10.923079135135099
0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0.514011078947368
0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0.7739517368421049
1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,10.718135974358999
0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0.40187802631578995
1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,10.937307166666699
0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0.5122603589743591
1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,10.7322793589744
0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0.519947307692308
1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,10.713315307692302
0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0.782150717948718
0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0.776519846153846
1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,10.937986333333301
1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,10.9088716756757
0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.5113902820512821
1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2.03072558974359
1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,10.700319256410301
0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.752171358974359
1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,10.89621785
0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.518244974358974
0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.765242384615385
1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,10.7065270263158
1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,10.9114745384615
0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0.5131136410256409
1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,10.7357454871795
0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0.516918846153846
1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2.0416451025641
1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,10.7325071538462
0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0.7518941842105259
0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0.7545686153846151
1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,10.9123707692308
1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,10.919804512820498
0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.520639947368421
1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,10.6980868974359
0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.7548893846153849
1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,10.938736076923098
0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0.523184025641026
1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,2.0605841025641
0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0.7565901025641021
1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,10.740091487179502
1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,10.962586948718
0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.523466025641026
1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,10.770140974359
0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0.520984358974359
1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,10.748161974359
