$spouts,$max_spout,$topology_level,$netty_min_wait,$message_size,$bolts,$<throughput
1.00,1.00,2.00,1000.00,1000.00,2.00,7569.70
1.00,1.00,2.00,1000.00,1000.00,3.00,7516.10
1.00,1.00,2.00,1000.00,1000.00,6.00,7463.00
1.00,1.00,2.00,1000.00,10000.00,1.00,4368.80
1.00,1.00,2.00,1000.00,10000.00,2.00,4765.90
1.00,1.00,2.00,1000.00,10000.00,3.00,6207.20
1.00,1.00,2.00,1000.00,10000.00,6.00,6854.10
1.00,1.00,2.00,1000.00,100000.00,1.00,2209.60
1.00,1.00,2.00,1000.00,100000.00,2.00,2361.40
1.00,1.00,2.00,1000.00,100000.00,3.00,3537.30
1.00,1.00,2.00,1000.00,100000.00,6.00,3597.40
1.00,1.00,2.00,1000.00,1000000.00,1.00,340.11
1.00,1.00,2.00,1000.00,1000000.00,2.00,343.89
1.00,1.00,2.00,1000.00,1000000.00,3.00,547.06
1.00,1.00,2.00,1000.00,1000000.00,6.00,541.35
1.00,1.00,3.00,10.00,10.00,1.00,6444.90
1.00,1.00,3.00,10.00,10.00,2.00,6639.50
1.00,1.00,3.00,10.00,10.00,3.00,6874.30
1.00,1.00,3.00,10.00,10.00,6.00,6737.50
1.00,1.00,3.00,10.00,100.00,1.00,6538.80
1.00,1.00,3.00,10.00,100.00,2.00,6733.30
1.00,1.00,3.00,10.00,100.00,3.00,6734.80
1.00,1.00,3.00,10.00,100.00,6.00,6762.90
1.00,1.00,3.00,10.00,1000.00,1.00,6294.30
1.00,1.00,3.00,10.00,1000.00,2.00,6587.10
1.00,1.00,3.00,10.00,1000.00,3.00,6582.70
1.00,1.00,3.00,10.00,1000.00,6.00,6630.10
1.00,1.00,3.00,10.00,10000.00,1.00,2694.50
1.00,1.00,3.00,10.00,10000.00,2.00,4266.90
1.00,1.00,3.00,10.00,10000.00,3.00,4357.80
1.00,1.00,3.00,10.00,10000.00,6.00,4422.60
1.00,1.00,3.00,10.00,100000.00,1.00,1322.60
1.00,1.00,3.00,10.00,100000.00,2.00,1682.20
1.00,1.00,3.00,10.00,100000.00,3.00,1956.10
1.00,1.00,3.00,10.00,100000.00,6.00,1856.80
1.00,1.00,3.00,10.00,1000000.00,1.00,237.11
1.00,1.00,3.00,10.00,1000000.00,2.00,307.44
1.00,1.00,3.00,10.00,1000000.00,3.00,264.17
1.00,1.00,3.00,10.00,1000000.00,6.00,275.06
1.00,1.00,3.00,100.00,10.00,1.00,6709.00
1.00,1.00,3.00,100.00,10.00,2.00,6863.30
1.00,1.00,3.00,100.00,10.00,3.00,6714.30
1.00,1.00,3.00,100.00,10.00,6.00,6612.30
1.00,1.00,3.00,100.00,100.00,1.00,6329.90
1.00,1.00,3.00,100.00,100.00,2.00,6580.60
1.00,1.00,3.00,100.00,100.00,3.00,6545.40
1.00,1.00,3.00,100.00,100.00,6.00,6513.90
1.00,1.00,3.00,100.00,1000.00,1.00,6307.40
1.00,1.00,3.00,100.00,1000.00,2.00,6634.60
1.00,1.00,3.00,100.00,1000.00,3.00,6588.40
1.00,1.00,3.00,100.00,1000.00,6.00,6382.70
1.00,1.00,3.00,100.00,10000.00,1.00,2846.70
1.00,1.00,3.00,100.00,10000.00,2.00,4313.50
1.00,1.00,3.00,100.00,10000.00,3.00,4128.40
1.00,1.00,3.00,100.00,10000.00,6.00,4079.40
1.00,1.00,3.00,100.00,100000.00,1.00,1351.20
1.00,1.00,3.00,100.00,100000.00,2.00,1635.50
1.00,1.00,3.00,100.00,100000.00,3.00,1916.90
1.00,1.00,3.00,100.00,100000.00,6.00,1867.60
1.00,1.00,3.00,100.00,1000000.00,1.00,244.83
1.00,1.00,3.00,100.00,1000000.00,2.00,304.39
1.00,1.00,3.00,100.00,1000000.00,3.00,295.59
1.00,1.00,3.00,100.00,1000000.00,6.00,296.89
1.00,1.00,3.00,1000.00,10.00,1.00,6488.70
1.00,1.00,3.00,1000.00,10.00,2.00,6497.50
1.00,1.00,3.00,1000.00,10.00,3.00,6545.20
1.00,1.00,3.00,1000.00,10.00,6.00,6525.80
1.00,1.00,3.00,1000.00,100.00,1.00,6494.70
1.00,1.00,3.00,1000.00,100.00,2.00,6543.80
1.00,1.00,3.00,1000.00,100.00,3.00,6534.00
1.00,1.00,3.00,1000.00,100.00,6.00,6481.80
1.00,1.00,3.00,1000.00,1000.00,1.00,6357.80
1.00,1.00,3.00,1000.00,1000.00,2.00,6549.10
1.00,1.00,3.00,1000.00,1000.00,3.00,6303.20
1.00,1.00,3.00,1000.00,1000.00,6.00,6489.90
1.00,1.00,3.00,1000.00,10000.00,1.00,2648.50
1.00,1.00,3.00,1000.00,10000.00,2.00,4237.70
1.00,1.00,3.00,1000.00,10000.00,3.00,4244.20
1.00,1.00,3.00,1000.00,10000.00,6.00,4179.90
1.00,1.00,3.00,1000.00,100000.00,1.00,1370.20
1.00,1.00,3.00,1000.00,100000.00,2.00,1722.40
1.00,1.00,3.00,1000.00,100000.00,3.00,1939.50
1.00,1.00,3.00,1000.00,100000.00,6.00,1885.80
1.00,1.00,3.00,1000.00,1000000.00,1.00,219.00
1.00,1.00,3.00,1000.00,1000000.00,2.00,296.72
1.00,1.00,3.00,1000.00,1000000.00,3.00,273.50
1.00,1.00,3.00,1000.00,1000000.00,6.00,270.61
1.00,1.00,4.00,10.00,10.00,1.00,5860.30
1.00,1.00,4.00,10.00,10.00,2.00,5137.30
1.00,1.00,4.00,10.00,10.00,3.00,4773.80
1.00,1.00,4.00,10.00,10.00,6.00,4826.10
1.00,1.00,4.00,10.00,100.00,1.00,5908.30
1.00,1.00,4.00,10.00,100.00,2.00,5322.10
1.00,1.00,4.00,10.00,100.00,3.00,4998.70
1.00,1.00,4.00,10.00,100.00,6.00,4811.90
1.00,1.00,4.00,10.00,1000.00,1.00,5764.60
1.00,1.00,4.00,10.00,1000.00,2.00,5101.60
1.00,1.00,4.00,10.00,1000.00,3.00,5158.60
1.00,1.00,4.00,10.00,1000.00,6.00,4836.50
1.00,1.00,4.00,10.00,10000.00,1.00,3249.10
1.00,1.00,4.00,10.00,10000.00,2.00,3103.30
1.00,1.00,4.00,10.00,10000.00,3.00,2849.20
1.00,1.00,4.00,10.00,10000.00,6.00,2818.90
1.00,1.00,4.00,10.00,100000.00,1.00,1287.80
1.00,1.00,4.00,10.00,100000.00,2.00,1284.10
1.00,1.00,4.00,10.00,100000.00,3.00,1343.60
1.00,1.00,4.00,10.00,100000.00,6.00,1306.80
1.00,1.00,4.00,10.00,1000000.00,1.00,219.18
1.00,1.00,4.00,10.00,1000000.00,2.00,206.44
1.00,1.00,4.00,10.00,1000000.00,3.00,210.28
1.00,1.00,4.00,10.00,1000000.00,6.00,208.47
1.00,1.00,4.00,100.00,10.00,1.00,6263.10
1.00,1.00,4.00,100.00,10.00,2.00,5517.20
1.00,1.00,4.00,100.00,10.00,3.00,5065.20
1.00,1.00,4.00,100.00,10.00,6.00,4938.20
1.00,1.00,4.00,100.00,100.00,1.00,6135.10
1.00,1.00,4.00,100.00,100.00,2.00,5272.10
1.00,1.00,4.00,100.00,100.00,3.00,5016.10
1.00,1.00,4.00,100.00,100.00,6.00,4975.60
1.00,1.00,4.00,100.00,1000.00,1.00,5982.30
1.00,1.00,4.00,100.00,1000.00,2.00,5145.70
1.00,1.00,4.00,100.00,1000.00,3.00,4943.80
1.00,1.00,4.00,100.00,1000.00,6.00,4954.00
1.00,1.00,4.00,100.00,10000.00,1.00,3625.70
1.00,1.00,4.00,100.00,10000.00,2.00,3265.30
1.00,1.00,4.00,100.00,10000.00,3.00,2871.20
1.00,1.00,4.00,100.00,10000.00,6.00,3187.90
1.00,1.00,4.00,100.00,100000.00,1.00,1274.30
1.00,1.00,4.00,100.00,100000.00,2.00,1413.40
1.00,1.00,4.00,100.00,100000.00,3.00,1363.70
1.00,1.00,4.00,100.00,100000.00,6.00,1339.40
1.00,1.00,4.00,100.00,1000000.00,1.00,251.00
1.00,1.00,4.00,100.00,1000000.00,2.00,190.06
1.00,1.00,4.00,100.00,1000000.00,3.00,183.65
1.00,1.00,4.00,100.00,1000000.00,6.00,200.50
1.00,1.00,4.00,1000.00,10.00,1.00,6049.10
1.00,1.00,4.00,1000.00,10.00,2.00,5383.10
1.00,1.00,4.00,1000.00,10.00,3.00,5147.80
1.00,1.00,4.00,1000.00,10.00,6.00,5098.60
1.00,1.00,4.00,1000.00,100.00,1.00,6183.90
1.00,1.00,4.00,1000.00,100.00,2.00,5168.30
1.00,1.00,4.00,1000.00,100.00,3.00,5094.20
1.00,1.00,4.00,1000.00,100.00,6.00,5029.50
1.00,1.00,4.00,1000.00,1000.00,1.00,6153.20
1.00,1.00,4.00,1000.00,1000.00,2.00,5055.40
1.00,1.00,4.00,1000.00,1000.00,3.00,5047.40
1.00,1.00,4.00,1000.00,1000.00,6.00,4864.60
1.00,1.00,4.00,1000.00,10000.00,1.00,3873.50
1.00,1.00,4.00,1000.00,10000.00,2.00,3326.70
1.00,1.00,4.00,1000.00,10000.00,3.00,3129.80
1.00,1.00,4.00,1000.00,10000.00,6.00,3049.40
1.00,1.00,4.00,1000.00,100000.00,1.00,1367.60
1.00,1.00,4.00,1000.00,100000.00,2.00,1398.80
1.00,1.00,4.00,1000.00,100000.00,3.00,1357.40
1.00,1.00,4.00,1000.00,100000.00,6.00,1248.60
1.00,1.00,4.00,1000.00,1000000.00,1.00,226.71
1.00,1.00,4.00,1000.00,1000000.00,2.00,207.17
1.00,1.00,4.00,1000.00,1000000.00,3.00,205.17
1.00,1.00,4.00,1000.00,1000000.00,6.00,228.18
1.00,1.00,5.00,10.00,10.00,1.00,4165.30
1.00,1.00,5.00,10.00,10.00,2.00,4139.10
1.00,1.00,5.00,10.00,10.00,3.00,4448.60
1.00,1.00,5.00,10.00,10.00,6.00,4300.70
1.00,1.00,5.00,10.00,100.00,1.00,4220.40
1.00,1.00,5.00,10.00,100.00,2.00,4090.20
1.00,1.00,5.00,10.00,100.00,3.00,4360.10
1.00,1.00,5.00,10.00,100.00,6.00,4352.30
1.00,1.00,5.00,10.00,1000.00,1.00,4184.10
1.00,1.00,5.00,10.00,1000.00,2.00,4116.50
1.00,1.00,5.00,10.00,1000.00,3.00,4457.80
1.00,1.00,5.00,10.00,1000.00,6.00,4247.30
1.00,1.00,5.00,10.00,10000.00,1.00,1714.70
1.00,1.00,5.00,10.00,10000.00,2.00,1954.90
1.00,1.00,5.00,10.00,10000.00,3.00,2480.20
1.00,1.00,5.00,10.00,10000.00,6.00,2473.70
1.00,1.00,5.00,10.00,100000.00,1.00,650.94
1.00,1.00,5.00,10.00,100000.00,2.00,845.56
1.00,1.00,5.00,10.00,100000.00,3.00,982.50
1.00,1.00,5.00,10.00,100000.00,6.00,1023.50
1.00,1.00,5.00,10.00,1000000.00,1.00,114.11
1.00,1.00,5.00,10.00,1000000.00,2.00,123.89
1.00,1.00,5.00,10.00,1000000.00,3.00,152.82
1.00,1.00,5.00,10.00,1000000.00,6.00,164.39
1.00,1.00,5.00,100.00,10.00,1.00,4130.00
1.00,1.00,5.00,100.00,10.00,2.00,4108.60
1.00,1.00,5.00,100.00,10.00,3.00,4394.60
1.00,1.00,5.00,100.00,10.00,6.00,4299.10
1.00,1.00,5.00,100.00,100.00,1.00,4171.80
1.00,1.00,5.00,100.00,100.00,2.00,4170.10
1.00,1.00,5.00,100.00,100.00,3.00,4348.40
1.00,1.00,5.00,100.00,100.00,6.00,4325.60
1.00,1.00,5.00,100.00,1000.00,1.00,4119.20
1.00,1.00,5.00,100.00,1000.00,2.00,4295.50
1.00,1.00,5.00,100.00,1000.00,3.00,4403.50
1.00,1.00,5.00,100.00,1000.00,6.00,4294.60
1.00,1.00,5.00,100.00,10000.00,1.00,1736.50
1.00,1.00,5.00,100.00,10000.00,2.00,2056.40
1.00,1.00,5.00,100.00,10000.00,3.00,2589.10
1.00,1.00,5.00,100.00,10000.00,6.00,2622.10
1.00,1.00,5.00,100.00,100000.00,1.00,671.33
1.00,1.00,5.00,100.00,100000.00,2.00,874.94
1.00,1.00,5.00,100.00,100000.00,3.00,1062.90
1.00,1.00,5.00,100.00,100000.00,6.00,1031.20
1.00,1.00,5.00,100.00,1000000.00,1.00,96.94
1.00,1.00,5.00,100.00,1000000.00,2.00,120.61
1.00,1.00,5.00,100.00,1000000.00,3.00,153.88
1.00,1.00,5.00,100.00,1000000.00,6.00,156.94
1.00,1.00,5.00,1000.00,10.00,1.00,3992.10
1.00,1.00,5.00,1000.00,10.00,2.00,4168.70
1.00,1.00,5.00,1000.00,10.00,3.00,4532.90
1.00,1.00,5.00,1000.00,10.00,6.00,4405.90
1.00,1.00,5.00,1000.00,100.00,1.00,4100.50
1.00,1.00,5.00,1000.00,100.00,2.00,4181.30
1.00,1.00,5.00,1000.00,100.00,3.00,4576.80
1.00,1.00,5.00,1000.00,100.00,6.00,4320.50
1.00,1.00,5.00,1000.00,1000.00,1.00,4076.60
1.00,1.00,5.00,1000.00,1000.00,2.00,3984.60
1.00,1.00,5.00,1000.00,1000.00,3.00,4261.80
1.00,1.00,5.00,1000.00,1000.00,6.00,4228.90
1.00,1.00,5.00,1000.00,10000.00,1.00,1705.30
1.00,1.00,5.00,1000.00,10000.00,2.00,2085.30
1.00,1.00,5.00,1000.00,10000.00,3.00,2566.10
1.00,1.00,5.00,1000.00,10000.00,6.00,2389.30
1.00,1.00,5.00,1000.00,100000.00,1.00,665.00
1.00,1.00,5.00,1000.00,100000.00,2.00,846.28
1.00,1.00,5.00,1000.00,100000.00,3.00,1023.90
1.00,1.00,5.00,1000.00,100000.00,6.00,1011.70
1.00,1.00,5.00,1000.00,1000000.00,1.00,108.47
1.00,1.00,5.00,1000.00,1000000.00,2.00,129.11
1.00,1.00,5.00,1000.00,1000000.00,3.00,152.17
1.00,1.00,5.00,1000.00,1000000.00,6.00,156.82
1.00,10.00,2.00,10.00,10.00,1.00,34581.00
1.00,10.00,2.00,10.00,10.00,2.00,40647.00
1.00,10.00,2.00,10.00,10.00,3.00,39987.00
1.00,10.00,2.00,10.00,10.00,6.00,37602.00
1.00,10.00,2.00,10.00,100.00,1.00,35804.00
1.00,10.00,2.00,10.00,100.00,2.00,40989.00
1.00,10.00,2.00,10.00,100.00,3.00,39055.00
1.00,10.00,2.00,10.00,100.00,6.00,37667.00
1.00,10.00,2.00,10.00,1000.00,1.00,33086.00
1.00,10.00,2.00,10.00,1000.00,2.00,38149.00
1.00,10.00,2.00,10.00,1000.00,3.00,38628.00
1.00,10.00,2.00,10.00,1000.00,6.00,37959.00
1.00,10.00,2.00,10.00,10000.00,1.00,28004.00
1.00,10.00,2.00,10.00,10000.00,2.00,34625.00
1.00,10.00,2.00,10.00,10000.00,3.00,38432.00
1.00,10.00,2.00,10.00,10000.00,6.00,37265.00
1.00,10.00,2.00,10.00,100000.00,1.00,3472.90
1.00,10.00,2.00,10.00,100000.00,2.00,3481.30
1.00,10.00,2.00,10.00,100000.00,3.00,5127.10
1.00,10.00,2.00,10.00,100000.00,6.00,5137.90
1.00,10.00,2.00,10.00,1000000.00,1.00,342.24
1.00,10.00,2.00,10.00,1000000.00,2.00,323.89
1.00,10.00,2.00,10.00,1000000.00,3.00,522.28
1.00,10.00,2.00,10.00,1000000.00,6.00,502.88
1.00,10.00,2.00,100.00,10.00,1.00,36382.00
1.00,10.00,2.00,100.00,10.00,2.00,41171.00
1.00,10.00,2.00,100.00,10.00,3.00,39219.00
1.00,10.00,2.00,100.00,10.00,6.00,38007.00
1.00,10.00,2.00,100.00,100.00,1.00,35813.00
1.00,10.00,2.00,100.00,100.00,2.00,41380.00
1.00,10.00,2.00,100.00,100.00,3.00,38925.00
1.00,10.00,2.00,100.00,100.00,6.00,36877.00
1.00,10.00,2.00,100.00,1000.00,1.00,34121.00
1.00,10.00,2.00,100.00,1000.00,2.00,38297.00
1.00,10.00,2.00,100.00,1000.00,3.00,39193.00
1.00,10.00,2.00,100.00,1000.00,6.00,37029.00
1.00,10.00,2.00,100.00,10000.00,1.00,27607.00
1.00,10.00,2.00,100.00,10000.00,2.00,34407.00
1.00,10.00,2.00,100.00,10000.00,3.00,39454.00
1.00,10.00,2.00,100.00,10000.00,6.00,38058.00
1.00,10.00,2.00,100.00,100000.00,1.00,3435.90
1.00,10.00,2.00,100.00,100000.00,2.00,3414.60
1.00,10.00,2.00,100.00,100000.00,3.00,5190.30
1.00,10.00,2.00,100.00,100000.00,6.00,5144.80
1.00,10.00,2.00,100.00,1000000.00,1.00,352.39
1.00,10.00,2.00,100.00,1000000.00,2.00,355.22
1.00,10.00,2.00,100.00,1000000.00,3.00,534.47
1.00,10.00,2.00,100.00,1000000.00,6.00,500.28
1.00,10.00,2.00,1000.00,10.00,1.00,34442.00
1.00,10.00,2.00,1000.00,10.00,2.00,40846.00
1.00,10.00,2.00,1000.00,10.00,3.00,38694.00
1.00,10.00,2.00,1000.00,10.00,6.00,38770.00
1.00,10.00,2.00,1000.00,100.00,1.00,35588.00
1.00,10.00,2.00,1000.00,100.00,2.00,41028.00
1.00,10.00,2.00,1000.00,100.00,3.00,37719.00
1.00,10.00,2.00,1000.00,100.00,6.00,37721.00
1.00,10.00,2.00,1000.00,1000.00,1.00,33941.00
1.00,10.00,2.00,1000.00,1000.00,2.00,39116.00
1.00,10.00,2.00,1000.00,1000.00,3.00,38378.00
1.00,10.00,2.00,1000.00,1000.00,6.00,36891.00
1.00,10.00,2.00,1000.00,10000.00,1.00,27479.00
1.00,10.00,2.00,1000.00,10000.00,2.00,33757.00
1.00,10.00,2.00,1000.00,10000.00,3.00,38400.00
1.00,10.00,2.00,1000.00,10000.00,6.00,35877.00
1.00,10.00,2.00,1000.00,100000.00,1.00,3418.70
1.00,10.00,2.00,1000.00,100000.00,2.00,3405.80
1.00,10.00,2.00,1000.00,100000.00,3.00,5111.20
1.00,10.00,2.00,1000.00,100000.00,6.00,5162.90
1.00,10.00,2.00,1000.00,1000000.00,1.00,333.39
1.00,10.00,2.00,1000.00,1000000.00,2.00,343.67
1.00,10.00,2.00,1000.00,1000000.00,3.00,534.33
1.00,10.00,2.00,1000.00,1000000.00,6.00,514.50
1.00,10.00,3.00,10.00,10.00,1.00,27993.00
1.00,10.00,3.00,10.00,10.00,2.00,31704.00
1.00,10.00,3.00,10.00,10.00,3.00,29147.00
1.00,10.00,3.00,10.00,10.00,6.00,28968.00
1.00,10.00,3.00,10.00,100.00,1.00,29519.00
1.00,10.00,3.00,10.00,100.00,2.00,31244.00
1.00,10.00,3.00,10.00,100.00,3.00,29994.00
1.00,10.00,3.00,10.00,100.00,6.00,28979.00
1.00,10.00,3.00,10.00,1000.00,1.00,28659.00
1.00,10.00,3.00,10.00,1000.00,2.00,30594.00
1.00,10.00,3.00,10.00,1000.00,3.00,28310.00
1.00,10.00,3.00,10.00,1000.00,6.00,28755.00
1.00,10.00,3.00,10.00,10000.00,1.00,20785.00
1.00,10.00,3.00,10.00,10000.00,2.00,26918.00
1.00,10.00,3.00,10.00,10000.00,3.00,26984.00
1.00,10.00,3.00,10.00,10000.00,6.00,26806.00
1.00,10.00,3.00,10.00,100000.00,1.00,3320.10
1.00,10.00,3.00,10.00,100000.00,2.00,3294.90
1.00,10.00,3.00,10.00,100000.00,3.00,3782.10
1.00,10.00,3.00,10.00,100000.00,6.00,3885.60
1.00,10.00,3.00,10.00,1000000.00,1.00,339.44
1.00,10.00,3.00,10.00,1000000.00,2.00,333.47
1.00,10.00,3.00,10.00,1000000.00,3.00,377.33
1.00,10.00,3.00,10.00,1000000.00,6.00,363.78
1.00,10.00,3.00,100.00,10.00,1.00,28897.00
1.00,10.00,3.00,100.00,10.00,2.00,33209.00
1.00,10.00,3.00,100.00,10.00,3.00,29281.00
1.00,10.00,3.00,100.00,10.00,6.00,28492.00
1.00,10.00,3.00,100.00,100.00,1.00,29303.00
1.00,10.00,3.00,100.00,100.00,2.00,32237.00
1.00,10.00,3.00,100.00,100.00,3.00,29171.00
1.00,10.00,3.00,100.00,100.00,6.00,27951.00
1.00,10.00,3.00,100.00,1000.00,1.00,28022.00
1.00,10.00,3.00,100.00,1000.00,2.00,30949.00
1.00,10.00,3.00,100.00,1000.00,3.00,28758.00
1.00,10.00,3.00,100.00,1000.00,6.00,27976.00
1.00,10.00,3.00,100.00,10000.00,1.00,20805.00
1.00,10.00,3.00,100.00,10000.00,2.00,26506.00
1.00,10.00,3.00,100.00,10000.00,3.00,28128.00
1.00,10.00,3.00,100.00,10000.00,6.00,26485.00
1.00,10.00,3.00,100.00,100000.00,1.00,3389.70
1.00,10.00,3.00,100.00,100000.00,2.00,3470.60
1.00,10.00,3.00,100.00,100000.00,3.00,3935.20
1.00,10.00,3.00,100.00,100000.00,6.00,3859.90
1.00,10.00,3.00,100.00,1000000.00,1.00,337.18
1.00,10.00,3.00,100.00,1000000.00,2.00,314.94
1.00,10.00,3.00,100.00,1000000.00,3.00,399.28
1.00,10.00,3.00,100.00,1000000.00,6.00,395.35
1.00,10.00,3.00,1000.00,10.00,1.00,31281.00
1.00,10.00,3.00,1000.00,10.00,2.00,31751.00
1.00,10.00,3.00,1000.00,10.00,3.00,29195.00
1.00,10.00,3.00,1000.00,10.00,6.00,29094.00
1.00,10.00,3.00,1000.00,100.00,1.00,27988.00
1.00,10.00,3.00,1000.00,100.00,2.00,32121.00
1.00,10.00,3.00,1000.00,100.00,3.00,29642.00
1.00,10.00,3.00,1000.00,100.00,6.00,29676.00
1.00,10.00,3.00,1000.00,1000.00,1.00,29108.00
1.00,10.00,3.00,1000.00,1000.00,2.00,31177.00
1.00,10.00,3.00,1000.00,1000.00,3.00,29260.00
1.00,10.00,3.00,1000.00,1000.00,6.00,30038.00
1.00,10.00,3.00,1000.00,10000.00,1.00,21454.00
1.00,10.00,3.00,1000.00,10000.00,2.00,28083.00
1.00,10.00,3.00,1000.00,10000.00,3.00,27227.00
1.00,10.00,3.00,1000.00,10000.00,6.00,25660.00
1.00,10.00,3.00,1000.00,100000.00,1.00,3368.40
1.00,10.00,3.00,1000.00,100000.00,2.00,3477.00
1.00,10.00,3.00,1000.00,100000.00,3.00,3785.90
1.00,10.00,3.00,1000.00,100000.00,6.00,3830.60
1.00,10.00,3.00,1000.00,1000000.00,1.00,345.67
1.00,10.00,3.00,1000.00,1000000.00,2.00,343.00
1.00,10.00,3.00,1000.00,1000000.00,3.00,407.41
1.00,10.00,3.00,1000.00,1000000.00,6.00,383.22
1.00,10.00,4.00,10.00,10.00,1.00,25052.00
1.00,10.00,4.00,10.00,10.00,2.00,26578.00
1.00,10.00,4.00,10.00,10.00,3.00,25539.00
1.00,10.00,4.00,10.00,10.00,6.00,24363.00
1.00,10.00,4.00,10.00,100.00,1.00,24537.00
1.00,10.00,4.00,10.00,100.00,2.00,26440.00
1.00,10.00,4.00,10.00,100.00,3.00,25066.00
1.00,10.00,4.00,10.00,100.00,6.00,24782.00
1.00,10.00,4.00,10.00,1000.00,1.00,24660.00
1.00,10.00,4.00,10.00,1000.00,2.00,25455.00
1.00,10.00,4.00,10.00,1000.00,3.00,24835.00
1.00,10.00,4.00,10.00,1000.00,6.00,24106.00
1.00,10.00,4.00,10.00,10000.00,1.00,18942.00
1.00,10.00,4.00,10.00,10000.00,2.00,21774.00
1.00,10.00,4.00,10.00,10000.00,3.00,20964.00
1.00,10.00,4.00,10.00,10000.00,6.00,20052.00
1.00,10.00,4.00,10.00,100000.00,1.00,3369.90
1.00,10.00,4.00,10.00,100000.00,2.00,2665.10
1.00,10.00,4.00,10.00,100000.00,3.00,3050.10
1.00,10.00,4.00,10.00,100000.00,6.00,3041.00
1.00,10.00,4.00,10.00,1000000.00,1.00,346.11
1.00,10.00,4.00,10.00,1000000.00,2.00,279.12
1.00,10.00,4.00,10.00,1000000.00,3.00,287.72
1.00,10.00,4.00,10.00,1000000.00,6.00,317.24
1.00,10.00,4.00,100.00,10.00,1.00,23892.00
1.00,10.00,4.00,100.00,10.00,2.00,26984.00
1.00,10.00,4.00,100.00,10.00,3.00,25243.00
1.00,10.00,4.00,100.00,10.00,6.00,24516.00
1.00,10.00,4.00,100.00,100.00,1.00,24898.00
1.00,10.00,4.00,100.00,100.00,2.00,26164.00
1.00,10.00,4.00,100.00,100.00,3.00,25608.00
1.00,10.00,4.00,100.00,100.00,6.00,24551.00
1.00,10.00,4.00,100.00,1000.00,1.00,24816.00
1.00,10.00,4.00,100.00,1000.00,2.00,25330.00
1.00,10.00,4.00,100.00,1000.00,3.00,25022.00
1.00,10.00,4.00,100.00,1000.00,6.00,24293.00
1.00,10.00,4.00,100.00,10000.00,1.00,18323.00
1.00,10.00,4.00,100.00,10000.00,2.00,21390.00
1.00,10.00,4.00,100.00,10000.00,3.00,20895.00
1.00,10.00,4.00,100.00,10000.00,6.00,20256.00
1.00,10.00,4.00,100.00,100000.00,1.00,3439.60
1.00,10.00,4.00,100.00,100000.00,2.00,2751.60
1.00,10.00,4.00,100.00,100000.00,3.00,3057.60
1.00,10.00,4.00,100.00,100000.00,6.00,3077.30
1.00,10.00,4.00,100.00,1000000.00,1.00,314.61
1.00,10.00,4.00,100.00,1000000.00,2.00,288.50
