$SeqSOR,$Solver,$SeqGS,$GradientSolver,$CGSolver,$LoopSolver,$BiCGSTABSolver,$Precon,$pre,$cells,$post,$<Performance
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.500,0.200,0.167,10107.528
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.500,1.000,0.833,11635.971
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.800,0.667,10369.071
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.500,11645.693
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.500,0.400,0.167,10674.836
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.833,0.800,0.167,12881.475
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.167,0.000,1.000,6647.825
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.500,0.800,0.167,12802.132
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.333,1.000,0.167,14543.029
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.833,0.600,0.833,8250.780
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.400,0.167,19209.418
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.333,1.000,0.667,10591.307
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.833,10588.754
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.200,0.167,9188.269
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.833,0.600,0.167,10849.943
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.200,0.833,9104.080
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.833,0.400,0.833,7328.258
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.333,1.000,0.833,10725.036
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,11638.636
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.333,0.400,0.667,9765.267
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.500,0.200,1.000,9166.829
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.333,0.800,1.000,7771.374
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.800,0.500,11298.661
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.833,0.000,0.667,9639.534
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.333,0.400,0.000,12435.093
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.333,0.000,0.167,8892.253
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.400,1.000,7203.802
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,11118.818
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.500,0.600,0.667,10837.400
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,6690.715
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,0.400,0.167,9528.760
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,0.167,10563.279
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.833,7289.837
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.667,0.600,0.500,9903.714
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.667,0.600,0.333,9963.193
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.667,0.600,0.000,13656.068
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.167,0.400,0.500,10548.293
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.333,0.200,0.000,11409.236
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.167,0.200,1.000,6866.979
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.167,0.400,0.167,13142.107
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.500,1.000,0.833,11626.804
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.500,0.600,0.000,13480.654
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.200,0.500,9986.336
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.600,0.000,13583.104
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.500,1.000,0.167,11651.161
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.500,0.600,1.000,10913.050
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.500,0.600,0.667,8241.101
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.333,0.000,0.333,7246.229
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.667,0.200,0.500,6850.206
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.667,9031.662
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.800,0.833,11291.714
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.833,0.000,1.000,6760.679
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.833,0.200,0.167,7023.924
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.833,0.800,0.500,10259.325
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.500,1.000,0.833,7943.473
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,10604.282
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.500,0.600,0.500,9933.668
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.167,0.200,0.667,10155.850
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.833,0.800,0.667,10387.193
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.333,0.400,0.667,9934.675
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.333,0.600,0.333,9895.981
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.667,0.800,0.667,11267.732
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.500,0.200,1.000,9968.724
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.500,0.400,0.333,9799.108
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.833,1.000,0.333,10535.843
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.500,0.400,1.000,7284.310
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.600,1.000,10804.929
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.833,0.600,0.000,16139.243
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.600,0.667,10816.329
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.333,0.400,0.833,10607.561
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.333,11635.629
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.600,0.167,10809.757
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.167,0.800,0.667,11255.068
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.667,0.000,0.000,11059.236
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.500,1.000,0.167,13195.414
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.167,1.000,0.167,14887.461
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.167,0.000,0.500,9645.074
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.167,13537.711
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.833,0.000,0.500,9638.308
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.400,0.333,10516.393
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,0.600,0.667,9957.468
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.500,0.600,0.167,10339.892
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.333,0.400,0.667,10408.404
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.200,0.667,9169.559
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.667,0.600,0.667,9857.061
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.200,0.167,9990.495
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.667,0.400,1.000,7264.462
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.500,0.200,0.167,10055.061
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.400,0.833,7813.936
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.500,0.800,0.500,11320.871
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.333,0.400,0.167,13067.021
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.333,0.200,0.167,10059.718
