$Base,$HostnameLookups,$KeepAlive,$EnableSendfile,$FollowSymLinks,$AccessLog,$ExtendedStatus,$InMemor1,$Handle,$<Performance
1,1.0,-1.0,1.0,1.0,1.0,1.0,1.41421356237,-0.707106781187,990
1,-1.0,1.0,1.0,1.0,1.0,1.0,1.41421356237,-0.707106781187,2070
1,1.0,1.0,1.0,1.0,1.0,1.0,1.41421356237,-0.707106781187,1860
1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.707106781187,1.41421356237,1230
1,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.707106781187,-0.707106781187,1140
1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.707106781187,1.41421356237,1080
1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.707106781187,1.41421356237,1050
1,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.707106781187,1.41421356237,1080
1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.707106781187,1.41421356237,1260
1,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-0.707106781187,1.41421356237,1200
1,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.707106781187,1.41421356237,1200
1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.707106781187,1.41421356237,1050
1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.707106781187,1.41421356237,1200
1,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.707106781187,1.41421356237,1140
1,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.707106781187,1.41421356237,1200
1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.707106781187,-0.707106781187,990
1,-1.0,-1.0,1.0,1.0,-1.0,1.0,-0.707106781187,1.41421356237,1230
1,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.707106781187,1.41421356237,1110
1,-1.0,-1.0,1.0,1.0,1.0,-1.0,-0.707106781187,1.41421356237,1140
1,-1.0,-1.0,1.0,-1.0,1.0,1.0,-0.707106781187,1.41421356237,1050
1,-1.0,-1.0,1.0,1.0,1.0,1.0,-0.707106781187,1.41421356237,1110
1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.707106781187,1.41421356237,1200
1,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.707106781187,1.41421356237,1350
1,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-0.707106781187,1.41421356237,1230
1,-1.0,1.0,-1.0,-1.0,1.0,1.0,-0.707106781187,1.41421356237,1260
1,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.707106781187,1.41421356237,1290
1,-1.0,1.0,-1.0,1.0,-1.0,1.0,-0.707106781187,-0.707106781187,1950
1,-1.0,1.0,1.0,-1.0,1.0,-1.0,-0.707106781187,1.41421356237,1020
1,-1.0,1.0,1.0,-1.0,-1.0,1.0,-0.707106781187,1.41421356237,1320
1,-1.0,1.0,1.0,-1.0,1.0,1.0,-0.707106781187,1.41421356237,1230
1,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-0.707106781187,1.41421356237,1380
1,-1.0,1.0,-1.0,1.0,-1.0,1.0,-0.707106781187,1.41421356237,1110
1,-1.0,1.0,1.0,1.0,-1.0,-1.0,-0.707106781187,1.41421356237,1200
1,-1.0,1.0,1.0,1.0,-1.0,1.0,-0.707106781187,1.41421356237,1110
1,-1.0,1.0,-1.0,1.0,1.0,-1.0,-0.707106781187,1.41421356237,1350
1,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.707106781187,1.41421356237,1200
1,-1.0,1.0,-1.0,1.0,1.0,1.0,-0.707106781187,1.41421356237,1230
1,-1.0,1.0,-1.0,1.0,1.0,1.0,-0.707106781187,-0.707106781187,1740
1,-1.0,1.0,1.0,1.0,1.0,1.0,-0.707106781187,1.41421356237,1170
1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.707106781187,1.41421356237,990
1,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.707106781187,1.41421356237,960
1,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.707106781187,1.41421356237,930
1,1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.707106781187,1.41421356237,870
1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.707106781187,1.41421356237,1020
1,1.0,-1.0,-1.0,1.0,1.0,-1.0,-0.707106781187,1.41421356237,930
1,1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.707106781187,1.41421356237,960
1,1.0,-1.0,-1.0,1.0,1.0,1.0,-0.707106781187,1.41421356237,900
1,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.707106781187,1.41421356237,1140
1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.707106781187,-0.707106781187,1320
1,1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.707106781187,1.41421356237,1020
1,1.0,1.0,-1.0,1.0,-1.0,-1.0,-0.707106781187,1.41421356237,1320
1,1.0,1.0,-1.0,1.0,-1.0,1.0,-0.707106781187,1.41421356237,1170
1,1.0,1.0,-1.0,-1.0,1.0,-1.0,-0.707106781187,1.41421356237,1200
1,1.0,1.0,-1.0,1.0,1.0,-1.0,-0.707106781187,1.41421356237,1080
1,1.0,1.0,-1.0,-1.0,1.0,1.0,-0.707106781187,1.41421356237,1140
1,1.0,1.0,-1.0,1.0,1.0,1.0,-0.707106781187,1.41421356237,1500
1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.707106781187,1.41421356237,990
1,1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.707106781187,1.41421356237,960
1,1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.707106781187,1.41421356237,930
1,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.707106781187,-0.707106781187,2220
1,1.0,-1.0,1.0,-1.0,1.0,1.0,-0.707106781187,1.41421356237,870
1,1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.707106781187,1.41421356237,1170
1,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.707106781187,1.41421356237,1080
1,1.0,1.0,1.0,-1.0,-1.0,1.0,-0.707106781187,1.41421356237,1170
1,1.0,1.0,1.0,-1.0,1.0,1.0,-0.707106781187,1.41421356237,1470
1,1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.707106781187,1.41421356237,1050
1,1.0,-1.0,1.0,1.0,-1.0,1.0,-0.707106781187,1.41421356237,990
1,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.707106781187,1.41421356237,1050
1,1.0,1.0,1.0,1.0,-1.0,1.0,-0.707106781187,1.41421356237,1200
1,1.0,-1.0,1.0,1.0,1.0,-1.0,-0.707106781187,1.41421356237,930
1,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.707106781187,-0.707106781187,1230
1,1.0,1.0,1.0,1.0,1.0,-1.0,-0.707106781187,1.41421356237,1170
1,1.0,-1.0,1.0,1.0,1.0,1.0,-0.707106781187,1.41421356237,870
1,1.0,1.0,1.0,1.0,1.0,1.0,-0.707106781187,1.41421356237,870
1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.707106781187,-0.707106781187,2040
1,-1.0,1.0,1.0,-1.0,-1.0,1.0,-0.707106781187,-0.707106781187,2130
1,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.707106781187,-0.707106781187,1350
1,-1.0,-1.0,1.0,1.0,-1.0,1.0,-0.707106781187,-0.707106781187,1170
1,-1.0,1.0,1.0,1.0,-1.0,-1.0,-0.707106781187,-0.707106781187,2370
1,-1.0,1.0,1.0,1.0,-1.0,1.0,-0.707106781187,-0.707106781187,2190
1,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.707106781187,-0.707106781187,1170
1,-1.0,1.0,1.0,-1.0,1.0,-1.0,-0.707106781187,-0.707106781187,1980
1,-1.0,-1.0,1.0,1.0,1.0,-1.0,-0.707106781187,-0.707106781187,1200
1,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.707106781187,-0.707106781187,2040
1,-1.0,-1.0,1.0,-1.0,1.0,1.0,-0.707106781187,-0.707106781187,1080
1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.707106781187,-0.707106781187,1110
1,-1.0,-1.0,1.0,1.0,1.0,1.0,-0.707106781187,-0.707106781187,1110
1,-1.0,1.0,1.0,-1.0,1.0,1.0,-0.707106781187,-0.707106781187,1830
1,-1.0,1.0,1.0,1.0,1.0,1.0,-0.707106781187,-0.707106781187,1890
1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.707106781187,-0.707106781187,990
1,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.707106781187,-0.707106781187,1950
1,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.707106781187,-0.707106781187,900
1,1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.707106781187,-0.707106781187,1830
1,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.707106781187,-0.707106781187,900
1,1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.707106781187,-0.707106781187,840
1,1.0,1.0,-1.0,-1.0,1.0,-1.0,-0.707106781187,-0.707106781187,1710
1,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.707106781187,-0.707106781187,1920
1,1.0,1.0,-1.0,-1.0,1.0,1.0,-0.707106781187,-0.707106781187,1620
1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.707106781187,-0.707106781187,1050
1,1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.707106781187,-0.707106781187,2130
1,1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.707106781187,-0.707106781187,930
1,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.707106781187,-0.707106781187,1890
1,1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.707106781187,-0.707106781187,960
1,1.0,-1.0,1.0,-1.0,1.0,1.0,-0.707106781187,-0.707106781187,900
1,1.0,1.0,1.0,-1.0,-1.0,1.0,-0.707106781187,-0.707106781187,2010
1,1.0,1.0,1.0,-1.0,1.0,1.0,-0.707106781187,-0.707106781187,1770
1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.707106781187,-0.707106781187,960
1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.707106781187,-0.707106781187,1080
1,1.0,1.0,-1.0,1.0,-1.0,-1.0,-0.707106781187,-0.707106781187,1950
1,1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.707106781187,-0.707106781187,930
1,1.0,1.0,-1.0,1.0,-1.0,1.0,-0.707106781187,-0.707106781187,1890
1,1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.707106781187,-0.707106781187,1080
1,1.0,-1.0,1.0,1.0,-1.0,1.0,-0.707106781187,-0.707106781187,990
1,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.707106781187,-0.707106781187,2220
1,1.0,1.0,1.0,1.0,-1.0,1.0,-0.707106781187,-0.707106781187,2070
1,1.0,-1.0,-1.0,1.0,1.0,-1.0,-0.707106781187,-0.707106781187,900
1,1.0,1.0,-1.0,1.0,1.0,-1.0,-0.707106781187,-0.707106781187,1770
1,1.0,-1.0,1.0,1.0,1.0,-1.0,-0.707106781187,-0.707106781187,960
1,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.707106781187,-0.707106781187,1020
1,1.0,1.0,1.0,1.0,1.0,-1.0,-0.707106781187,-0.707106781187,1920
1,1.0,-1.0,-1.0,1.0,1.0,1.0,-0.707106781187,-0.707106781187,840
1,1.0,-1.0,1.0,1.0,1.0,1.0,-0.707106781187,-0.707106781187,900
1,1.0,1.0,-1.0,1.0,1.0,1.0,-0.707106781187,-0.707106781187,1680
1,1.0,1.0,1.0,1.0,1.0,1.0,-0.707106781187,-0.707106781187,1800
1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.41421356237,-0.707106781187,1410
1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.41421356237,-0.707106781187,2490
1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.41421356237,-0.707106781187,1290
1,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.41421356237,-0.707106781187,2250
1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.41421356237,-0.707106781187,1260
1,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-0.707106781187,-0.707106781187,1770
1,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.41421356237,-0.707106781187,1140
1,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.41421356237,-0.707106781187,2130
1,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.41421356237,-0.707106781187,1980
1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.41421356237,-0.707106781187,1410
1,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.41421356237,-0.707106781187,2400
1,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.41421356237,-0.707106781187,1320
1,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.41421356237,-0.707106781187,2190
1,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.41421356237,-0.707106781187,1380
1,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.41421356237,-0.707106781187,1230
1,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.41421356237,-0.707106781187,2430
1,-1.0,1.0,-1.0,-1.0,1.0,1.0,-0.707106781187,-0.707106781187,1680
1,-1.0,1.0,-1.0,1.0,1.0,1.0,1.41421356237,-0.707106781187,2100
1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.41421356237,-0.707106781187,1110
1,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.41421356237,-0.707106781187,2280
1,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.41421356237,-0.707106781187,1020
1,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.41421356237,-0.707106781187,2160
1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.41421356237,-0.707106781187,1140
1,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.41421356237,-0.707106781187,1050
1,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.41421356237,-0.707106781187,2280
1,1.0,1.0,-1.0,1.0,-1.0,1.0,1.41421356237,-0.707106781187,2190
1,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.41421356237,-0.707106781187,1020
1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.707106781187,-0.707106781187,1200
1,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.41421356237,-0.707106781187,1980
1,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.41421356237,-0.707106781187,1020
1,1.0,1.0,-1.0,1.0,1.0,-1.0,1.41421356237,-0.707106781187,2070
1,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.41421356237,-0.707106781187,930
1,1.0,-1.0,-1.0,1.0,1.0,1.0,1.41421356237,-0.707106781187,960
1,1.0,1.0,-1.0,-1.0,1.0,1.0,1.41421356237,-0.707106781187,1860
1,1.0,1.0,-1.0,1.0,1.0,1.0,1.41421356237,-0.707106781187,1920
1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.41421356237,-0.707106781187,1410
1,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.41421356237,-0.707106781187,2460
1,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.41421356237,-0.707106781187,1320
