$x1,$x2,$x3,$<y1
164.643710394,1223.75846881,32.6041645491,10.79276682
164.643710394,966.125106955,24.4531234118,10.972042
164.643710394,966.125106955,32.6041645491,11.03425486
164.643710394,901.716766491,24.4531234118,10.91838768
164.643710394,901.716766491,32.6041645491,10.93421264
164.643710394,515.266723709,24.4531234118,10.59422542
164.643710394,515.266723709,32.6041645491,10.34895612
164.643710394,450.858383246,24.4531234118,10.19925538
164.643710394,450.858383246,32.6041645491,10.37635785
192.084328794,2254.29191623,24.4531234118,13.65268358
192.084328794,2254.29191623,32.6041645491,13.49537757
192.084328794,1610.20851159,24.4531234118,11.39965412
192.084328794,1610.20851159,32.6041645491,11.44961151
192.084328794,1416.9834902,24.4531234118,11.68343715
192.084328794,1416.9834902,32.6041645491,11.35608841
192.084328794,1223.75846881,24.4531234118,10.81031837
192.084328794,1223.75846881,32.6041645491,10.89274601
192.084328794,966.125106955,24.4531234118,10.75194128
192.084328794,966.125106955,32.6041645491,10.79590938
192.084328794,901.716766491,24.4531234118,10.75957087
192.084328794,901.716766491,32.6041645491,10.59315425
192.084328794,515.266723709,24.4531234118,9.970627688
192.084328794,515.266723709,32.6041645491,10.73711949
192.084328794,450.858383246,24.4531234118,10.17312412
192.084328794,450.858383246,32.6041645491,10.258294
219.524947193,1610.20851159,24.4531234118,12.12185067
219.524947193,1610.20851159,32.6041645491,11.73287415
219.524947193,1416.9834902,24.4531234118,11.91089241
219.524947193,1416.9834902,32.6041645491,11.88129476
219.524947193,1223.75846881,24.4531234118,11.81792813
219.524947193,515.266723709,24.4531234118,10.96473646
219.524947193,515.266723709,32.6041645491,11.03878861
219.524947193,450.858383246,24.4531234118,10.52989738
219.524947193,450.858383246,32.6041645491,10.54260113
0.0,64.4083404636,40.7552056864,2.858160813
0.0,128.816680927,40.7552056864,3.83196978
0.0,257.633361855,40.7552056864,4.849816643
0.0,515.266723709,40.7552056864,5.773587653
0.0,1030.53344742,40.7552056864,6.757812147
0.0,2061.06689484,40.7552056864,7.586631221
0.0,4122.13378967,40.7552056864,8.757891433
27.4406183991,64.4083404636,40.7552056864,3.866651431
27.4406183991,128.816680927,40.7552056864,4.866478395
27.4406183991,257.633361855,40.7552056864,5.849099186
27.4406183991,515.266723709,40.7552056864,6.766133409
27.4406183991,1030.53344742,40.7552056864,7.730255858
27.4406183991,2061.06689484,40.7552056864,8.783424695
27.4406183991,4122.13378967,40.7552056864,9.618118628
54.8812367982,64.4083404636,40.7552056864,4.813273326
54.8812367982,128.816680927,40.7552056864,5.841435146
54.8812367982,257.633361855,40.7552056864,6.77445112
54.8812367982,515.266723709,40.7552056864,7.71095525
54.8812367982,1030.53344742,40.7552056864,8.690660805
54.8812367982,2061.06689484,40.7552056864,9.663789749
54.8812367982,4122.13378967,40.7552056864,10.37986031
82.3218551972,64.4083404636,40.7552056864,5.793273955
82.3218551972,128.816680927,40.7552056864,6.792616241
82.3218551972,257.633361855,40.7552056864,7.654109752
82.3218551972,515.266723709,40.7552056864,8.659608643
82.3218551972,1030.53344742,40.7552056864,9.621040101
82.3218551972,2061.06689484,40.7552056864,10.53302527
82.3218551972,4122.13378967,40.7552056864,11.29721127
109.762473596,64.4083404636,40.7552056864,6.564959804
109.762473596,128.816680927,40.7552056864,7.448730092
109.762473596,257.633361855,40.7552056864,8.441542305
109.762473596,515.266723709,40.7552056864,9.433253026
109.762473596,1030.53344742,40.7552056864,10.34300032
109.762473596,2061.06689484,40.7552056864,11.00016159
109.762473596,4122.13378967,40.7552056864,12.29857337
137.203091995,64.4083404636,40.7552056864,6.804775887
137.203091995,128.816680927,40.7552056864,7.665281857
137.203091995,257.633361855,40.7552056864,8.565523889
137.203091995,515.266723709,40.7552056864,9.51180174
137.203091995,1030.53344742,40.7552056864,10.22386568
137.203091995,4122.13378967,40.7552056864,12.64761208
164.643710394,64.4083404636,40.7552056864,6.942698771
164.643710394,128.816680927,40.7552056864,7.721985507
164.643710394,257.633361855,40.7552056864,8.566591824
164.643710394,515.266723709,40.7552056864,9.170858366
164.643710394,4122.13378967,40.7552056864,12.82026986
192.084328794,64.4083404636,40.7552056864,6.531198275
192.084328794,128.816680927,40.7552056864,7.558295565
192.084328794,257.633361855,40.7552056864,7.603452483
192.084328794,515.266723709,40.7552056864,7.679359363
219.524947193,64.4083404636,40.7552056864,7.537930924
219.524947193,128.816680927,40.7552056864,7.276899329
219.524947193,257.633361855,40.7552056864,7.802506965
