spouts,max_spout,topology_level,netty_min_wait,message_size,bolts,latency
1.00,1.00,2.00,1000.00,10.00,2.00,1.20
1.00,1.00,2.00,1000.00,10.00,3.00,2.56
1.00,1.00,2.00,1000.00,10.00,6.00,1.24
1.00,1.00,2.00,1000.00,100.00,1.00,1.35
1.00,1.00,2.00,1000.00,100.00,2.00,1.32
1.00,1.00,2.00,1000.00,100.00,3.00,1.22
1.00,1.00,2.00,1000.00,100.00,6.00,1.20
1.00,1.00,2.00,1000.00,1000.00,1.00,1.32
1.00,1.00,2.00,1000.00,1000.00,2.00,1.32
1.00,1.00,2.00,1000.00,1000.00,3.00,1.24
1.00,1.00,2.00,1000.00,1000.00,6.00,1.21
1.00,1.00,2.00,1000.00,10000.00,1.00,2.38
1.00,1.00,2.00,1000.00,10000.00,2.00,2.25
1.00,1.00,2.00,1000.00,10000.00,3.00,1.50
1.00,1.00,2.00,1000.00,10000.00,6.00,1.53
1.00,1.00,2.00,1000.00,100000.00,1.00,4.49
1.00,1.00,2.00,1000.00,100000.00,2.00,4.68
1.00,1.00,2.00,1000.00,100000.00,3.00,3.02
1.00,1.00,2.00,1000.00,100000.00,6.00,2.89
1.00,1.00,2.00,1000.00,1000000.00,1.00,27.36
1.00,1.00,2.00,1000.00,1000000.00,2.00,28.45
1.00,1.00,2.00,1000.00,1000000.00,3.00,18.58
1.00,1.00,2.00,1000.00,1000000.00,6.00,18.35
1.00,1.00,3.00,10.00,10.00,1.00,1.51
1.00,1.00,3.00,10.00,10.00,2.00,1.41
1.00,1.00,3.00,10.00,10.00,3.00,1.46
1.00,1.00,3.00,10.00,10.00,6.00,1.44
1.00,1.00,3.00,10.00,100.00,1.00,1.49
1.00,1.00,3.00,10.00,100.00,2.00,1.41
1.00,1.00,3.00,10.00,100.00,3.00,1.41
1.00,1.00,3.00,10.00,100.00,6.00,1.47
1.00,1.00,3.00,10.00,1000.00,1.00,1.57
1.00,1.00,3.00,10.00,1000.00,2.00,1.42
1.00,1.00,3.00,10.00,1000.00,3.00,1.46
1.00,1.00,3.00,10.00,1000.00,6.00,1.48
1.00,1.00,3.00,10.00,10000.00,1.00,3.53
1.00,1.00,3.00,10.00,10000.00,2.00,2.25
1.00,1.00,3.00,10.00,10000.00,3.00,4.82
1.00,1.00,3.00,10.00,10000.00,6.00,2.23
1.00,1.00,3.00,10.00,100000.00,1.00,7.84
1.00,1.00,3.00,10.00,100000.00,2.00,6.20
1.00,1.00,3.00,10.00,100000.00,3.00,5.25
1.00,1.00,3.00,10.00,100000.00,6.00,5.70
1.00,1.00,3.00,10.00,1000000.00,1.00,42.33
1.00,1.00,3.00,10.00,1000000.00,2.00,30.64
1.00,1.00,3.00,10.00,1000000.00,3.00,33.90
1.00,1.00,3.00,10.00,1000000.00,6.00,40.95
1.00,1.00,3.00,100.00,10.00,1.00,1.51
1.00,1.00,3.00,100.00,10.00,2.00,1.40
1.00,1.00,3.00,100.00,10.00,3.00,1.41
1.00,1.00,3.00,100.00,10.00,6.00,1.45
1.00,1.00,3.00,100.00,100.00,1.00,1.64
1.00,1.00,3.00,100.00,100.00,2.00,1.45
1.00,1.00,3.00,100.00,100.00,3.00,1.44
1.00,1.00,3.00,100.00,100.00,6.00,1.43
1.00,1.00,3.00,100.00,1000.00,1.00,1.54
1.00,1.00,3.00,100.00,1000.00,2.00,1.47
1.00,1.00,3.00,100.00,1000.00,3.00,1.45
1.00,1.00,3.00,100.00,1000.00,6.00,1.48
1.00,1.00,3.00,100.00,10000.00,1.00,3.59
1.00,1.00,3.00,100.00,10000.00,2.00,2.36
1.00,1.00,3.00,100.00,10000.00,3.00,2.34
1.00,1.00,3.00,100.00,10000.00,6.00,2.41
1.00,1.00,3.00,100.00,100000.00,1.00,8.00
1.00,1.00,3.00,100.00,100000.00,2.00,12.24
1.00,1.00,3.00,100.00,100000.00,3.00,5.52
1.00,1.00,3.00,100.00,100000.00,6.00,5.64
1.00,1.00,3.00,100.00,1000000.00,1.00,41.76
1.00,1.00,3.00,100.00,1000000.00,2.00,34.82
1.00,1.00,3.00,100.00,1000000.00,3.00,62.58
1.00,1.00,3.00,100.00,1000000.00,6.00,33.53
1.00,1.00,3.00,1000.00,10.00,1.00,1.53
1.00,1.00,3.00,1000.00,10.00,2.00,1.44
1.00,1.00,3.00,1000.00,10.00,3.00,1.48
1.00,1.00,3.00,1000.00,10.00,6.00,1.48
1.00,1.00,3.00,1000.00,100.00,1.00,1.58
1.00,1.00,3.00,1000.00,100.00,2.00,1.44
1.00,1.00,3.00,1000.00,100.00,3.00,1.46
1.00,1.00,3.00,1000.00,100.00,6.00,1.46
1.00,1.00,3.00,1000.00,1000.00,1.00,1.59
1.00,1.00,3.00,1000.00,1000.00,2.00,1.44
1.00,1.00,3.00,1000.00,1000.00,3.00,1.52
1.00,1.00,3.00,1000.00,1000.00,6.00,1.52
1.00,1.00,3.00,1000.00,10000.00,1.00,3.94
1.00,1.00,3.00,1000.00,10000.00,2.00,2.36
1.00,1.00,3.00,1000.00,10000.00,3.00,2.29
1.00,1.00,3.00,1000.00,10000.00,6.00,2.29
1.00,1.00,3.00,1000.00,100000.00,1.00,7.54
1.00,1.00,3.00,1000.00,100000.00,2.00,6.45
1.00,1.00,3.00,1000.00,100000.00,3.00,5.39
1.00,1.00,3.00,1000.00,100000.00,6.00,5.67
1.00,1.00,3.00,1000.00,1000000.00,1.00,39.83
1.00,1.00,3.00,1000.00,1000000.00,2.00,35.29
1.00,1.00,3.00,1000.00,1000000.00,3.00,34.46
1.00,1.00,3.00,1000.00,1000000.00,6.00,38.17
1.00,1.00,4.00,10.00,10.00,1.00,1.59
1.00,1.00,4.00,10.00,10.00,2.00,4.21
1.00,1.00,4.00,10.00,10.00,3.00,2.00
1.00,1.00,4.00,10.00,10.00,6.00,2.02
1.00,1.00,4.00,10.00,100.00,1.00,1.61
1.00,1.00,4.00,10.00,100.00,2.00,1.87
1.00,1.00,4.00,10.00,100.00,3.00,2.00
1.00,1.00,4.00,10.00,100.00,6.00,2.02
1.00,1.00,4.00,10.00,1000.00,1.00,1.65
1.00,1.00,4.00,10.00,1000.00,2.00,4.12
1.00,1.00,4.00,10.00,1000.00,3.00,2.00
1.00,1.00,4.00,10.00,1000.00,6.00,2.06
1.00,1.00,4.00,10.00,10000.00,1.00,2.87
1.00,1.00,4.00,10.00,10000.00,2.00,3.26
1.00,1.00,4.00,10.00,10000.00,3.00,3.62
1.00,1.00,4.00,10.00,10000.00,6.00,6.91
1.00,1.00,4.00,10.00,100000.00,1.00,8.14
1.00,1.00,4.00,10.00,100000.00,2.00,8.00
1.00,1.00,4.00,10.00,100000.00,3.00,7.99
1.00,1.00,4.00,10.00,100000.00,6.00,8.13
1.00,1.00,4.00,10.00,1000000.00,1.00,45.85
1.00,1.00,4.00,10.00,1000000.00,2.00,51.40
1.00,1.00,4.00,10.00,1000000.00,3.00,47.47
1.00,1.00,4.00,10.00,1000000.00,6.00,42.92
1.00,1.00,4.00,100.00,10.00,1.00,1.61
1.00,1.00,4.00,100.00,10.00,2.00,1.73
1.00,1.00,4.00,100.00,10.00,3.00,1.92
1.00,1.00,4.00,100.00,10.00,6.00,2.03
1.00,1.00,4.00,100.00,100.00,1.00,1.59
1.00,1.00,4.00,100.00,100.00,2.00,1.85
1.00,1.00,4.00,100.00,100.00,3.00,1.94
1.00,1.00,4.00,100.00,100.00,6.00,1.97
1.00,1.00,4.00,100.00,1000.00,1.00,1.60
1.00,1.00,4.00,100.00,1000.00,2.00,1.84
1.00,1.00,4.00,100.00,1000.00,3.00,1.96
1.00,1.00,4.00,100.00,1000.00,6.00,1.96
1.00,1.00,4.00,100.00,10000.00,1.00,2.82
1.00,1.00,4.00,100.00,10000.00,2.00,3.06
1.00,1.00,4.00,100.00,10000.00,3.00,3.51
1.00,1.00,4.00,100.00,10000.00,6.00,3.22
1.00,1.00,4.00,100.00,100000.00,1.00,7.94
1.00,1.00,4.00,100.00,100000.00,2.00,7.52
1.00,1.00,4.00,100.00,100000.00,3.00,7.97
1.00,1.00,4.00,100.00,100000.00,6.00,8.21
1.00,1.00,4.00,100.00,1000000.00,1.00,44.72
1.00,1.00,4.00,100.00,1000000.00,2.00,50.83
1.00,1.00,4.00,100.00,1000000.00,3.00,54.34
1.00,1.00,4.00,100.00,1000000.00,6.00,42.99
1.00,1.00,4.00,1000.00,10.00,1.00,1.53
1.00,1.00,4.00,1000.00,10.00,2.00,1.84
1.00,1.00,4.00,1000.00,10.00,3.00,1.92
1.00,1.00,4.00,1000.00,10.00,6.00,1.96
1.00,1.00,4.00,1000.00,100.00,1.00,1.54
1.00,1.00,4.00,1000.00,100.00,2.00,1.83
1.00,1.00,4.00,1000.00,100.00,3.00,1.95
1.00,1.00,4.00,1000.00,100.00,6.00,1.97
1.00,1.00,4.00,1000.00,1000.00,1.00,1.59
1.00,1.00,4.00,1000.00,1000.00,2.00,1.79
1.00,1.00,4.00,1000.00,1000.00,3.00,1.91
1.00,1.00,4.00,1000.00,1000.00,6.00,2.03
1.00,1.00,4.00,1000.00,10000.00,1.00,2.49
1.00,1.00,4.00,1000.00,10000.00,2.00,2.98
1.00,1.00,4.00,1000.00,10000.00,3.00,3.24
1.00,1.00,4.00,1000.00,10000.00,6.00,3.40
1.00,1.00,4.00,1000.00,100000.00,1.00,7.67
1.00,1.00,4.00,1000.00,100000.00,2.00,7.55
1.00,1.00,4.00,1000.00,100000.00,3.00,7.51
1.00,1.00,4.00,1000.00,100000.00,6.00,8.14
1.00,1.00,4.00,1000.00,1000000.00,1.00,43.87
1.00,1.00,4.00,1000.00,1000000.00,2.00,51.42
1.00,1.00,4.00,1000.00,1000000.00,3.00,52.03
1.00,1.00,4.00,1000.00,1000000.00,6.00,44.01
1.00,1.00,5.00,10.00,10.00,1.00,2.58
1.00,1.00,5.00,10.00,10.00,2.00,2.50
1.00,1.00,5.00,10.00,10.00,3.00,2.35
1.00,1.00,5.00,10.00,10.00,6.00,2.37
1.00,1.00,5.00,10.00,100.00,1.00,2.55
1.00,1.00,5.00,10.00,100.00,2.00,2.51
1.00,1.00,5.00,10.00,100.00,3.00,2.34
1.00,1.00,5.00,10.00,100.00,6.00,2.36
1.00,1.00,5.00,10.00,1000.00,1.00,2.61
1.00,1.00,5.00,10.00,1000.00,2.00,2.57
1.00,1.00,5.00,10.00,1000.00,3.00,2.33
1.00,1.00,5.00,10.00,1000.00,6.00,2.43
1.00,1.00,5.00,10.00,10000.00,1.00,5.96
1.00,1.00,5.00,10.00,10000.00,2.00,5.02
1.00,1.00,5.00,10.00,10000.00,3.00,4.05
1.00,1.00,5.00,10.00,10000.00,6.00,4.07
1.00,1.00,5.00,10.00,100000.00,1.00,16.27
1.00,1.00,5.00,10.00,100000.00,2.00,12.43
1.00,1.00,5.00,10.00,100000.00,3.00,10.37
1.00,1.00,5.00,10.00,100000.00,6.00,11.25
1.00,1.00,5.00,10.00,1000000.00,1.00,94.00
1.00,1.00,5.00,10.00,1000000.00,2.00,85.16
1.00,1.00,5.00,10.00,1000000.00,3.00,76.84
1.00,1.00,5.00,10.00,1000000.00,6.00,60.54
1.00,1.00,5.00,100.00,10.00,1.00,2.58
1.00,1.00,5.00,100.00,10.00,2.00,2.52
1.00,1.00,5.00,100.00,10.00,3.00,2.30
1.00,1.00,5.00,100.00,10.00,6.00,2.37
1.00,1.00,5.00,100.00,100.00,1.00,2.58
1.00,1.00,5.00,100.00,100.00,2.00,2.49
1.00,1.00,5.00,100.00,100.00,3.00,2.33
1.00,1.00,5.00,100.00,100.00,6.00,2.42
1.00,1.00,5.00,100.00,1000.00,1.00,2.64
1.00,1.00,5.00,100.00,1000.00,2.00,2.56
1.00,1.00,5.00,100.00,1000.00,3.00,2.31
1.00,1.00,5.00,100.00,1000.00,6.00,2.37
1.00,1.00,5.00,100.00,10000.00,1.00,6.19
1.00,1.00,5.00,100.00,10000.00,2.00,5.10
1.00,1.00,5.00,100.00,10000.00,3.00,3.96
1.00,1.00,5.00,100.00,10000.00,6.00,4.11
1.00,1.00,5.00,100.00,100000.00,1.00,15.74
1.00,1.00,5.00,100.00,100000.00,2.00,12.55
1.00,1.00,5.00,100.00,100000.00,3.00,10.32
1.00,1.00,5.00,100.00,100000.00,6.00,10.19
1.00,1.00,5.00,100.00,1000000.00,1.00,98.31
1.00,1.00,5.00,100.00,1000000.00,2.00,91.14
1.00,1.00,5.00,100.00,1000000.00,3.00,61.69
1.00,1.00,5.00,100.00,1000000.00,6.00,60.86
1.00,1.00,5.00,1000.00,10.00,1.00,2.59
1.00,1.00,5.00,1000.00,10.00,2.00,2.49
1.00,1.00,5.00,1000.00,10.00,3.00,2.33
1.00,1.00,5.00,1000.00,10.00,6.00,2.36
1.00,1.00,5.00,1000.00,100.00,1.00,2.52
1.00,1.00,5.00,1000.00,100.00,2.00,2.54
1.00,1.00,5.00,1000.00,100.00,3.00,2.36
1.00,1.00,5.00,1000.00,100.00,6.00,2.35
1.00,1.00,5.00,1000.00,1000.00,1.00,2.58
1.00,1.00,5.00,1000.00,1000.00,2.00,2.55
1.00,1.00,5.00,1000.00,1000.00,3.00,2.35
1.00,1.00,5.00,1000.00,1000.00,6.00,2.39
1.00,1.00,5.00,1000.00,10000.00,1.00,5.77
1.00,1.00,5.00,1000.00,10000.00,2.00,4.90
1.00,1.00,5.00,1000.00,10000.00,3.00,4.05
1.00,1.00,5.00,1000.00,10000.00,6.00,4.09
1.00,1.00,5.00,1000.00,100000.00,1.00,15.77
1.00,1.00,5.00,1000.00,100000.00,2.00,12.79
1.00,1.00,5.00,1000.00,100000.00,3.00,10.18
1.00,1.00,5.00,1000.00,100000.00,6.00,10.07
1.00,1.00,5.00,1000.00,1000000.00,1.00,100.28
1.00,1.00,5.00,1000.00,1000000.00,2.00,86.67
1.00,1.00,5.00,1000.00,1000000.00,3.00,62.46
1.00,1.00,5.00,1000.00,1000000.00,6.00,69.31
1.00,10.00,2.00,10.00,10.00,1.00,2.32
1.00,10.00,2.00,10.00,10.00,2.00,1.68
1.00,10.00,2.00,10.00,10.00,3.00,1.71
1.00,10.00,2.00,10.00,10.00,6.00,1.90
1.00,10.00,2.00,10.00,100.00,1.00,2.33
1.00,10.00,2.00,10.00,100.00,2.00,1.74
1.00,10.00,2.00,10.00,100.00,3.00,1.76
1.00,10.00,2.00,10.00,100.00,6.00,1.92
1.00,10.00,2.00,10.00,1000.00,1.00,2.50
1.00,10.00,2.00,10.00,1000.00,2.00,2.01
1.00,10.00,2.00,10.00,1000.00,3.00,1.91
1.00,10.00,2.00,10.00,1000.00,6.00,2.00
1.00,10.00,2.00,10.00,10000.00,1.00,3.52
1.00,10.00,2.00,10.00,10000.00,2.00,2.79
1.00,10.00,2.00,10.00,10000.00,3.00,2.53
1.00,10.00,2.00,10.00,10000.00,6.00,2.64
1.00,10.00,2.00,10.00,100000.00,1.00,28.09
1.00,10.00,2.00,10.00,100000.00,2.00,27.94
1.00,10.00,2.00,10.00,100000.00,3.00,20.28
1.00,10.00,2.00,10.00,100000.00,6.00,19.69
1.00,10.00,2.00,10.00,1000000.00,1.00,281.88
1.00,10.00,2.00,10.00,1000000.00,2.00,279.13
1.00,10.00,2.00,10.00,1000000.00,3.00,184.18
1.00,10.00,2.00,10.00,1000000.00,6.00,180.56
1.00,10.00,2.00,100.00,10.00,1.00,2.35
1.00,10.00,2.00,100.00,10.00,2.00,1.64
1.00,10.00,2.00,100.00,10.00,3.00,1.73
1.00,10.00,2.00,100.00,10.00,6.00,1.90
1.00,10.00,2.00,100.00,100.00,1.00,2.37
1.00,10.00,2.00,100.00,100.00,2.00,1.71
1.00,10.00,2.00,100.00,100.00,3.00,1.73
1.00,10.00,2.00,100.00,100.00,6.00,1.92
1.00,10.00,2.00,100.00,1000.00,1.00,2.80
1.00,10.00,2.00,100.00,1000.00,2.00,1.99
1.00,10.00,2.00,100.00,1000.00,3.00,1.91
1.00,10.00,2.00,100.00,1000.00,6.00,2.01
1.00,10.00,2.00,100.00,10000.00,1.00,3.56
1.00,10.00,2.00,100.00,10000.00,2.00,2.80
1.00,10.00,2.00,100.00,10000.00,3.00,2.53
1.00,10.00,2.00,100.00,10000.00,6.00,2.85
1.00,10.00,2.00,100.00,100000.00,1.00,28.08
1.00,10.00,2.00,100.00,100000.00,2.00,27.95
1.00,10.00,2.00,100.00,100000.00,3.00,18.31
1.00,10.00,2.00,100.00,100000.00,6.00,17.82
1.00,10.00,2.00,100.00,1000000.00,1.00,282.15
1.00,10.00,2.00,100.00,1000000.00,2.00,280.42
1.00,10.00,2.00,100.00,1000000.00,3.00,185.57
1.00,10.00,2.00,100.00,1000000.00,6.00,187.58
1.00,10.00,2.00,1000.00,10.00,1.00,2.30
1.00,10.00,2.00,1000.00,10.00,2.00,1.62
1.00,10.00,2.00,1000.00,10.00,3.00,1.76
1.00,10.00,2.00,1000.00,10.00,6.00,1.98
1.00,10.00,2.00,1000.00,100.00,1.00,2.31
1.00,10.00,2.00,1000.00,100.00,2.00,1.71
1.00,10.00,2.00,1000.00,100.00,3.00,2.07
1.00,10.00,2.00,1000.00,100.00,6.00,2.26
1.00,10.00,2.00,1000.00,1000.00,1.00,2.54
1.00,10.00,2.00,1000.00,1000.00,2.00,2.00
1.00,10.00,2.00,1000.00,1000.00,3.00,2.22
1.00,10.00,2.00,1000.00,1000.00,6.00,2.08
1.00,10.00,2.00,1000.00,10000.00,1.00,3.69
1.00,10.00,2.00,1000.00,10000.00,2.00,2.82
1.00,10.00,2.00,1000.00,10000.00,3.00,2.83
1.00,10.00,2.00,1000.00,10000.00,6.00,2.60
1.00,10.00,2.00,1000.00,100000.00,1.00,27.99
1.00,10.00,2.00,1000.00,100000.00,2.00,27.98
1.00,10.00,2.00,1000.00,100000.00,3.00,18.16
1.00,10.00,2.00,1000.00,100000.00,6.00,19.58
1.00,10.00,2.00,1000.00,1000000.00,1.00,278.96
1.00,10.00,2.00,1000.00,1000000.00,2.00,281.57
1.00,10.00,2.00,1000.00,1000000.00,3.00,194.10
1.00,10.00,2.00,1000.00,1000000.00,6.00,197.92
1.00,10.00,3.00,10.00,10.00,1.00,3.43
1.00,10.00,3.00,10.00,10.00,2.00,2.41
1.00,10.00,3.00,10.00,10.00,3.00,2.50
1.00,10.00,3.00,10.00,10.00,6.00,2.51
1.00,10.00,3.00,10.00,100.00,1.00,3.42
1.00,10.00,3.00,10.00,100.00,2.00,2.44
1.00,10.00,3.00,10.00,100.00,3.00,2.58
1.00,10.00,3.00,10.00,100.00,6.00,2.58
1.00,10.00,3.00,10.00,1000.00,1.00,3.57
1.00,10.00,3.00,10.00,1000.00,2.00,2.50
1.00,10.00,3.00,10.00,1000.00,3.00,3.26
1.00,10.00,3.00,10.00,1000.00,6.00,2.92
1.00,10.00,3.00,10.00,10000.00,1.00,5.24
1.00,10.00,3.00,10.00,10000.00,2.00,3.43
1.00,10.00,3.00,10.00,10000.00,3.00,4.15
1.00,10.00,3.00,10.00,10000.00,6.00,3.80
1.00,10.00,3.00,10.00,100000.00,1.00,29.02
1.00,10.00,3.00,10.00,100000.00,2.00,27.13
1.00,10.00,3.00,10.00,100000.00,3.00,23.72
1.00,10.00,3.00,10.00,100000.00,6.00,24.18
1.00,10.00,3.00,10.00,1000000.00,1.00,282.20
1.00,10.00,3.00,10.00,1000000.00,2.00,280.11
1.00,10.00,3.00,10.00,1000000.00,3.00,244.61
1.00,10.00,3.00,10.00,1000000.00,6.00,250.86
1.00,10.00,3.00,100.00,10.00,1.00,3.51
1.00,10.00,3.00,100.00,10.00,2.00,2.43
1.00,10.00,3.00,100.00,10.00,3.00,2.50
1.00,10.00,3.00,100.00,10.00,6.00,2.60
1.00,10.00,3.00,100.00,100.00,1.00,3.50
1.00,10.00,3.00,100.00,100.00,2.00,2.40
1.00,10.00,3.00,100.00,100.00,3.00,2.84
1.00,10.00,3.00,100.00,100.00,6.00,2.61
1.00,10.00,3.00,100.00,1000.00,1.00,3.68
1.00,10.00,3.00,100.00,1000.00,2.00,2.54
1.00,10.00,3.00,100.00,1000.00,3.00,2.72
1.00,10.00,3.00,100.00,1000.00,6.00,3.27
1.00,10.00,3.00,100.00,10000.00,1.00,5.25
1.00,10.00,3.00,100.00,10000.00,2.00,3.55
1.00,10.00,3.00,100.00,10000.00,3.00,3.65
1.00,10.00,3.00,100.00,10000.00,6.00,3.66
1.00,10.00,3.00,100.00,100000.00,1.00,28.94
1.00,10.00,3.00,100.00,100000.00,2.00,27.80
1.00,10.00,3.00,100.00,100000.00,3.00,24.40
1.00,10.00,3.00,100.00,100000.00,6.00,24.01
1.00,10.00,3.00,100.00,1000000.00,1.00,283.43
1.00,10.00,3.00,100.00,1000000.00,2.00,282.37
1.00,10.00,3.00,100.00,1000000.00,3.00,247.53
1.00,10.00,3.00,100.00,1000000.00,6.00,240.74
1.00,10.00,3.00,1000.00,10.00,1.00,3.44
1.00,10.00,3.00,1000.00,10.00,2.00,2.80
1.00,10.00,3.00,1000.00,10.00,3.00,2.59
1.00,10.00,3.00,1000.00,10.00,6.00,2.64
1.00,10.00,3.00,1000.00,100.00,1.00,3.50
1.00,10.00,3.00,1000.00,100.00,2.00,2.42
1.00,10.00,3.00,1000.00,100.00,3.00,2.62
1.00,10.00,3.00,1000.00,100.00,6.00,3.09
1.00,10.00,3.00,1000.00,1000.00,1.00,3.32
1.00,10.00,3.00,1000.00,1000.00,2.00,2.53
1.00,10.00,3.00,1000.00,1000.00,3.00,2.76
1.00,10.00,3.00,1000.00,1000.00,6.00,2.86
1.00,10.00,3.00,1000.00,10000.00,1.00,5.19
1.00,10.00,3.00,1000.00,10000.00,2.00,4.25
1.00,10.00,3.00,1000.00,10000.00,3.00,3.56
1.00,10.00,3.00,1000.00,10000.00,6.00,3.78
1.00,10.00,3.00,1000.00,100000.00,1.00,29.47
1.00,10.00,3.00,1000.00,100000.00,2.00,27.92
1.00,10.00,3.00,1000.00,100000.00,3.00,23.69
1.00,10.00,3.00,1000.00,100000.00,6.00,23.81
1.00,10.00,3.00,1000.00,1000000.00,1.00,292.19
1.00,10.00,3.00,1000.00,1000000.00,2.00,278.33
1.00,10.00,3.00,1000.00,1000000.00,3.00,243.78
1.00,10.00,3.00,1000.00,1000000.00,6.00,245.85
1.00,10.00,4.00,10.00,10.00,1.00,3.69
1.00,10.00,4.00,10.00,10.00,2.00,3.23
1.00,10.00,4.00,10.00,10.00,3.00,3.42
1.00,10.00,4.00,10.00,10.00,6.00,3.50
1.00,10.00,4.00,10.00,100.00,1.00,3.27
1.00,10.00,4.00,10.00,100.00,2.00,3.30
1.00,10.00,4.00,10.00,100.00,3.00,3.39
1.00,10.00,4.00,10.00,100.00,6.00,3.51
1.00,10.00,4.00,10.00,1000.00,1.00,3.30
1.00,10.00,4.00,10.00,1000.00,2.00,3.49
1.00,10.00,4.00,10.00,1000.00,3.00,3.59
1.00,10.00,4.00,10.00,1000.00,6.00,3.69
1.00,10.00,4.00,10.00,10000.00,1.00,4.87
1.00,10.00,4.00,10.00,10000.00,2.00,5.43
1.00,10.00,4.00,10.00,10000.00,3.00,4.78
1.00,10.00,4.00,10.00,10000.00,6.00,5.01
1.00,10.00,4.00,10.00,100000.00,1.00,31.34
1.00,10.00,4.00,10.00,100000.00,2.00,34.34
1.00,10.00,4.00,10.00,100000.00,3.00,30.95
1.00,10.00,4.00,10.00,100000.00,6.00,30.86
1.00,10.00,4.00,10.00,1000000.00,1.00,285.91
1.00,10.00,4.00,10.00,1000000.00,2.00,360.39
1.00,10.00,4.00,10.00,1000000.00,3.00,298.51
1.00,10.00,4.00,10.00,1000000.00,6.00,321.55
1.00,10.00,4.00,100.00,10.00,1.00,3.50
1.00,10.00,4.00,100.00,10.00,2.00,3.28
1.00,10.00,4.00,100.00,10.00,3.00,3.36
1.00,10.00,4.00,100.00,10.00,6.00,3.47
1.00,10.00,4.00,100.00,100.00,1.00,3.70
1.00,10.00,4.00,100.00,100.00,2.00,3.29
1.00,10.00,4.00,100.00,100.00,3.00,3.98
1.00,10.00,4.00,100.00,100.00,6.00,3.51
1.00,10.00,4.00,100.00,1000.00,1.00,3.34
1.00,10.00,4.00,100.00,1000.00,2.00,3.98
1.00,10.00,4.00,100.00,1000.00,3.00,3.75
1.00,10.00,4.00,100.00,1000.00,6.00,4.19
1.00,10.00,4.00,100.00,10000.00,1.00,5.61
1.00,10.00,4.00,100.00,10000.00,2.00,4.73
1.00,10.00,4.00,100.00,10000.00,3.00,4.87
1.00,10.00,4.00,100.00,10000.00,6.00,5.78
1.00,10.00,4.00,100.00,100000.00,1.00,31.59
1.00,10.00,4.00,100.00,100000.00,2.00,35.00
1.00,10.00,4.00,100.00,100000.00,3.00,30.50
1.00,10.00,4.00,100.00,100000.00,6.00,30.65
1.00,10.00,4.00,100.00,1000000.00,1.00,284.03
1.00,10.00,4.00,100.00,1000000.00,2.00,339.22
1.00,10.00,4.00,100.00,1000000.00,3.00,306.76
1.00,10.00,4.00,100.00,1000000.00,6.00,322.67
1.00,10.00,4.00,1000.00,10.00,1.00,3.12
1.00,10.00,4.00,1000.00,10.00,2.00,3.22
1.00,10.00,4.00,1000.00,10.00,3.00,3.43
1.00,10.00,4.00,1000.00,10.00,6.00,4.13
1.00,10.00,4.00,1000.00,100.00,1.00,3.98
1.00,10.00,4.00,1000.00,100.00,2.00,3.83
1.00,10.00,4.00,1000.00,100.00,3.00,3.45
1.00,10.00,4.00,1000.00,100.00,6.00,4.14
1.00,10.00,4.00,1000.00,1000.00,1.00,3.39
1.00,10.00,4.00,1000.00,1000.00,2.00,3.50
1.00,10.00,4.00,1000.00,1000.00,3.00,3.61
1.00,10.00,4.00,1000.00,1000.00,6.00,3.69
