spout,split,count,buffer-size,heap,throughput
1,2,9,2.62E+05,1024,19371
1,2,9,2.62E+05,2048,19992
1,2,9,1.05E+06,512,18889
1,2,9,1.05E+06,1024,19209
1,2,9,1.05E+06,2048,19187
1,2,9,5.24E+06,512,19541
1,2,9,5.24E+06,1024,19733
1,2,9,5.24E+06,2048,19063
1,2,9,1.05E+07,512,19268
1,2,9,1.05E+07,1024,19614
1,2,9,1.05E+07,2048,19710
1,2,9,1.05E+08,512,18965
1,2,9,1.05E+08,1024,19610
1,2,9,1.05E+08,2048,19671
1,2,12,2.62E+05,512,20415
1,2,12,2.62E+05,1024,20536
1,2,12,2.62E+05,2048,20534
1,2,12,1.05E+06,512,20495
1,2,12,1.05E+06,1024,19372
1,2,12,1.05E+06,2048,19935
1,2,12,5.24E+06,512,20591
1,2,12,5.24E+06,1024,20353
1,2,12,5.24E+06,2048,20050
1,2,12,1.05E+07,512,20117
1,2,12,1.05E+07,1024,20356
1,2,12,1.05E+07,2048,20134
1,2,12,1.05E+08,512,20167
1,2,12,1.05E+08,1024,20432
1,2,12,1.05E+08,2048,20178
1,3,1,2.62E+05,512,8280
1,3,1,2.62E+05,1024,8479.3
1,3,1,2.62E+05,2048,8507.8
1,3,1,1.05E+06,512,8556.9
1,3,1,1.05E+06,1024,8100
1,3,1,1.05E+06,2048,8282.6
1,3,1,5.24E+06,512,8571.8
1,3,1,5.24E+06,1024,8538.4
1,3,1,5.24E+06,2048,8404
1,3,1,1.05E+07,512,8305.2
1,3,1,1.05E+07,1024,8529.4
1,3,1,1.05E+07,2048,8567.1
1,3,1,1.05E+08,512,8423.9
1,3,1,1.05E+08,1024,8440.4
1,3,1,1.05E+08,2048,8483.2
1,3,2,2.62E+05,512,11483
1,3,2,2.62E+05,1024,11558
1,3,2,2.62E+05,2048,11518
1,3,2,1.05E+06,512,11641
1,3,2,1.05E+06,1024,11890
1,3,2,1.05E+06,2048,11549
1,3,2,5.24E+06,512,11317
1,3,2,5.24E+06,1024,11795
1,3,2,5.24E+06,2048,11898
1,3,2,1.05E+07,512,11620
1,3,2,1.05E+07,1024,11667
1,3,2,1.05E+07,2048,11772
1,3,2,1.05E+08,512,11722
1,3,2,1.05E+08,1024,11901
1,3,2,1.05E+08,2048,11699
1,3,3,2.62E+05,512,12386
1,3,3,2.62E+05,1024,12095
1,3,3,2.62E+05,2048,12108
1,3,3,1.05E+06,512,12336
1,3,3,1.05E+06,1024,12217
1,3,3,1.05E+06,2048,12179
1,3,3,5.24E+06,512,12141
1,3,3,5.24E+06,1024,12652
1,3,3,5.24E+06,2048,11683
1,3,3,1.05E+07,512,12192
1,3,3,1.05E+07,1024,11973
1,3,3,1.05E+07,2048,11763
1,3,3,1.05E+08,512,12307
1,3,3,1.05E+08,1024,12554
1,3,3,1.05E+08,2048,12229
1,3,6,2.62E+05,512,13109
1,3,6,2.62E+05,1024,12790
1,3,6,2.62E+05,2048,12237
1,3,6,1.05E+06,512,12604
1,3,6,1.05E+06,1024,12530
1,3,6,1.05E+06,2048,11779
1,3,6,5.24E+06,512,12835
1,3,6,5.24E+06,1024,12952
1,3,6,5.24E+06,2048,12873
1,3,6,1.05E+07,512,13052
1,3,6,1.05E+07,1024,11980
1,3,6,1.05E+07,2048,12302
1,3,6,1.05E+08,512,12421
1,3,6,1.05E+08,1024,12879
1,3,6,1.05E+08,2048,12455
1,3,9,2.62E+05,512,12585
1,3,9,2.62E+05,1024,13058
1,3,9,2.62E+05,2048,12957
1,3,9,1.05E+06,512,12724
1,3,9,1.05E+06,1024,11982
1,3,9,1.05E+06,2048,12170
1,3,9,5.24E+06,512,12303
1,3,9,5.24E+06,1024,12704
1,3,9,5.24E+06,2048,13104
1,3,9,1.05E+07,512,12856
1,3,9,1.05E+07,1024,12693
1,3,9,1.05E+07,2048,12844
1,3,9,1.05E+08,512,12390
1,3,9,1.05E+08,1024,12074
1,3,9,1.05E+08,2048,13148
1,3,12,2.62E+05,512,13327
1,3,12,2.62E+05,1024,12305
1,3,12,2.62E+05,2048,12665
1,3,12,1.05E+06,512,13068
1,3,12,1.05E+06,1024,12583
1,3,12,1.05E+06,2048,12771
1,3,12,5.24E+06,512,12144
1,3,12,5.24E+06,1024,13625
1,3,12,5.24E+06,2048,13094
1,3,12,1.05E+07,512,13475
1,3,12,1.05E+07,1024,12962
1,3,12,1.05E+07,2048,12437
1,3,12,1.05E+08,512,13122
1,3,12,1.05E+08,1024,12754
1,3,12,1.05E+08,2048,13273
1,6,1,2.62E+05,512,8600.9
1,6,1,2.62E+05,1024,8506
1,6,1,2.62E+05,2048,8528.8
1,6,1,1.05E+06,512,8584
1,6,1,1.05E+06,1024,8544.9
1,6,1,1.05E+06,2048,8300.5
1,6,1,5.24E+06,512,8495.6
1,6,1,5.24E+06,1024,8444.1
1,6,1,5.24E+06,2048,8442
1,6,1,1.05E+07,512,8543.7
1,6,1,1.05E+07,1024,8467.4
1,6,1,1.05E+07,2048,8567.2
1,6,1,1.05E+08,512,8592.3
1,6,1,1.05E+08,1024,8357.8
1,6,1,1.05E+08,2048,8656.6
1,6,2,2.62E+05,512,12108
1,6,2,2.62E+05,1024,11693
1,6,2,2.62E+05,2048,11739
1,6,2,1.05E+06,512,12010
1,6,2,1.05E+06,1024,11782
1,6,2,1.05E+06,2048,11690
1,6,2,5.24E+06,512,11964
1,6,2,5.24E+06,1024,11972
1,6,2,5.24E+06,2048,11957
1,6,2,1.05E+07,512,11815
1,6,2,1.05E+07,1024,11604
1,6,2,1.05E+07,2048,11751
1,6,2,1.05E+08,512,11668
1,6,2,1.05E+08,1024,11572
1,6,2,1.05E+08,2048,11632
1,6,3,2.62E+05,512,12456
1,6,3,2.62E+05,1024,12273
1,6,3,2.62E+05,2048,12356
1,6,3,1.05E+06,512,12610
1,6,3,1.05E+06,1024,12397
1,6,3,1.05E+06,2048,12106
1,6,3,5.24E+06,512,12678
1,6,3,5.24E+06,1024,12730
1,6,3,5.24E+06,2048,12062
1,6,3,1.05E+07,512,12366
1,6,3,1.05E+07,1024,12233
1,6,3,1.05E+07,2048,12682
1,6,3,1.05E+08,512,12222
1,6,3,1.05E+08,1024,12748
1,6,3,1.05E+08,2048,12814
1,6,6,2.62E+05,512,13294
1,6,6,2.62E+05,1024,13188
1,6,6,2.62E+05,2048,13341
1,6,6,1.05E+06,512,12728
1,6,6,1.05E+06,1024,13514
1,6,6,1.05E+06,2048,12812
1,6,6,5.24E+06,512,13077
1,6,6,5.24E+06,1024,12790
1,6,6,5.24E+06,2048,13385
1,6,6,1.05E+07,512,12903
1,6,6,1.05E+07,1024,12604
1,6,6,1.05E+07,2048,12697
1,6,6,1.05E+08,512,13143
1,6,6,1.05E+08,1024,12891
1,6,6,1.05E+08,2048,13254
1,6,9,2.62E+05,512,13387
1,6,9,2.62E+05,1024,12800
1,6,9,2.62E+05,2048,13824
1,6,9,1.05E+06,512,13405
1,6,9,1.05E+06,1024,13433
1,6,9,1.05E+06,2048,13792
1,6,9,5.24E+06,512,13396
1,6,9,5.24E+06,1024,13238
1,6,9,5.24E+06,2048,13906
1,6,9,1.05E+07,512,12990
1,6,9,1.05E+07,1024,13292
1,6,9,1.05E+07,2048,13554
1,6,9,1.05E+08,512,13279
1,6,9,1.05E+08,1024,13479
1,6,9,1.05E+08,2048,13778
1,6,12,2.62E+05,512,13418
1,6,12,2.62E+05,1024,13628
1,6,12,2.62E+05,2048,13432
1,6,12,1.05E+06,512,14008
1,6,12,1.05E+06,1024,14160
1,6,12,1.05E+06,2048,13861
1,6,12,5.24E+06,512,13565
1,6,12,5.24E+06,1024,13906
1,6,12,5.24E+06,2048,13893
1,6,12,1.05E+07,512,13511
1,6,12,1.05E+07,1024,13987
1,6,12,1.05E+07,2048,14532
1,6,12,1.05E+08,512,13463
1,6,12,1.05E+08,1024,14041
1,6,12,1.05E+08,2048,13927
2,1,1,2.62E+05,512,7975.7
2,1,1,2.62E+05,1024,8097
2,1,1,2.62E+05,2048,8007
2,1,1,1.05E+06,512,7600.2
2,1,1,1.05E+06,1024,8164
2,1,1,1.05E+06,2048,7851.3
2,1,1,5.24E+06,512,8080.2
2,1,1,5.24E+06,1024,8097.9
2,1,1,5.24E+06,2048,8236
2,1,1,1.05E+07,512,7945.6
2,1,1,1.05E+07,1024,7959.8
2,1,1,1.05E+07,2048,8019.9
2,1,1,1.05E+08,512,8077.3
2,1,1,1.05E+08,1024,8015.4
2,1,1,1.05E+08,2048,8123.5
2,1,2,2.62E+05,512,11400
2,1,2,2.62E+05,1024,11053
2,1,2,2.62E+05,2048,11195
2,1,2,1.05E+06,512,11215
2,1,2,1.05E+06,1024,11254
2,1,2,1.05E+06,2048,11488
2,1,2,5.24E+06,512,11241
2,1,2,5.24E+06,1024,10934
2,1,2,5.24E+06,2048,11496
2,1,2,1.05E+07,512,11463
2,1,2,1.05E+07,1024,11572
2,1,2,1.05E+07,2048,11595
2,1,2,1.05E+08,512,11277
2,1,2,1.05E+08,1024,11218
2,1,2,1.05E+08,2048,11417
2,1,3,2.62E+05,512,12317
2,1,3,2.62E+05,1024,12325
2,1,3,2.62E+05,2048,12733
2,1,3,1.05E+06,512,12418
2,1,3,1.05E+06,1024,12806
2,1,3,1.05E+06,2048,12465
2,1,3,5.24E+06,512,12881
2,1,3,5.24E+06,1024,11924
2,1,3,5.24E+06,2048,12293
2,1,3,1.05E+07,512,12207
2,1,3,1.05E+07,1024,12599
2,1,3,1.05E+07,2048,12602
2,1,3,1.05E+08,512,12561
2,1,3,1.05E+08,1024,12529
2,1,3,1.05E+08,2048,12716
2,1,6,2.62E+05,512,13701
2,1,6,2.62E+05,1024,12553
2,1,6,2.62E+05,2048,13046
2,1,6,1.05E+06,512,12742
2,1,6,1.05E+06,1024,12797
2,1,6,1.05E+06,2048,12825
2,1,6,5.24E+06,512,13224
2,1,6,5.24E+06,1024,12674
2,1,6,5.24E+06,2048,12824
2,1,6,1.05E+07,512,12824
2,1,6,1.05E+07,1024,13221
2,1,6,1.05E+07,2048,12739
2,1,6,1.05E+08,512,12541
2,1,6,1.05E+08,1024,12535
2,1,6,1.05E+08,2048,12735
2,1,9,2.62E+05,512,12967
2,1,9,2.62E+05,1024,14350
2,1,9,2.62E+05,2048,14258
2,1,9,1.05E+06,512,13293
2,1,9,1.05E+06,1024,13426
2,1,9,1.05E+06,2048,13114
2,1,9,5.24E+06,512,13962
2,1,9,5.24E+06,1024,13662
2,1,9,5.24E+06,2048,13727
2,1,9,1.05E+07,512,13663
2,1,9,1.05E+07,1024,13875
2,1,9,1.05E+07,2048,13773
2,1,9,1.05E+08,512,13791
2,1,9,1.05E+08,1024,13963
2,1,9,1.05E+08,2048,13820
2,1,12,2.62E+05,512,14316
2,1,12,2.62E+05,1024,13791
2,1,12,2.62E+05,2048,13618
2,1,12,1.05E+06,512,13750
2,1,12,1.05E+06,1024,14385
2,1,12,1.05E+06,2048,13268
2,1,12,5.24E+06,512,13846
2,1,12,5.24E+06,1024,14161
2,1,12,5.24E+06,2048,14311
2,1,12,1.05E+07,512,13589
2,1,12,1.05E+07,1024,13597
2,1,12,1.05E+07,2048,14456
2,1,12,1.05E+08,512,12999
2,1,12,1.05E+08,1024,13643
2,1,12,1.05E+08,2048,14539
2,2,1,2.62E+05,512,8214.7
2,2,1,2.62E+05,1024,8238.6
2,2,1,2.62E+05,2048,8146
2,2,1,1.05E+06,512,8212.6
2,2,1,1.05E+06,1024,8442.9
2,2,1,1.05E+06,2048,8206.2
2,2,1,5.24E+06,512,8229.4
2,2,1,5.24E+06,1024,8207.6
2,2,1,5.24E+06,2048,8458.9
2,2,1,1.05E+07,512,8517.5
2,2,1,1.05E+07,1024,8324.9
2,2,1,1.05E+07,2048,8674.8
2,2,1,1.05E+08,512,8398.6
2,2,1,1.05E+08,1024,8476.8
2,2,1,1.05E+08,2048,8158.2
2,2,2,2.62E+05,512,12253
2,2,2,2.62E+05,1024,12480
2,2,2,2.62E+05,2048,12295
2,2,2,1.05E+06,512,12240
2,2,2,1.05E+06,1024,12279
2,2,2,1.05E+06,2048,12524
2,2,2,5.24E+06,512,12476
2,2,2,5.24E+06,1024,12408
2,2,2,5.24E+06,2048,12241
2,2,2,1.05E+07,512,12446
2,2,2,1.05E+07,1024,12247
2,2,2,1.05E+07,2048,12346
2,2,2,1.05E+08,512,12581
2,2,2,1.05E+08,1024,12422
2,2,2,1.05E+08,2048,12351
2,2,3,2.62E+05,512,12301
2,2,3,2.62E+05,1024,12691
2,2,3,2.62E+05,2048,12499
2,2,3,1.05E+06,512,12469
2,2,3,1.05E+06,1024,12135
2,2,3,1.05E+06,2048,12288
2,2,3,5.24E+06,512,12699
2,2,3,5.24E+06,1024,12478
2,2,3,5.24E+06,2048,12338
2,2,3,1.05E+07,512,12486
2,2,3,1.05E+07,1024,12088
2,2,3,1.05E+07,2048,12657
2,2,3,1.05E+08,512,12549
2,2,3,1.05E+08,1024,12621
2,2,3,1.05E+08,2048,12240
2,2,6,2.62E+05,512,12927
2,2,6,2.62E+05,1024,13270
2,2,6,2.62E+05,2048,13395
2,2,6,1.05E+06,512,12901
2,2,6,1.05E+06,1024,13093
2,2,6,1.05E+06,2048,12532
2,2,6,5.24E+06,512,12907
2,2,6,5.24E+06,1024,13095
2,2,6,5.24E+06,2048,13908
2,2,6,1.05E+07,512,12830
2,2,6,1.05E+07,1024,13154
2,2,6,1.05E+07,2048,12322
2,2,6,1.05E+08,512,12835
2,2,6,1.05E+08,1024,12605
2,2,6,1.05E+08,2048,13623
2,2,9,2.62E+05,512,13979
2,2,9,2.62E+05,1024,13630
2,2,9,2.62E+05,2048,13148
2,2,9,1.05E+06,512,14408
2,2,9,1.05E+06,1024,13711
2,2,9,1.05E+06,2048,14016
2,2,9,5.24E+06,512,14284
2,2,9,5.24E+06,1024,13579
2,2,9,5.24E+06,2048,14160
2,2,9,1.05E+07,512,13742
2,2,9,1.05E+07,1024,13866
2,2,9,1.05E+07,2048,13660
2,2,9,1.05E+08,512,13767
2,2,9,1.05E+08,1024,14095
2,2,9,1.05E+08,2048,14045
2,2,12,2.62E+05,512,13646
2,2,12,2.62E+05,1024,13909
2,2,12,2.62E+05,2048,14550
2,2,12,1.05E+06,512,14365
2,2,12,1.05E+06,1024,13730
2,2,12,1.05E+06,2048,14175
2,2,12,5.24E+06,512,14151
2,2,12,5.24E+06,1024,14745
2,2,12,5.24E+06,2048,14184
2,2,12,1.05E+07,512,15329
2,2,12,1.05E+07,1024,14617
2,2,12,1.05E+07,2048,14421
2,2,12,1.05E+08,512,14718
2,2,12,1.05E+08,1024,14810
2,2,12,1.05E+08,2048,13906
2,3,1,2.62E+05,512,9701.8
2,3,1,2.62E+05,1024,9742.7
2,3,1,2.62E+05,2048,9534.9
2,3,1,1.05E+06,512,9661.6
2,3,1,1.05E+06,1024,9649.2
2,3,1,1.05E+06,2048,9682.5
2,3,1,5.24E+06,512,9536.1
2,3,1,5.24E+06,1024,9398.1
2,3,1,5.24E+06,2048,9575.8
2,3,1,1.05E+07,512,9422.9
2,3,1,1.05E+07,1024,9705.7
2,3,1,1.05E+07,2048,9557.2
2,3,1,1.05E+08,512,9503.6
2,3,1,1.05E+08,1024,9574.4
2,3,1,1.05E+08,2048,9506
2,3,2,2.62E+05,512,11442
2,3,2,2.62E+05,1024,11491
2,3,2,2.62E+05,2048,11788
2,3,2,1.05E+06,512,11316
2,3,2,1.05E+06,1024,11577
2,3,2,1.05E+06,2048,11271
2,3,2,5.24E+06,512,11852
2,3,2,5.24E+06,1024,11639
2,3,2,5.24E+06,2048,11766
2,3,2,1.05E+07,512,11551
2,3,2,1.05E+07,1024,11816
2,3,2,1.05E+07,2048,11524
2,3,2,1.05E+08,512,11445
2,3,2,1.05E+08,1024,11801
2,3,2,1.05E+08,2048,11384
2,3,3,2.62E+05,512,11589
2,3,3,2.62E+05,1024,11756
2,3,3,2.62E+05,2048,11877
2,3,3,1.05E+06,512,11813
2,3,3,1.05E+06,1024,11724
2,3,3,1.05E+06,2048,11688
2,3,3,5.24E+06,512,11835
2,3,3,5.24E+06,1024,11637
2,3,3,5.24E+06,2048,11731
2,3,3,1.05E+07,512,11761
2,3,3,1.05E+07,1024,11501
2,3,3,1.05E+07,2048,11394
2,3,3,1.05E+08,512,11524
2,3,3,1.05E+08,1024,11645
2,3,3,1.05E+08,2048,11811
2,3,6,2.62E+05,512,12877
2,3,6,2.62E+05,1024,12656
2,3,6,2.62E+05,2048,12754
2,3,6,1.05E+06,512,12518
2,3,6,1.05E+06,1024,13031
2,3,6,1.05E+06,2048,13339
2,3,6,5.24E+06,512,12778
2,3,6,5.24E+06,1024,13193
2,3,6,5.24E+06,2048,12844
2,3,6,1.05E+07,512,12551
2,3,6,1.05E+07,1024,12828
2,3,6,1.05E+07,2048,13122
2,3,6,1.05E+08,512,12741
2,3,6,1.05E+08,1024,12798
2,3,6,1.05E+08,2048,12534
2,3,9,2.62E+05,512,13921
2,3,9,2.62E+05,1024,14045
2,3,9,2.62E+05,2048,13737
2,3,9,1.05E+06,512,13802
2,3,9,1.05E+06,1024,14713
2,3,9,1.05E+06,2048,14171
2,3,9,5.24E+06,512,13944
2,3,9,5.24E+06,1024,13891
2,3,9,5.24E+06,2048,13800
2,3,9,1.05E+07,512,13594
2,3,9,1.05E+07,1024,13584
2,3,9,1.05E+07,2048,13615
2,3,9,1.05E+08,512,13810
2,3,9,1.05E+08,1024,14244
2,3,9,1.05E+08,2048,13943
2,3,12,2.62E+05,512,14230
2,3,12,2.62E+05,1024,14620
2,3,12,2.62E+05,2048,14306
2,3,12,1.05E+06,512,14019
2,3,12,1.05E+06,1024,14811
2,3,12,1.05E+06,2048,13643
2,3,12,5.24E+06,512,14808
2,3,12,5.24E+06,1024,14707
2,3,12,5.24E+06,2048,14557
2,3,12,1.05E+07,512,14458
2,3,12,1.05E+07,1024,14750
2,3,12,1.05E+07,2048,14968
2,3,12,1.05E+08,512,14436
2,3,12,1.05E+08,1024,14757
2,3,12,1.05E+08,2048,14753
2,6,1,2.62E+05,512,9876.2
2,6,1,2.62E+05,1024,9697.1
2,6,1,2.62E+05,2048,9787.4
2,6,1,1.05E+06,512,9912.1
2,6,1,1.05E+06,1024,9521.7
2,6,1,1.05E+06,2048,9551.3
2,6,1,5.24E+06,512,9730.6
2,6,1,5.24E+06,1024,9711.3
2,6,1,5.24E+06,2048,9897.6
2,6,1,1.05E+07,512,9789
2,6,1,1.05E+07,1024,10063
2,6,1,1.05E+07,2048,9656.2
2,6,1,1.05E+08,512,9884
2,6,1,1.05E+08,1024,9745.7
2,6,1,1.05E+08,2048,9819.2
2,6,2,2.62E+05,512,11742
2,6,2,2.62E+05,1024,11921
2,6,2,2.62E+05,2048,11493
2,6,2,1.05E+06,512,11758
2,6,2,1.05E+06,1024,11437
2,6,2,1.05E+06,2048,11929
2,6,2,5.24E+06,512,11574
2,6,2,5.24E+06,1024,11656
2,6,2,5.24E+06,2048,11772
2,6,2,1.05E+07,512,11428
2,6,2,1.05E+07,1024,11537
2,6,2,1.05E+07,2048,11603
2,6,2,1.05E+08,512,11655
2,6,2,1.05E+08,1024,11777
2,6,2,1.05E+08,2048,11403
2,6,3,2.62E+05,512,11573
2,6,3,2.62E+05,1024,11950
2,6,3,2.62E+05,2048,12128
2,6,3,1.05E+06,512,11937
2,6,3,1.05E+06,1024,11645
2,6,3,1.05E+06,2048,11856
2,6,3,5.24E+06,512,11785
2,6,3,5.24E+06,1024,12142
2,6,3,5.24E+06,2048,11681
2,6,3,1.05E+07,512,11813
2,6,3,1.05E+07,1024,11535
2,6,3,1.05E+07,2048,11864
2,6,3,1.05E+08,512,11706
2,6,3,1.05E+08,1024,12007
2,6,3,1.05E+08,2048,11818
2,6,6,2.62E+05,512,12980
2,6,6,2.62E+05,1024,12864
2,6,6,2.62E+05,2048,13308
2,6,6,1.05E+06,512,13087
2,6,6,1.05E+06,1024,13013
2,6,6,1.05E+06,2048,13047
2,6,6,5.24E+06,512,12790
2,6,6,5.24E+06,1024,13097
2,6,6,5.24E+06,2048,13143
2,6,6,1.05E+07,512,12992
2,6,6,1.05E+07,1024,13286
2,6,6,1.05E+07,2048,12904
2,6,6,1.05E+08,512,13029
2,6,6,1.05E+08,1024,13549
2,6,6,1.05E+08,2048,13050
2,6,9,2.62E+05,512,14216
2,6,9,2.62E+05,1024,14471
2,6,9,2.62E+05,2048,14476
2,6,9,1.05E+06,512,14163
2,6,9,1.05E+06,1024,14549
2,6,9,1.05E+06,2048,14215
2,6,9,5.24E+06,512,14230
2,6,9,5.24E+06,1024,14311
2,6,9,5.24E+06,2048,14304
2,6,9,1.05E+07,512,14507
2,6,9,1.05E+07,1024,14392
2,6,9,1.05E+07,2048,14623
2,6,9,1.05E+08,512,14311
2,6,9,1.05E+08,1024,14084
2,6,9,1.05E+08,2048,14121
2,6,12,2.62E+05,512,14910
2,6,12,2.62E+05,1024,15413
2,6,12,2.62E+05,2048,15084
2,6,12,1.05E+06,512,15523
2,6,12,1.05E+06,1024,15471
2,6,12,1.05E+06,2048,15256
2,6,12,5.24E+06,512,15546
2,6,12,5.24E+06,1024,15339
2,6,12,5.24E+06,2048,15095
2,6,12,1.05E+07,512,15587
2,6,12,1.05E+07,1024,15871
2,6,12,1.05E+07,2048,15139
2,6,12,1.05E+08,512,15663
2,6,12,1.05E+08,1024,15247
2,6,12,1.05E+08,2048,15578
3,1,1,2.62E+05,512,7730.2
3,1,1,2.62E+05,1024,7954.8
3,1,1,2.62E+05,2048,7855.3
3,1,1,1.05E+06,512,7896.7
3,1,1,1.05E+06,1024,7845.3
3,1,1,1.05E+06,2048,7768.4
3,1,1,5.24E+06,512,7879.3
3,1,1,5.24E+06,1024,7862.6
3,1,1,5.24E+06,2048,7858.1
3,1,1,1.05E+07,512,7941.4
3,1,1,1.05E+07,1024,7926.8
3,1,1,1.05E+07,2048,7999.9
3,1,1,1.05E+08,512,7939.4
3,1,1,1.05E+08,1024,7860.1
3,1,1,1.05E+08,2048,7752.5
