spout_wait,spliters,counters,latency
3,2,12,290.21
3,2,13,294.95
3,2,14,317.36
3,2,15,300.97
3,2,16,305.8
3,2,17,307.79
3,2,18,301.8
3,3,1,266.53
3,3,2,290.66
3,3,3,285.37
3,3,4,282.96
3,3,5,286.02
3,3,6,287.89
3,3,7,276.13
3,3,8,298.43
3,3,9,285.39
3,3,10,264.56
3,3,11,283.96
3,3,12,260.23
3,3,13,288.43
3,3,14,280.18
3,3,15,263.82
3,3,16,266.97
3,3,17,261.22
3,3,18,269.77
3,4,1,269.51
3,4,2,291.39
3,4,3,289.04
3,4,4,294.54
3,4,5,280.83
3,4,6,283.1
3,4,7,272.32
3,4,8,283.24
3,4,9,288.34
3,4,10,268.85
3,4,11,275.95
3,4,12,270
3,4,13,267.47
3,4,14,264.51
3,4,15,270.43
3,4,16,268.54
3,4,17,269.98
3,4,18,262.58
3,5,1,272.69
3,5,2,260.96
3,5,3,269.54
3,5,4,285.93
3,5,5,276.93
3,5,6,269.4
3,5,7,276.95
3,5,8,275.2
3,5,9,274.95
3,5,10,263.89
3,5,11,273.22
3,5,12,264.86
3,5,13,286.77
3,5,14,275.3
3,5,15,260.28
3,5,16,264.47
3,5,17,258.79
3,5,18,262.33
3,6,1,259.35
3,6,2,258.52
3,6,3,278.48
3,6,4,282.29
3,6,5,282.39
3,6,6,267.04
3,6,7,284.22
3,6,8,265.4
3,6,9,281.35
3,6,10,274.57
3,6,11,274.85
3,6,12,267.55
3,6,13,265.52
3,6,14,283.18
3,6,15,255.39
3,6,16,256.17
3,6,17,258.59
3,6,18,271.08
4,1,1,462.02
4,1,2,388.28
4,1,3,391.5
4,1,4,392.03
4,1,5,377.45
4,1,6,378.7
4,1,7,404.74
4,1,8,369.17
4,1,9,356.86
4,1,10,368.74
4,1,11,378.85
4,1,12,370.96
4,1,13,369.06
4,1,14,356.11
4,1,15,379.58
4,1,16,370.17
4,1,17,333.71
4,1,18,368.99
4,2,1,340.19
4,2,2,315.44
4,2,3,309.95
4,2,4,325.08
4,2,5,302.32
4,2,6,314.2
4,2,7,319.86
4,2,8,316.7
4,2,9,299.28
4,2,10,304.36
4,2,11,293.03
4,2,12,311.32
4,2,13,307.37
4,2,14,320.8
4,2,15,302.46
4,2,16,304.72
4,2,17,295.44
4,2,18,300.71
4,3,1,257.81
4,3,2,290.73
4,3,3,278.21
4,3,4,290.38
4,3,5,277.76
4,3,6,302.15
4,3,7,285.06
4,3,8,264.45
4,3,9,287.6
4,3,10,270.33
4,3,11,270.74
4,3,12,270.4
4,3,13,276.57
4,3,14,264.18
4,3,15,269.23
4,3,16,272.82
4,3,17,268.98
4,3,18,272.99
4,4,1,271.17
4,4,2,286.89
4,4,3,268.72
4,4,4,292.15
4,4,5,285.3
4,4,6,280.73
4,4,7,278.24
4,4,8,278.59
4,4,9,290.97
4,4,10,280.77
4,4,11,269.76
4,4,12,268.97
4,4,13,272.06
4,4,14,271.77
4,4,15,259.3
4,4,16,269.86
4,4,17,269.02
4,4,18,262.54
4,5,1,281.03
4,5,2,287.26
4,5,3,277.64
4,5,4,293.16
4,5,5,268.24
4,5,6,293.76
4,5,7,281.77
4,5,8,261.83
4,5,9,272.18
4,5,10,271.51
4,5,11,276.03
4,5,12,262.32
4,5,13,271.87
4,5,14,272.1
4,5,15,268.85
4,5,16,259.36
4,5,17,275.23
4,5,18,270.99
4,6,1,247.45
4,6,2,266.78
4,6,3,273.34
4,6,4,279.26
4,6,5,274.94
4,6,6,268.18
4,6,7,276.04
4,6,8,276.92
4,6,9,270.86
4,6,10,263.78
4,6,11,276.84
4,6,12,261.07
4,6,13,267.03
4,6,14,264.8
4,6,15,261.87
4,6,16,262.99
4,6,17,249.67
4,6,18,259.32
5,1,1,441.2
5,1,2,381.95
5,1,3,404.3
5,1,4,420.68
5,1,5,379.91
5,1,6,355.8
5,1,7,354.5
5,1,8,365.52
5,1,9,359.68
5,1,10,358.11
5,1,11,379.96
5,1,12,362.41
5,1,13,397.46
5,1,14,402.41
5,1,15,360.94
5,1,16,384.78
5,1,17,370.34
5,1,18,385.79
5,2,1,319.57
5,2,2,309.59
5,2,3,317.21
5,2,4,328.1
5,2,5,328.53
5,2,6,304.56
5,2,7,309.76
5,2,8,301.11
5,2,9,296.93
5,2,10,299.66
5,2,11,313.2
5,2,12,311.36
5,2,13,287.08
5,2,14,305.11
5,2,15,298.46
5,2,16,317.27
5,2,17,285.71
5,2,18,297.17
5,3,1,275.71
5,3,2,274.63
5,3,3,284.11
5,3,4,278.51
5,3,5,286.71
5,3,6,280.4
5,3,7,292.4
5,3,8,281.64
5,3,9,283.37
5,3,10,265.12
5,3,11,274.04
5,3,12,268.8
5,3,13,276.68
5,3,14,275.51
5,3,15,270.7
5,3,16,269.82
5,3,17,271.16
5,3,18,272.6
5,4,1,271.8
5,4,2,255.26
5,4,3,287.72
5,4,4,287.73
5,4,5,281
5,4,6,278.23
5,4,7,275.77
5,4,8,278.58
5,4,9,287
5,4,10,268.47
5,4,11,275.18
5,4,12,265.28
5,4,13,269.51
5,4,14,258.82
5,4,15,261.57
5,4,16,260.63
5,4,17,262.97
5,4,18,264.68
5,5,1,250.78
5,5,2,270.05
5,5,3,289.44
5,5,4,264.45
5,5,5,281.69
5,5,6,269.73
5,5,7,268.57
5,5,8,273.92
5,5,9,275.18
5,5,10,264.16
5,5,11,272.71
5,5,12,254.21
5,5,13,269.75
5,5,14,269.41
5,5,15,272.57
5,5,16,261.41
5,5,17,252.32
5,5,18,262.07
5,6,1,271.47
5,6,2,259.05
5,6,3,277.92
5,6,4,273.91
5,6,5,270.09
5,6,6,278.07
5,6,7,266.29
5,6,8,288.22
5,6,9,274.08
5,6,10,280.48
5,6,11,266.04
5,6,12,270.21
5,6,13,273.84
5,6,14,258.97
5,6,15,265.15
5,6,16,260.3
5,6,17,255.25
5,6,18,279.51
6,1,1,460.76
6,1,2,389.89
6,1,3,359.44
6,1,4,377.32
6,1,5,387.19
6,1,6,372.84
6,1,7,377.65
6,1,8,388.29
6,1,9,367.29
6,1,10,359.01
6,1,11,388.94
6,1,12,361.8
6,1,13,371.37
6,1,14,389.19
6,1,15,369.36
6,1,16,387.85
6,1,17,352.52
6,1,18,381.8
6,2,1,330.98
6,2,2,304.03
6,2,3,312.05
6,2,4,337.47
6,2,5,306.42
6,2,6,320.59
6,2,7,322.17
6,2,8,310.97
6,2,9,304.82
6,2,10,303.08
6,2,11,313.36
6,2,12,299.89
6,2,13,305.47
6,2,14,290.5
6,2,15,294.77
6,2,16,301.93
6,2,17,315.27
6,2,18,295.66
6,3,1,264.8
6,3,2,269.94
6,3,3,288.43
6,3,4,287.42
6,3,5,275.09
6,3,6,274.52
6,3,7,278.01
6,3,8,275.95
6,3,9,280.95
6,3,10,273.26
6,3,11,282.02
6,3,12,266.89
6,3,13,272.13
6,3,14,260.05
6,3,15,261.05
6,3,16,271.32
6,3,17,266.35
6,3,18,258.36
6,4,1,263.03
6,4,2,266.83
6,4,3,279.17
6,4,4,298.01
6,4,5,271.39
6,4,6,272.42
6,4,7,273.41
6,4,8,271.63
6,4,9,284.33
6,4,10,281.26
6,4,11,262.61
6,4,12,252.03
6,4,13,257.2
6,4,14,269.71
6,4,15,255.62
6,4,16,266.67
6,4,17,260.29
6,4,18,283.75
6,5,1,273.75
6,5,2,271.26
6,5,3,274.99
6,5,4,268.48
6,5,5,281.52
6,5,6,281.72
6,5,7,272.39
6,5,8,262.39
6,5,9,272.84
6,5,10,275.11
6,5,11,267.52
6,5,12,277.47
6,5,13,266.21
6,5,14,265.37
6,5,15,254.69
6,5,16,260.32
6,5,17,263.96
6,5,18,259.26
6,6,1,263.88
6,6,2,268.11
6,6,3,281.25
6,6,4,265.62
6,6,5,275.59
6,6,6,274.18
6,6,7,267.57
6,6,8,271.64
6,6,9,272.49
6,6,10,264.19
6,6,11,267.11
6,6,12,264.54
6,6,13,258.31
6,6,14,267.58
6,6,15,263.27
6,6,16,269.44
6,6,17,263.74
6,6,18,260.56
7,1,1,491.1
7,1,2,392.05
7,1,3,370.6
7,1,4,399.57
7,1,5,401.5
7,1,6,355.87
7,1,7,395.43
7,1,8,382.54
7,1,9,391.63
7,1,10,379.95
7,1,11,381.37
7,1,12,379.7
7,1,13,361.48
7,1,14,381.9
7,1,15,404.63
7,1,16,476.81
7,1,17,437.42
7,1,18,457.98
7,2,1,399.89
7,2,2,358.82
7,2,3,387.2
7,2,4,371.5
7,2,5,385.66
7,2,6,380.35
7,2,7,376.61
7,2,8,383.54
7,2,9,354.59
7,2,10,375.98
7,2,11,403.07
7,2,12,369.84
7,2,13,361.65
7,2,14,384.37
7,2,15,346.78
7,2,16,345.89
7,2,17,360.63
7,2,18,371.67
7,3,1,341.39
7,3,2,328.06
7,3,3,355.1
7,3,4,336.91
7,3,5,342.88
7,3,6,336.58
7,3,7,329.8
7,3,8,316.95
7,3,9,325.83
7,3,10,327.22
7,3,11,327.69
7,3,12,329.98
7,3,13,317.33
7,3,14,306.21
7,3,15,327.91
7,3,16,327.48
7,3,17,331.15
7,3,18,307.45
7,4,1,318.18
7,4,2,305.6
7,4,3,346.67
7,4,4,341.81
7,4,5,334.48
7,4,6,331.84
7,4,7,339.26
7,4,8,336.47
7,4,9,335.19
7,4,10,339.83
7,4,11,322.46
7,4,12,310.59
7,4,13,337.84
7,4,14,294.81
7,4,15,326.32
7,4,16,317.87
7,4,17,335.14
7,4,18,325.02
7,5,1,372.18
7,5,2,360.56
7,5,3,419.95
7,5,4,370.5
7,5,5,369.35
7,5,6,382.85
7,5,7,371.9
7,5,8,401.13
7,5,9,416.07
7,5,10,399.98
7,5,11,375.23
7,5,12,410.13
7,5,13,368.45
7,5,14,369.69
7,5,15,410.51
7,5,16,380.6
7,5,17,360.89
7,5,18,404.48
7,6,1,399.98
7,6,2,355.87
7,6,3,377.44
7,6,4,400.62
7,6,5,404.31
7,6,6,373.89
7,6,7,372.65
7,6,8,374.47
7,6,9,374.65
7,6,10,370.1
7,6,11,363.71
7,6,12,385.29
7,6,13,382.68
7,6,14,374.54
7,6,15,359.26
7,6,16,363.6
7,6,17,353.32
7,6,18,374.69
8,1,1,740.36
8,1,2,554.09
8,1,3,568.33
8,1,4,608.24
8,1,5,540.91
8,1,6,543.01
8,1,7,535.6
8,1,8,573.08
8,1,9,526.39
8,1,10,556.34
8,1,11,529.58
8,1,12,525.78
8,1,13,544.42
8,1,14,589.89
8,1,15,534.23
8,1,16,539.64
8,1,17,484.75
8,1,18,528.02
8,2,1,477.91
8,2,2,417.29
8,2,3,426.86
8,2,4,454.06
8,2,5,450.49
8,2,6,417.35
8,2,7,445.12
8,2,8,420.59
8,2,9,430.83
8,2,10,422.44
8,2,11,439.61
8,2,12,462.44
8,2,13,398.52
8,2,14,443.31
8,2,15,426.95
8,2,16,416.42
8,2,17,413.09
8,2,18,442.44
8,3,1,362.41
8,3,2,364.9
8,3,3,391.67
8,3,4,375.94
8,3,5,410.05
8,3,6,403.35
8,3,7,388.83
8,3,8,390.34
8,3,9,407.85
8,3,10,365.17
8,3,11,384.06
8,3,12,392.83
8,3,13,400.13
8,3,14,368.14
8,3,15,382.54
8,3,16,355.22
8,3,17,386.8
8,3,18,356.16
8,4,1,362.46
8,4,2,357.75
8,4,3,371.52
8,4,4,382.23
8,4,5,378.73
8,4,6,395.36
8,4,7,378.13
8,4,8,403.1
8,4,9,392.38
8,4,10,355.99
8,4,11,360.69
8,4,12,381.96
8,4,13,378.77
8,4,14,366.85
8,4,15,378.03
8,4,16,364.01
8,4,17,373.47
8,4,18,382.98
8,5,1,357.96
8,5,2,397.46
8,5,3,388.87
8,5,4,376.7
8,5,5,394.88
8,5,6,372.92
8,5,7,404.84
8,5,8,365.33
8,5,9,366.69
8,5,10,388.55
8,5,11,365.83
8,5,12,382.37
8,5,13,368.78
8,5,14,376.65
8,5,15,388.28
8,5,16,382.14
8,5,17,350.82
8,5,18,372.21
8,6,1,366.1
8,6,2,386.96
8,6,3,375.6
8,6,4,366.91
8,6,5,389.1
8,6,6,392.25
8,6,7,369.64
8,6,8,359.28
8,6,9,407.4
8,6,10,392.88
8,6,11,372.32
8,6,12,384.27
8,6,13,413.68
8,6,14,361.53
8,6,15,394.87
8,6,16,365.47
8,6,17,364.64
8,6,18,471.78
9,1,1,637.95
9,1,2,562.96
9,1,3,538.95
9,1,4,548.2
9,1,5,589.18
9,1,6,537.63
9,1,7,513.28
9,1,8,508.07
9,1,9,538.09
9,1,10,549.03
9,1,11,571.32
9,1,12,525.88
9,1,13,573.46
9,1,14,556.11
9,1,15,544.7
9,1,16,529.94
9,1,17,538.3
9,1,18,530.6
9,2,1,457.16
9,2,2,407.95
9,2,3,417.25
9,2,4,454.63
9,2,5,438.17
9,2,6,421.18
9,2,7,410.15
9,2,8,403.37
9,2,9,452.85
9,2,10,451.39
9,2,11,415.09
9,2,12,387.82
9,2,13,390.28
9,2,14,416.57
9,2,15,417.83
9,2,16,417.48
9,2,17,404.93
9,2,18,445.1
9,3,1,367.32
9,3,2,395.01
9,3,3,391.52
9,3,4,385.35
9,3,5,390.48
9,3,6,432.48
9,3,7,382.33
9,3,8,397.56
9,3,9,396.82
9,3,10,390.79
9,3,11,360.24
9,3,12,388.34
9,3,13,413.89
9,3,14,371.29
9,3,15,395.16
9,3,16,385.45
9,3,17,383.5
9,3,18,367.56
9,4,1,337.94
9,4,2,346.67
9,4,3,381.54
9,4,4,389.26
9,4,5,395.26
9,4,6,383.26
9,4,7,381.68
9,4,8,368.5
9,4,9,368.16
9,4,10,375.42
9,4,11,362.23
9,4,12,377.95
9,4,13,379.63
9,4,14,355.27
9,4,15,358.85
9,4,16,356.45
9,4,17,387.93
9,4,18,371.81
9,5,1,391.93
9,5,2,375.17
9,5,3,362.17
9,5,4,381.7
9,5,5,358.84
9,5,6,389.9
9,5,7,356.3
9,5,8,376.87
9,5,9,382.96
9,5,10,354.08
9,5,11,369.76
9,5,12,359.75
9,5,13,378.22
9,5,14,367.8
9,5,15,378.53
9,5,16,367.32
9,5,17,375.95
9,5,18,355.01
9,6,1,346.68
9,6,2,361.39
9,6,3,400.69
9,6,4,366.67
9,6,5,377.06
9,6,6,405.34
9,6,7,369.73
9,6,8,357.59
9,6,9,384.38
9,6,10,374.56
9,6,11,365.48
9,6,12,359.28
9,6,13,387.58
9,6,14,374.6
9,6,15,391.86
9,6,16,361.55
9,6,17,357.19
9,6,18,385.7
10,1,1,585.12
10,1,2,546.22
10,1,3,519.78
10,1,4,518.43
10,1,5,540.02
10,1,6,522.96
10,1,7,534.47
10,1,8,501.27
10,1,9,511.29
10,1,10,547.24
10,1,11,550.86
10,1,12,524.8
10,1,13,560.1
10,1,14,557.79
10,1,15,550.29
10,1,16,519.18
10,1,17,495.55
10,1,18,582.79
10,2,1,456.87
10,2,2,439.43
10,2,3,466.67
10,2,4,438.82
10,2,5,426.45
10,2,6,446.61
10,2,7,404.14
10,2,8,414.13
10,2,9,395.56
10,2,10,425.57
10,2,11,401.23
10,2,12,415
10,2,13,410.95
10,2,14,427.18
10,2,15,405.71
10,2,16,435.93
10,2,17,410.92
10,2,18,448.59
10,3,1,359.99
10,3,2,361.41
10,3,3,376.83
10,3,4,386.58
10,3,5,391.28
10,3,6,380.23
10,3,7,374.79
10,3,8,375.03
10,3,9,424.21
10,3,10,359.27
10,3,11,350.4
10,3,12,370.35
10,3,13,357.52
10,3,14,369.39
10,3,15,364.48
10,3,16,360.08
10,3,17,374.46
10,3,18,369.69
10,4,1,360.21
10,4,2,353.3
10,4,3,375.43
10,4,4,412.73
10,4,5,413.38
10,4,6,375.2
10,4,7,370.41
10,4,8,376.82
10,4,9,361.33
10,4,10,376.25
10,4,11,364.49
10,4,12,355.59
10,4,13,368.39
10,4,14,372.25
10,4,15,375.34
10,4,16,402.22
10,4,17,353.39
10,4,18,368.3
10,5,1,359.96
10,5,2,372.5
10,5,3,409.28
10,5,4,385.51
10,5,5,390.77
10,5,6,376.75
10,5,7,393.83
10,5,8,365.3
10,5,9,385.89
10,5,10,380.02
10,5,11,350.41
10,5,12,387.88
10,5,13,369.21
10,5,14,373.32
10,5,15,374.31
10,5,16,371.55
10,5,17,353.13
10,5,18,367.3
10,6,1,366
10,6,2,348.41
10,6,3,381.73
10,6,4,382
10,6,5,394.8
10,6,6,375.38
10,6,7,371.48
10,6,8,360.4
10,6,9,346.65
10,6,10,382.87
10,6,11,365.4
10,6,12,391.92
10,6,13,351.3
10,6,14,375.86
10,6,15,358.58
10,6,16,382.6
10,6,17,345.81
10,6,18,384.63
100,1,1,639.61
100,1,2,596.62
100,1,3,550.13
100,1,4,549.48
100,1,5,568.95
100,1,6,522.14
100,1,7,520.9
100,1,8,568.92
100,1,9,511.14
100,1,10,528.6
100,1,11,577.44
100,1,12,583.87
100,1,13,537.51
100,1,14,550.94
100,1,15,551.87
100,1,16,547.44
100,1,17,540.26
100,1,18,522.02
100,2,1,460.2
100,2,2,425.4
100,2,3,444.72
100,2,4,442.61
100,2,5,444.72
100,2,6,434.14
100,2,7,457.43
100,2,8,421.88
100,2,9,441.36
100,2,10,453.08
100,2,11,446.44
100,2,12,414.47
100,2,13,429.22
100,2,14,445.24
100,2,15,439.59
100,2,16,420.13
100,2,17,439.2
100,2,18,440.93
100,3,1,375.9
100,3,2,414.18
100,3,3,391.63
100,3,4,372.5
100,3,5,397.11
100,3,6,389.28
100,3,7,388.21
100,3,8,384.43
100,3,9,406.98
100,3,10,386.09
100,3,11,387.18
100,3,12,390.13
100,3,13,381.3
100,3,14,379.48
100,3,15,379.65
100,3,16,383.55
100,3,17,367.3
100,3,18,376.79
100,4,1,366.3
100,4,2,347.13
100,4,3,388.86
100,4,4,388.17
100,4,5,380.37
100,4,6,450.14
100,4,7,380.66
100,4,8,375.24
100,4,9,417.35
100,4,10,393.01
100,4,11,378.28
100,4,12,377.41
100,4,13,370.65
100,4,14,383.52
100,4,15,390.56
100,4,16,377.11
100,4,17,367.86
100,4,18,367.68
100,5,1,362.79
100,5,2,355.37
100,5,3,377.09
100,5,4,393.47
100,5,5,406.98
100,5,6,376.8
100,5,7,370.68
100,5,8,382.57
100,5,9,397.66
100,5,10,374.49
100,5,11,387.21
100,5,12,389.86
100,5,13,366.68
100,5,14,358.72
100,5,15,362.12
100,5,16,368.36
100,5,17,372.95
100,5,18,371.02
100,6,1,374.97
100,6,2,380.58
100,6,3,389.48
100,6,4,377.57
100,6,5,381.31
100,6,6,412.97
100,6,7,370.97
100,6,8,373.41
100,6,9,385.3
100,6,10,381.79
100,6,11,378.19
100,6,12,365.3
100,6,13,377.58
100,6,14,383.29
100,6,15,368.88
100,6,16,372.15
100,6,17,358.61
100,6,18,393.93
1000,1,1,1114.4
1000,1,2,1076.2
1000,1,3,1057.3
1000,1,4,1076.5
1000,1,5,1077.8
1000,1,6,1126.5
1000,1,7,1055.2
1000,1,8,1051.3
1000,1,9,1089.3
1000,1,10,1036.6
1000,1,11,1110
1000,1,12,1096.9
1000,1,13,1043.1
1000,1,14,1013.5
1000,1,15,1024.5
1000,1,16,1079.6
1000,1,17,1030.1
1000,1,18,1010.6
1000,2,1,989.7
1000,2,2,1010
1000,2,3,1055.2
1000,2,4,1051.5
1000,2,5,1023.9
1000,2,6,1013.3
1000,2,7,1001.1
1000,2,8,958.33
1000,2,9,1000.9
1000,2,10,1050.5
1000,2,11,989.08
1000,2,12,1031.9
1000,2,13,984.7
1000,2,14,975.72
1000,2,15,981.25
1000,2,16,1004.8
1000,2,17,978.96
1000,2,18,1076.1
1000,3,1,954.29
1000,3,2,940.2
1000,3,3,1156.3
1000,3,4,982.38
1000,3,5,988.62
1000,3,6,1015.6
1000,3,7,949.04
1000,3,8,969.69
1000,3,9,1017.1
1000,3,10,956.06
1000,3,11,934.03
1000,3,12,1001.5
1000,3,13,954.4
1000,3,14,962.26
1000,3,15,976.45
1000,3,16,933.95
1000,3,17,982.15
1000,3,18,953.74
1000,4,1,928.29
1000,4,2,1005.3
1000,4,3,973.04
1000,4,4,977.67
1000,4,5,974.52
1000,4,6,962.56
1000,4,7,938.07
1000,4,8,955.41
1000,4,9,967.06
1000,4,10,965.63
1000,4,11,979.43
1000,4,12,957.35
1000,4,13,966.15
1000,4,14,940.57
1000,4,15,957.99
1000,4,16,929.35
1000,4,17,946
1000,4,18,925.8
1000,5,1,949.02
1000,5,2,943.22
1000,5,3,1002.6
1000,5,4,957.64
1000,5,5,1013.9
1000,5,6,967.65
1000,5,7,982.62
1000,5,8,951.19
1000,5,9,928.52
1000,5,10,946.04
1000,5,11,950.65
1000,5,12,962.53
1000,5,13,965.29
1000,5,14,923.75
1000,5,15,982.59
1000,5,16,929.39
1000,5,17,921.41
1000,5,18,910.83
1000,6,1,965.56
1000,6,2,958.99
1000,6,3,989.22
1000,6,4,955.26
1000,6,5,959.88
1000,6,6,934.73
1000,6,7,965.28
1000,6,8,923.89
1000,6,9,949.53
1000,6,10,942.83
1000,6,11,901.78
1000,6,12,920.78
1000,6,13,928.59
1000,6,14,886.55
1000,6,15,893.7
1000,6,16,923.69
1000,6,17,913.31
1000,6,18,924.52
10000,1,1,8695.8
10000,1,2,8497.9
10000,1,3,8763.2
10000,1,4,8773
10000,1,5,8215
10000,1,6,8206.2
10000,1,7,8830.7
10000,1,8,8886
10000,1,9,8840.1
10000,1,10,8566.6
10000,1,11,8888.5
10000,1,12,8560.5
10000,1,13,8308.3
10000,1,14,8445
10000,1,15,8943
10000,1,16,8788.1
10000,1,17,8375.2
10000,1,18,9021.6
10000,2,1,7924.3
10000,2,2,8393.9
10000,2,3,8335
10000,2,4,8668.8
10000,2,5,8424.2
10000,2,6,8415.5
10000,2,7,8459.8
10000,2,8,8486.3
10000,2,9,8751.2
10000,2,10,8287.5
10000,2,11,8391.3
10000,2,12,8057.2
10000,2,13,8480.3
10000,2,14,8581.8
10000,2,15,8631.6
10000,2,16,8777
10000,2,17,8348.5
10000,2,18,7856.5
10000,3,1,8171.3
10000,3,2,8509
10000,3,3,8731.1
10000,3,4,8333.8
10000,3,5,8605.2
10000,3,6,8632.1
10000,3,7,7776.9
10000,3,8,7750.3
10000,3,9,8574.1
10000,3,10,8210.8
10000,3,11,8321.1
10000,3,12,8108.6
10000,3,13,8416.9
10000,3,14,8304.2
10000,3,15,8505.1
10000,3,16,8400.7
10000,3,17,8268.7
10000,3,18,8345.6
10000,4,1,7569.5
10000,4,2,8080.6
10000,4,3,7842.4
10000,4,4,7653.3
10000,4,5,8663.1
10000,4,6,8561
10000,4,7,7983.5
10000,4,8,7751.6
10000,4,9,8482.6
10000,4,10,8133.3
10000,4,11,8190.5
10000,4,12,7449.5
10000,4,13,8303.2
10000,4,14,7699.9
10000,4,15,7556.4
10000,4,16,7605.7
10000,4,17,7527.8
10000,4,18,8182.4
10000,5,1,7465.9
10000,5,2,7684.7
10000,5,3,7864.5
10000,5,4,7478.9
