spout,split,count,buffer-size,heap,latency
1,3,9,1.05E+08,1024,80.847
1,3,9,1.05E+08,2048,71.174
1,3,12,2.62E+05,512,69.522
1,3,12,2.62E+05,1024,77.264
1,3,12,2.62E+05,2048,74.205
1,3,12,1.05E+06,512,73.478
1,3,12,1.05E+06,1024,72.016
1,3,12,1.05E+06,2048,72.043
1,3,12,5.24E+06,512,74.759
1,3,12,5.24E+06,1024,71.588
1,3,12,5.24E+06,2048,74.428
1,3,12,1.05E+07,512,68.503
1,3,12,1.05E+07,1024,72.683
1,3,12,1.05E+07,2048,77.372
1,3,12,1.05E+08,512,72.286
1,3,12,1.05E+08,1024,72.6
1,3,12,1.05E+08,2048,71.152
1,6,1,2.62E+05,512,111.07
1,6,1,2.62E+05,1024,113.18
1,6,1,2.62E+05,2048,106.99
1,6,1,1.05E+06,512,113.32
1,6,1,1.05E+06,1024,114.01
1,6,1,1.05E+06,2048,112.2
1,6,1,5.24E+06,512,112.01
1,6,1,5.24E+06,1024,111.72
1,6,1,5.24E+06,2048,109.39
1,6,1,1.05E+07,512,109.33
1,6,1,1.05E+07,1024,113.06
1,6,1,1.05E+07,2048,110.88
1,6,1,1.05E+08,512,108.42
1,6,1,1.05E+08,1024,109.87
1,6,1,1.05E+08,2048,110.3
1,6,2,2.62E+05,512,79.968
1,6,2,2.62E+05,1024,81.686
1,6,2,2.62E+05,2048,82.245
1,6,2,1.05E+06,512,79.661
1,6,2,1.05E+06,1024,80.944
1,6,2,1.05E+06,2048,83.558
1,6,2,5.24E+06,512,79.851
1,6,2,5.24E+06,1024,78.883
1,6,2,5.24E+06,2048,81.386
1,6,2,1.05E+07,512,81.21
1,6,2,1.05E+07,1024,82.823
1,6,2,1.05E+07,2048,82.42
1,6,2,1.05E+08,512,82.671
1,6,2,1.05E+08,1024,80.739
1,6,2,1.05E+08,2048,81.601
1,6,3,2.62E+05,512,80.408
1,6,3,2.62E+05,1024,78.982
1,6,3,2.62E+05,2048,77.938
1,6,3,1.05E+06,512,79.831
1,6,3,1.05E+06,1024,79.414
1,6,3,1.05E+06,2048,79.89
1,6,3,5.24E+06,512,77.633
1,6,3,5.24E+06,1024,76.43
1,6,3,5.24E+06,2048,79.76
1,6,3,1.05E+07,512,76.828
1,6,3,1.05E+07,1024,78.571
1,6,3,1.05E+07,2048,76.464
1,6,3,1.05E+08,512,80.216
1,6,3,1.05E+08,1024,76.717
1,6,3,1.05E+08,2048,76.921
1,6,6,2.62E+05,512,73.086
1,6,6,2.62E+05,1024,73.832
1,6,6,2.62E+05,2048,68.589
1,6,6,1.05E+06,512,73.452
1,6,6,1.05E+06,1024,68.725
1,6,6,1.05E+06,2048,73.119
1,6,6,5.24E+06,512,73.099
1,6,6,5.24E+06,1024,75.418
1,6,6,5.24E+06,2048,72.833
1,6,6,1.05E+07,512,71.984
1,6,6,1.05E+07,1024,74.836
1,6,6,1.05E+07,2048,74.464
1,6,6,1.05E+08,512,73.065
1,6,6,1.05E+08,1024,77.633
1,6,6,1.05E+08,2048,73.818
1,6,9,2.62E+05,512,70.633
1,6,9,2.62E+05,1024,75.382
1,6,9,2.62E+05,2048,69.907
1,6,9,1.05E+06,512,71.339
1,6,9,1.05E+06,1024,70.547
1,6,9,1.05E+06,2048,70.055
1,6,9,5.24E+06,512,72.962
1,6,9,5.24E+06,1024,71.228
1,6,9,5.24E+06,2048,67.546
1,6,9,1.05E+07,512,72.943
1,6,9,1.05E+07,1024,70.041
1,6,9,1.05E+07,2048,69.196
1,6,9,1.05E+08,512,70.733
1,6,9,1.05E+08,1024,71.964
1,6,9,1.05E+08,2048,67.548
1,6,12,2.62E+05,512,72.155
1,6,12,2.62E+05,1024,68.597
1,6,12,2.62E+05,2048,69.739
1,6,12,1.05E+06,512,68.083
1,6,12,1.05E+06,1024,67.695
1,6,12,1.05E+06,2048,66.109
1,6,12,5.24E+06,512,68.332
1,6,12,5.24E+06,1024,70.048
1,6,12,5.24E+06,2048,68.601
1,6,12,1.05E+07,512,70.402
1,6,12,1.05E+07,1024,65.751
1,6,12,1.05E+07,2048,65.505
1,6,12,1.05E+08,512,68.497
1,6,12,1.05E+08,1024,67.485
1,6,12,1.05E+08,2048,66.105
2,1,1,2.62E+05,512,255.27
2,1,1,2.62E+05,1024,253.1
2,1,1,2.62E+05,2048,257.3
2,1,1,1.05E+06,512,259.56
2,1,1,1.05E+06,1024,246.38
2,1,1,1.05E+06,2048,262.75
2,1,1,5.24E+06,512,251.14
2,1,1,5.24E+06,1024,247.37
2,1,1,5.24E+06,2048,241.58
2,1,1,1.05E+07,512,250.3
2,1,1,1.05E+07,1024,254.98
2,1,1,1.05E+07,2048,247.42
2,1,1,1.05E+08,512,251.79
2,1,1,1.05E+08,1024,248.27
2,1,1,1.05E+08,2048,249.53
2,1,2,2.62E+05,512,174.2
2,1,2,2.62E+05,1024,186.79
2,1,2,2.62E+05,2048,179.17
2,1,2,1.05E+06,512,185.16
2,1,2,1.05E+06,1024,175.1
2,1,2,1.05E+06,2048,172.87
2,1,2,5.24E+06,512,179.53
2,1,2,5.24E+06,1024,180.51
2,1,2,5.24E+06,2048,174.97
2,1,2,1.05E+07,512,172.79
2,1,2,1.05E+07,1024,173.7
2,1,2,1.05E+07,2048,170.79
2,1,2,1.05E+08,512,177.47
2,1,2,1.05E+08,1024,179.02
2,1,2,1.05E+08,2048,172.71
2,1,3,2.62E+05,512,162.45
2,1,3,2.62E+05,1024,165.61
2,1,3,2.62E+05,2048,156
2,1,3,1.05E+06,512,164.9
2,1,3,1.05E+06,1024,154.68
2,1,3,1.05E+06,2048,157.74
2,1,3,5.24E+06,512,154
2,1,3,5.24E+06,1024,175.49
2,1,3,5.24E+06,2048,161.1
2,1,3,1.05E+07,512,166.29
2,1,3,1.05E+07,1024,159.83
2,1,3,1.05E+07,2048,158.23
2,1,3,1.05E+08,512,159.21
2,1,3,1.05E+08,1024,154.49
2,1,3,1.05E+08,2048,157.12
2,1,6,2.62E+05,512,146.25
2,1,6,2.62E+05,1024,160.87
2,1,6,2.62E+05,2048,153.25
2,1,6,1.05E+06,512,159.03
2,1,6,1.05E+06,1024,147.79
2,1,6,1.05E+06,2048,152.6
2,1,6,5.24E+06,512,153.92
2,1,6,5.24E+06,1024,150.2
2,1,6,5.24E+06,2048,151.61
2,1,6,1.05E+07,512,156.51
2,1,6,1.05E+07,1024,150.61
2,1,6,1.05E+07,2048,156.49
2,1,6,1.05E+08,512,153.27
2,1,6,1.05E+08,1024,160.22
2,1,6,1.05E+08,2048,155.2
2,1,9,2.62E+05,512,150.8
2,1,9,2.62E+05,1024,137.56
2,1,9,2.62E+05,2048,138.47
2,1,9,1.05E+06,512,143.77
2,1,9,1.05E+06,1024,141.57
2,1,9,1.05E+06,2048,147.66
2,1,9,5.24E+06,512,144.94
2,1,9,5.24E+06,1024,148.99
2,1,9,5.24E+06,2048,143.56
2,1,9,1.05E+07,512,142.71
2,1,9,1.05E+07,1024,143.54
2,1,9,1.05E+07,2048,147.37
2,1,9,1.05E+08,512,147.23
2,1,9,1.05E+08,1024,139.24
2,1,9,1.05E+08,2048,144.9
2,1,12,2.62E+05,512,137.2
2,1,12,2.62E+05,1024,146.97
2,1,12,2.62E+05,2048,145.04
2,1,12,1.05E+06,512,145.65
2,1,12,1.05E+06,1024,135.92
2,1,12,1.05E+06,2048,147.81
2,1,12,5.24E+06,512,142.06
2,1,12,5.24E+06,1024,136.24
2,1,12,5.24E+06,2048,134.94
2,1,12,1.05E+07,512,144.86
2,1,12,1.05E+07,1024,141.65
2,1,12,1.05E+07,2048,135.19
2,1,12,1.05E+08,512,152.14
2,1,12,1.05E+08,1024,143.02
2,1,12,1.05E+08,2048,135.8
2,2,1,2.62E+05,512,249.49
2,2,1,2.62E+05,1024,246.56
2,2,1,2.62E+05,2048,250.08
2,2,1,1.05E+06,512,245.08
2,2,1,1.05E+06,1024,239.71
2,2,1,1.05E+06,2048,242.81
2,2,1,5.24E+06,512,245.2
2,2,1,5.24E+06,1024,255.33
2,2,1,5.24E+06,2048,238.33
2,2,1,1.05E+07,512,236.68
2,2,1,1.05E+07,1024,243.35
2,2,1,1.05E+07,2048,231.9
2,2,1,1.05E+08,512,239.7
2,2,1,1.05E+08,1024,242.01
2,2,1,1.05E+08,2048,247.52
2,2,2,2.62E+05,512,166.92
2,2,2,2.62E+05,1024,159.84
2,2,2,2.62E+05,2048,162.83
2,2,2,1.05E+06,512,163.52
2,2,2,1.05E+06,1024,165.01
2,2,2,1.05E+06,2048,157.2
2,2,2,5.24E+06,512,163.99
2,2,2,5.24E+06,1024,159.7
2,2,2,5.24E+06,2048,163.21
2,2,2,1.05E+07,512,161.59
2,2,2,1.05E+07,1024,158.94
2,2,2,1.05E+07,2048,165.31
2,2,2,1.05E+08,512,158.91
2,2,2,1.05E+08,1024,160.17
2,2,2,1.05E+08,2048,158.01
2,2,3,2.62E+05,512,166.15
2,2,3,2.62E+05,1024,163.03
2,2,3,2.62E+05,2048,162.46
2,2,3,1.05E+06,512,162.72
2,2,3,1.05E+06,1024,167.02
2,2,3,1.05E+06,2048,162.39
2,2,3,5.24E+06,512,161.35
2,2,3,5.24E+06,1024,165.57
2,2,3,5.24E+06,2048,163.93
2,2,3,1.05E+07,512,163.58
2,2,3,1.05E+07,1024,165.58
2,2,3,1.05E+07,2048,157.84
2,2,3,1.05E+08,512,167.05
2,2,3,1.05E+08,1024,161.8
2,2,3,1.05E+08,2048,160.41
2,2,6,2.62E+05,512,153.82
2,2,6,2.62E+05,1024,151.92
2,2,6,2.62E+05,2048,150.91
2,2,6,1.05E+06,512,152.29
2,2,6,1.05E+06,1024,154.87
2,2,6,1.05E+06,2048,153.15
2,2,6,5.24E+06,512,148.98
2,2,6,5.24E+06,1024,151.03
2,2,6,5.24E+06,2048,146.26
2,2,6,1.05E+07,512,154.32
2,2,6,1.05E+07,1024,150.98
2,2,6,1.05E+07,2048,153.88
2,2,6,1.05E+08,512,153.19
2,2,6,1.05E+08,1024,159.36
2,2,6,1.05E+08,2048,150.31
2,2,9,2.62E+05,512,144.14
2,2,9,2.62E+05,1024,143.3
2,2,9,2.62E+05,2048,149.72
2,2,9,1.05E+06,512,141.85
2,2,9,1.05E+06,1024,147.74
2,2,9,1.05E+06,2048,142.83
2,2,9,5.24E+06,512,143.69
2,2,9,5.24E+06,1024,145.34
2,2,9,5.24E+06,2048,143.35
2,2,9,1.05E+07,512,144.26
2,2,9,1.05E+07,1024,147.11
2,2,9,1.05E+07,2048,141.27
2,2,9,1.05E+08,512,147.79
2,2,9,1.05E+08,1024,141.07
2,2,9,1.05E+08,2048,145.76
2,2,12,2.62E+05,512,145.26
2,2,12,2.62E+05,1024,144.72
2,2,12,2.62E+05,2048,137.82
2,2,12,1.05E+06,512,143.06
2,2,12,1.05E+06,1024,147.69
2,2,12,1.05E+06,2048,135.47
2,2,12,5.24E+06,512,140.68
2,2,12,5.24E+06,1024,138.28
2,2,12,5.24E+06,2048,137.27
2,2,12,1.05E+07,512,137.4
2,2,12,1.05E+07,1024,138.01
2,2,12,1.05E+07,2048,142.43
2,2,12,1.05E+08,512,135.21
2,2,12,1.05E+08,1024,139.85
2,2,12,1.05E+08,2048,143.74
2,3,1,2.62E+05,512,204.75
2,3,1,2.62E+05,1024,203.4
2,3,1,2.62E+05,2048,208.18
2,3,1,1.05E+06,512,202.41
2,3,1,1.05E+06,1024,201.81
2,3,1,1.05E+06,2048,200.58
2,3,1,5.24E+06,512,204.73
2,3,1,5.24E+06,1024,202.45
2,3,1,5.24E+06,2048,199.41
2,3,1,1.05E+07,512,211.82
2,3,1,1.05E+07,1024,202.82
2,3,1,1.05E+07,2048,201.76
2,3,1,1.05E+08,512,203.99
2,3,1,1.05E+08,1024,206.54
2,3,1,1.05E+08,2048,203.82
2,3,2,2.62E+05,512,173.82
2,3,2,2.62E+05,1024,174.37
2,3,2,2.62E+05,2048,172.61
2,3,2,1.05E+06,512,172.47
2,3,2,1.05E+06,1024,176.46
2,3,2,1.05E+06,2048,181.91
2,3,2,5.24E+06,512,172.81
2,3,2,5.24E+06,1024,172.21
2,3,2,5.24E+06,2048,168.68
2,3,2,1.05E+07,512,171.29
2,3,2,1.05E+07,1024,169.11
2,3,2,1.05E+07,2048,173.52
2,3,2,1.05E+08,512,180.03
2,3,2,1.05E+08,1024,170.98
2,3,2,1.05E+08,2048,177.38
2,3,3,2.62E+05,512,172.21
2,3,3,2.62E+05,1024,166.8
2,3,3,2.62E+05,2048,167.73
2,3,3,1.05E+06,512,166.26
2,3,3,1.05E+06,1024,169.37
2,3,3,1.05E+06,2048,165.08
2,3,3,5.24E+06,512,167.86
2,3,3,5.24E+06,1024,171.71
2,3,3,5.24E+06,2048,173.04
2,3,3,1.05E+07,512,167.26
2,3,3,1.05E+07,1024,171.66
2,3,3,1.05E+07,2048,178.65
2,3,3,1.05E+08,512,170.12
2,3,3,1.05E+08,1024,171.71
2,3,3,1.05E+08,2048,165.54
2,3,6,2.62E+05,512,150.37
2,3,6,2.62E+05,1024,158.11
2,3,6,2.62E+05,2048,152.37
2,3,6,1.05E+06,512,154.39
2,3,6,1.05E+06,1024,153.92
2,3,6,1.05E+06,2048,154.39
2,3,6,5.24E+06,512,151.39
2,3,6,5.24E+06,1024,149.17
2,3,6,5.24E+06,2048,153.55
2,3,6,1.05E+07,512,153.7
2,3,6,1.05E+07,1024,152.93
2,3,6,1.05E+07,2048,156.1
2,3,6,1.05E+08,512,156.58
2,3,6,1.05E+08,1024,149.21
2,3,6,1.05E+08,2048,154.19
2,3,9,2.62E+05,512,143.79
2,3,9,2.62E+05,1024,139.91
2,3,9,2.62E+05,2048,141.78
2,3,9,1.05E+06,512,139.24
2,3,9,1.05E+06,1024,135.85
2,3,9,1.05E+06,2048,144.12
2,3,9,5.24E+06,512,138.31
2,3,9,5.24E+06,1024,141.63
2,3,9,5.24E+06,2048,142.73
2,3,9,1.05E+07,512,144.91
2,3,9,1.05E+07,1024,141.77
2,3,9,1.05E+07,2048,147.56
2,3,9,1.05E+08,512,147.99
2,3,9,1.05E+08,1024,140.87
2,3,9,1.05E+08,2048,141.27
2,3,12,2.62E+05,512,139
2,3,12,2.62E+05,1024,134.29
2,3,12,2.62E+05,2048,137.43
2,3,12,1.05E+06,512,135.04
2,3,12,1.05E+06,1024,132.72
2,3,12,1.05E+06,2048,144.77
2,3,12,5.24E+06,512,137.62
2,3,12,5.24E+06,1024,132.91
2,3,12,5.24E+06,2048,133.22
2,3,12,1.05E+07,512,136.56
2,3,12,1.05E+07,1024,133.89
2,3,12,1.05E+07,2048,127.25
2,3,12,1.05E+08,512,137.28
2,3,12,1.05E+08,1024,132.54
2,3,12,1.05E+08,2048,142.82
2,6,1,2.62E+05,512,196
2,6,1,2.62E+05,1024,201.07
2,6,1,2.62E+05,2048,200.6
2,6,1,1.05E+06,512,195.05
2,6,1,1.05E+06,1024,198.07
2,6,1,1.05E+06,2048,197.83
2,6,1,5.24E+06,512,199.44
2,6,1,5.24E+06,1024,198.34
2,6,1,5.24E+06,2048,196.87
2,6,1,1.05E+07,512,197.19
2,6,1,1.05E+07,1024,197.63
2,6,1,1.05E+07,2048,197.94
2,6,1,1.05E+08,512,193.31
2,6,1,1.05E+08,1024,201.18
2,6,1,1.05E+08,2048,196.16
2,6,2,2.62E+05,512,166.74
2,6,2,2.62E+05,1024,170.53
2,6,2,2.62E+05,2048,169.03
2,6,2,1.05E+06,512,168.51
2,6,2,1.05E+06,1024,177.01
2,6,2,1.05E+06,2048,166.68
2,6,2,5.24E+06,512,176.28
2,6,2,5.24E+06,1024,169.76
2,6,2,5.24E+06,2048,175.23
2,6,2,1.05E+07,512,172.9
2,6,2,1.05E+07,1024,176.59
2,6,2,1.05E+07,2048,172.51
2,6,2,1.05E+08,512,169.22
2,6,2,1.05E+08,1024,172.76
2,6,2,1.05E+08,2048,172.53
2,6,3,2.62E+05,512,167.27
2,6,3,2.62E+05,1024,167.23
2,6,3,2.62E+05,2048,161.23
2,6,3,1.05E+06,512,163.4
2,6,3,1.05E+06,1024,168.07
2,6,3,1.05E+06,2048,164.9
2,6,3,5.24E+06,512,163.55
2,6,3,5.24E+06,1024,163.91
2,6,3,5.24E+06,2048,163.56
2,6,3,1.05E+07,512,167.22
2,6,3,1.05E+07,1024,165.34
2,6,3,1.05E+07,2048,167.52
2,6,3,1.05E+08,512,165.69
2,6,3,1.05E+08,1024,165
2,6,3,1.05E+08,2048,164.83
2,6,6,2.62E+05,512,147.42
2,6,6,2.62E+05,1024,149.1
2,6,6,2.62E+05,2048,151.65
2,6,6,1.05E+06,512,151.11
2,6,6,1.05E+06,1024,153.89
2,6,6,1.05E+06,2048,147.88
2,6,6,5.24E+06,512,156.57
2,6,6,5.24E+06,1024,147.47
2,6,6,5.24E+06,2048,145.23
2,6,6,1.05E+07,512,155.41
2,6,6,1.05E+07,1024,141.22
2,6,6,1.05E+07,2048,149.38
2,6,6,1.05E+08,512,153.21
2,6,6,1.05E+08,1024,144.8
2,6,6,1.05E+08,2048,145.75
2,6,9,2.62E+05,512,138.64
2,6,9,2.62E+05,1024,135.24
2,6,9,2.62E+05,2048,136.85
2,6,9,1.05E+06,512,146.22
2,6,9,1.05E+06,1024,139.9
2,6,9,1.05E+06,2048,138.06
2,6,9,5.24E+06,512,139.76
2,6,9,5.24E+06,1024,138.01
2,6,9,5.24E+06,2048,135.43
2,6,9,1.05E+07,512,142.06
2,6,9,1.05E+07,1024,140.46
2,6,9,1.05E+07,2048,137.48
2,6,9,1.05E+08,512,141.58
2,6,9,1.05E+08,1024,142.6
2,6,9,1.05E+08,2048,137.87
2,6,12,2.62E+05,512,131.78
2,6,12,2.62E+05,1024,131.71
2,6,12,2.62E+05,2048,132.03
2,6,12,1.05E+06,512,127.32
2,6,12,1.05E+06,1024,125.77
