spouts,max_spout,spout_wait,spliters,counters,netty_min_wait,throughput
1,2,1,3,3,100,5400.1
1,2,1,3,3,1000,5350.4
1,2,1,3,6,10,4971.7
1,2,1,3,6,100,5019.4
1,2,1,3,6,1000,5171.8
1,2,1,3,12,10,4973.1
1,2,1,3,12,100,4959.9
1,2,1,3,12,1000,4943.9
1,2,1,6,1,10,4746.7
1,2,1,6,1,100,4752.2
1,2,1,6,1,1000,4705.4
1,2,1,6,3,10,5171.2
1,2,1,6,3,100,5353.9
1,2,1,6,3,1000,5156.8
1,2,1,6,6,10,5083.4
1,2,1,6,6,100,4893.2
1,2,1,6,6,1000,5198.4
1,2,1,6,12,10,4862.5
1,2,1,6,12,100,4865.2
1,2,1,6,12,1000,5005.2
1,2,2,1,1,10,3463.2
1,2,2,1,1,100,3540.6
1,2,2,1,1,1000,3620.8
1,2,2,1,3,10,3706.6
1,2,2,1,3,100,3664.1
1,2,2,1,3,1000,3667.8
1,2,2,1,6,10,3666.8
1,2,2,1,6,100,3549.6
1,2,2,1,6,1000,3495.6
1,2,2,1,12,10,3345.7
1,2,2,1,12,100,3425.4
1,2,2,1,12,1000,3344.7
1,2,2,2,1,10,3785.7
1,2,2,2,1,100,4072.2
1,2,2,2,1,1000,4090.2
1,2,2,2,3,10,3851.6
1,2,2,2,3,100,3726.6
1,2,2,2,3,1000,3875.7
1,2,2,2,6,10,3858.7
1,2,2,2,6,100,3709.8
1,2,2,2,6,1000,3688.9
1,2,2,2,12,10,3757.8
1,2,2,2,12,100,3571.4
1,2,2,2,12,1000,3655.6
1,2,2,3,1,10,4005
1,2,2,3,1,100,3909.1
1,2,2,3,1,1000,3755.2
1,2,2,3,3,10,4257.7
1,2,2,3,3,100,4296.8
1,2,2,3,3,1000,4361.8
1,2,2,3,6,10,4146.8
1,2,2,3,6,100,4213.1
1,2,2,3,6,1000,4011.7
1,2,2,3,12,10,4099.2
1,2,2,3,12,100,4044.7
1,2,2,3,12,1000,4168.1
1,2,2,6,1,10,3900.4
1,2,2,6,1,100,3922.9
1,2,2,6,1,1000,3870.9
1,2,2,6,3,10,4060.4
1,2,2,6,3,100,4134.2
1,2,2,6,3,1000,4203.9
1,2,2,6,6,10,4063.8
1,2,2,6,6,100,3964.2
1,2,2,6,6,1000,4000.5
1,2,2,6,12,10,3987.3
1,2,2,6,12,100,3994.7
1,2,2,6,12,1000,4087.8
1,2,3,1,1,10,2959.4
1,2,3,1,1,100,2947.2
1,2,3,1,1,1000,3000.6
1,2,3,1,3,10,3184.7
1,2,3,1,3,100,2882.2
1,2,3,1,3,1000,3135.7
1,2,3,1,6,10,3009.9
1,2,3,1,6,100,3032.8
1,2,3,1,6,1000,2950.2
1,2,3,1,12,10,2981.9
1,2,3,1,12,100,2947.1
1,2,3,1,12,1000,3081.6
1,2,3,2,1,10,3600.4
1,2,3,2,1,100,3171.1
1,2,3,2,1,1000,3539.2
1,2,3,2,3,10,3298.7
1,2,3,2,3,100,3235.4
1,2,3,2,3,1000,3320.2
1,2,3,2,6,10,3256.7
1,2,3,2,6,100,3313.9
1,2,3,2,6,1000,3234.3
1,2,3,2,12,10,3092.6
1,2,3,2,12,100,3082.9
1,2,3,2,12,1000,3082.2
1,2,3,3,1,10,3512.6
1,2,3,3,1,100,3491.9
1,2,3,3,1,1000,3484
1,2,3,3,3,10,3649.1
1,2,3,3,3,100,3653.6
1,2,3,3,3,1000,3572.2
1,2,3,3,6,10,3655.5
1,2,3,3,6,100,3521.9
1,2,3,3,6,1000,3526.5
1,2,3,3,12,10,3395.8
1,2,3,3,12,100,3327
1,2,3,3,12,1000,3506.1
1,2,3,6,1,10,3330.8
1,2,3,6,1,100,3375.1
1,2,3,6,1,1000,3323
1,2,3,6,3,10,3512.2
1,2,3,6,3,100,3648.6
1,2,3,6,3,1000,3627.4
1,2,3,6,6,10,3388.6
1,2,3,6,6,100,3444.8
1,2,3,6,6,1000,3343.2
1,2,3,6,12,10,3349
1,2,3,6,12,100,3488.3
1,2,3,6,12,1000,3199.3
1,2,10,1,1,10,1812.1
1,2,10,1,1,100,1781.2
1,2,10,1,1,1000,1666.2
1,2,10,1,3,10,1851.5
1,2,10,1,3,100,1776.2
1,2,10,1,3,1000,1803.3
1,2,10,1,6,10,1761.1
1,2,10,1,6,100,1748.6
1,2,10,1,6,1000,1761.5
1,2,10,1,12,10,1776.1
1,2,10,1,12,100,1853.1
1,2,10,1,12,1000,1729.5
1,2,10,2,1,10,1803.8
1,2,10,2,1,100,1819.5
1,2,10,2,1,1000,1800.4
1,2,10,2,3,10,1754.5
1,2,10,2,3,100,1786.2
1,2,10,2,3,1000,1850
1,2,10,2,6,10,1792.6
1,2,10,2,6,100,1771.8
1,2,10,2,6,1000,1662.2
1,2,10,2,12,10,1838.8
1,2,10,2,12,100,1722.8
1,2,10,2,12,1000,1722.9
1,2,10,3,1,10,1673.9
1,2,10,3,1,100,1778.8
1,2,10,3,1,1000,1651.5
1,2,10,3,3,10,1812.5
1,2,10,3,3,100,1821.2
1,2,10,3,3,1000,1772.3
1,2,10,3,6,10,1828.4
1,2,10,3,6,100,1837.8
1,2,10,3,6,1000,1748.9
1,2,10,3,12,10,1807.3
1,2,10,3,12,100,1808.8
1,2,10,3,12,1000,1733.8
1,2,10,6,1,10,1782.1
1,2,10,6,1,100,1751.8
1,2,10,6,1,1000,1795.8
1,2,10,6,3,10,1826.5
1,2,10,6,3,100,1846.8
1,2,10,6,3,1000,1789.1
1,2,10,6,6,10,1811.1
1,2,10,6,6,100,1769.7
1,2,10,6,6,1000,1767.9
1,2,10,6,12,10,1774.1
1,2,10,6,12,100,1817
1,2,10,6,12,1000,1800.1
1,2,100,1,1,10,197.5
1,2,100,1,1,100,181.94
1,2,100,1,1,1000,174.76
1,2,100,1,3,10,204.44
1,2,100,1,3,100,198.5
1,2,100,1,3,1000,183.53
1,2,100,1,6,10,197.38
1,2,100,1,6,100,188.31
1,2,100,1,6,1000,172.56
1,2,100,1,12,10,181.53
1,2,100,1,12,100,196.24
1,2,100,1,12,1000,193
1,2,100,2,1,10,187.47
1,2,100,2,1,100,179
1,2,100,2,1,1000,182.88
1,2,100,2,3,10,185.94
1,2,100,2,3,100,182.29
1,2,100,2,3,1000,197.62
1,2,100,2,6,10,177.18
1,2,100,2,6,100,178.56
1,2,100,2,6,1000,191.31
1,2,100,2,12,10,211.12
1,2,100,2,12,100,192.18
1,2,100,2,12,1000,188.5
1,2,100,3,1,10,172.71
1,2,100,3,1,100,190.06
1,2,100,3,1,1000,182.71
1,2,100,3,3,10,186.62
1,2,100,3,3,100,186.12
1,2,100,3,3,1000,191
1,2,100,3,6,10,199
1,2,100,3,6,100,196.06
1,2,100,3,6,1000,184.19
1,2,100,3,12,10,175.88
1,2,100,3,12,100,171.06
1,2,100,3,12,1000,181.88
1,2,100,6,1,10,195
1,2,100,6,1,100,197.65
1,2,100,6,1,1000,211.31
1,2,100,6,3,10,203.82
1,2,100,6,3,100,179.88
1,2,100,6,3,1000,193.06
1,2,100,6,6,10,194.19
1,2,100,6,6,100,175.24
1,2,100,6,6,1000,182
1,2,100,6,12,10,195.76
1,2,100,6,12,100,164.12
1,2,100,6,12,1000,201.25
1,10,1,1,1,10,9086.7
1,10,1,1,1,100,8811.5
1,10,1,1,1,1000,9306.6
1,10,1,1,3,10,11886
1,10,1,1,3,100,12208
1,10,1,1,3,1000,12078
1,10,1,1,6,10,11598
1,10,1,1,6,100,11508
1,10,1,1,6,1000,10764
1,10,1,1,12,10,10747
1,10,1,1,12,100,10754
1,10,1,1,12,1000,10576
1,10,1,2,1,10,10796
1,10,1,2,1,100,11618
1,10,1,2,1,1000,11260
1,10,1,2,3,10,13232
1,10,1,2,3,100,13066
1,10,1,2,3,1000,13513
1,10,1,2,6,10,12074
1,10,1,2,6,100,12266
1,10,1,2,6,1000,12545
1,10,1,2,12,10,10691
1,10,1,2,12,100,11582
1,10,1,2,12,1000,11698
1,10,1,3,1,10,9232.4
1,10,1,3,1,100,9009.1
1,10,1,3,1,1000,8964.1
1,10,1,3,3,10,13260
1,10,1,3,3,100,12827
1,10,1,3,3,1000,13494
1,10,1,3,6,10,13540
1,10,1,3,6,100,13519
1,10,1,3,6,1000,13699
1,10,1,3,12,10,12951
1,10,1,3,12,100,12830
1,10,1,3,12,1000,12855
1,10,1,6,1,10,9442.4
1,10,1,6,1,100,9113.3
1,10,1,6,1,1000,9324.8
1,10,1,6,3,10,12625
1,10,1,6,3,100,13520
1,10,1,6,3,1000,13582
1,10,1,6,6,10,14299
1,10,1,6,6,100,13755
1,10,1,6,6,1000,13591
1,10,1,6,12,10,13208
1,10,1,6,12,100,13569
1,10,1,6,12,1000,12519
1,10,2,1,1,10,8630.2
1,10,2,1,1,100,8744
1,10,2,1,1,1000,8622.8
1,10,2,1,3,10,12539
1,10,2,1,3,100,12582
1,10,2,1,3,1000,12208
1,10,2,1,6,10,12075
1,10,2,1,6,100,11948
1,10,2,1,6,1000,11642
1,10,2,1,12,10,11232
1,10,2,1,12,100,11478
1,10,2,1,12,1000,10974
1,10,2,2,1,10,10639
1,10,2,2,1,100,10829
1,10,2,2,1,1000,10534
1,10,2,2,3,10,12802
1,10,2,2,3,100,12341
1,10,2,2,3,1000,12781
1,10,2,2,6,10,11900
1,10,2,2,6,100,11824
1,10,2,2,6,1000,11728
1,10,2,2,12,10,11063
1,10,2,2,12,100,11581
1,10,2,2,12,1000,11108
1,10,2,3,1,10,8581.1
1,10,2,3,1,100,9024
1,10,2,3,1,1000,9338.5
1,10,2,3,3,10,12416
1,10,2,3,3,100,12566
1,10,2,3,3,1000,12765
1,10,2,3,6,10,12751
1,10,2,3,6,100,12461
1,10,2,3,6,1000,13284
1,10,2,3,12,10,12004
1,10,2,3,12,100,11904
1,10,2,3,12,1000,11916
1,10,2,6,1,10,9442.4
1,10,2,6,1,100,9274
1,10,2,6,1,1000,8784.4
1,10,2,6,3,10,11863
1,10,2,6,3,100,12015
1,10,2,6,3,1000,12226
1,10,2,6,6,10,12255
1,10,2,6,6,100,11448
1,10,2,6,6,1000,12882
1,10,2,6,12,10,11603
1,10,2,6,12,100,11500
1,10,2,6,12,1000,12502
1,10,3,1,1,10,8033.9
1,10,3,1,1,100,8122.3
1,10,3,1,1,1000,8156.6
1,10,3,1,3,10,11474
1,10,3,1,3,100,11325
1,10,3,1,3,1000,11364
1,10,3,1,6,10,11200
1,10,3,1,6,100,11098
1,10,3,1,6,1000,10879
1,10,3,1,12,10,10662
1,10,3,1,12,100,10498
1,10,3,1,12,1000,10902
1,10,3,2,1,10,10230
1,10,3,2,1,100,9970.2
1,10,3,2,1,1000,10102
1,10,3,2,3,10,12481
1,10,3,2,3,100,11904
1,10,3,2,3,1000,12015
1,10,3,2,6,10,11974
1,10,3,2,6,100,11771
1,10,3,2,6,1000,11785
1,10,3,2,12,10,11422
1,10,3,2,12,100,11036
1,10,3,2,12,1000,11439
1,10,3,3,1,10,8475.6
1,10,3,3,1,100,8017.6
1,10,3,3,1,1000,8698.6
1,10,3,3,3,10,11488
1,10,3,3,3,100,11971
1,10,3,3,3,1000,11102
1,10,3,3,6,10,11310
1,10,3,3,6,100,11614
1,10,3,3,6,1000,11290
1,10,3,3,12,10,10905
1,10,3,3,12,100,11417
1,10,3,3,12,1000,10712
1,10,3,6,1,10,8717.1
1,10,3,6,1,100,8735
1,10,3,6,1,1000,8546.1
1,10,3,6,3,10,11570
1,10,3,6,3,100,11375
1,10,3,6,3,1000,11191
1,10,3,6,6,10,11812
1,10,3,6,6,100,11232
1,10,3,6,6,1000,11394
1,10,3,6,12,10,11066
1,10,3,6,12,100,11012
1,10,3,6,12,1000,10709
1,10,10,1,1,10,5964.3
1,10,10,1,1,100,6091.4
1,10,10,1,1,1000,6027.7
1,10,10,1,3,10,7597.6
1,10,10,1,3,100,7632.9
1,10,10,1,3,1000,7538.6
1,10,10,1,6,10,7585.1
1,10,10,1,6,100,7716.2
1,10,10,1,6,1000,7512.5
1,10,10,1,12,10,7139.5
1,10,10,1,12,100,7210.4
1,10,10,1,12,1000,7086.8
1,10,10,2,1,10,6757
1,10,10,2,1,100,6743.1
1,10,10,2,1,1000,6790.6
1,10,10,2,3,10,8413.4
1,10,10,2,3,100,8407.6
1,10,10,2,3,1000,8248.2
1,10,10,2,6,10,8030.2
1,10,10,2,6,100,8321.8
1,10,10,2,6,1000,8351.2
1,10,10,2,12,10,7716.2
1,10,10,2,12,100,7922.1
1,10,10,2,12,1000,7975
1,10,10,3,1,10,5807.9
1,10,10,3,1,100,5929.2
1,10,10,3,1,1000,6039.3
1,10,10,3,3,10,7336
1,10,10,3,3,100,7172.8
1,10,10,3,3,1000,7513.1
1,10,10,3,6,10,7966.5
1,10,10,3,6,100,7174.1
1,10,10,3,6,1000,7784.9
1,10,10,3,12,10,7160.4
1,10,10,3,12,100,7362.3
1,10,10,3,12,1000,7365.4
1,10,10,6,1,10,6058.1
1,10,10,6,1,100,5938.5
1,10,10,6,1,1000,6107.1
1,10,10,6,3,10,7293.1
1,10,10,6,3,100,7527.1
1,10,10,6,3,1000,7233.7
1,10,10,6,6,10,7778.5
1,10,10,6,6,100,7710.1
1,10,10,6,6,1000,7602.9
1,10,10,6,12,10,7616.6
1,10,10,6,12,100,7335.6
1,10,10,6,12,1000,7237.4
1,10,100,1,1,10,956
1,10,100,1,1,100,903.06
1,10,100,1,1,1000,878.19
1,10,100,1,3,10,932.59
1,10,100,1,3,100,926.82
1,10,100,1,3,1000,912.88
1,10,100,1,6,10,904.12
1,10,100,1,6,100,918.65
1,10,100,1,6,1000,923.94
1,10,100,1,12,10,954.69
1,10,100,1,12,100,927.94
1,10,100,1,12,1000,941.47
1,10,100,2,1,10,906.76
1,10,100,2,1,100,927.65
1,10,100,2,1,1000,903
1,10,100,2,3,10,921.69
1,10,100,2,3,100,963.62
1,10,100,2,3,1000,993.94
1,10,100,2,6,10,920.56
1,10,100,2,6,100,941.47
1,10,100,2,6,1000,937.18
1,10,100,2,12,10,985.56
1,10,100,2,12,100,927.38
1,10,100,2,12,1000,945.56
1,10,100,3,1,10,948.29
1,10,100,3,1,100,922
1,10,100,3,1,1000,896.38
1,10,100,3,3,10,948.56
1,10,100,3,3,100,891.19
1,10,100,3,3,1000,891.71
1,10,100,3,6,10,919.29
1,10,100,3,6,100,916.5
1,10,100,3,6,1000,900.82
1,10,100,3,12,10,925.71
1,10,100,3,12,100,914.06
1,10,100,3,12,1000,918.35
1,10,100,6,1,10,943.29
1,10,100,6,1,100,945.12
1,10,100,6,1,1000,960.06
1,10,100,6,3,10,929
1,10,100,6,3,100,930.24
1,10,100,6,3,1000,942.06
1,10,100,6,6,10,948.47
1,10,100,6,6,100,887.65
1,10,100,6,6,1000,895.62
1,10,100,6,12,10,932.53
1,10,100,6,12,100,886.12
1,10,100,6,12,1000,904.29
1,100,1,1,1,10,9149.9
1,100,1,1,1,100,9322
1,100,1,1,1,1000,9029.2
1,100,1,1,3,10,12376
1,100,1,1,3,100,12015
1,100,1,1,3,1000,12675
1,100,1,1,6,10,13757
1,100,1,1,6,100,13669
1,100,1,1,6,1000,13000
1,100,1,1,12,10,15199
1,100,1,1,12,100,15001
1,100,1,1,12,1000,15036
1,100,1,2,1,10,8051.2
1,100,1,2,1,100,8333.7
1,100,1,2,1,1000,8328.4
1,100,1,2,3,10,14085
1,100,1,2,3,100,14193
1,100,1,2,3,1000,13954
1,100,1,2,6,10,16810
1,100,1,2,6,100,17251
1,100,1,2,6,1000,17394
1,100,1,2,12,10,21658
1,100,1,2,12,100,19990
1,100,1,2,12,1000,20302
1,100,1,3,1,10,8530.7
1,100,1,3,1,100,8397.5
1,100,1,3,1,1000,8037.4
1,100,1,3,3,10,12212
1,100,1,3,3,100,12501
1,100,1,3,3,1000,12145
1,100,1,3,6,10,13252
1,100,1,3,6,100,12713
1,100,1,3,6,1000,13117
1,100,1,3,12,10,13403
1,100,1,3,12,100,12873
1,100,1,3,12,1000,13450
1,100,1,6,1,10,8200.5
1,100,1,6,1,100,8425.4
1,100,1,6,1,1000,8520.8
1,100,1,6,3,10,12871
1,100,1,6,3,100,12677
1,100,1,6,3,1000,12570
1,100,1,6,6,10,13227
1,100,1,6,6,100,13657
1,100,1,6,6,1000,13543
1,100,1,6,12,10,15066
1,100,1,6,12,100,13929
1,100,1,6,12,1000,14318
1,100,2,1,1,10,8957.1
1,100,2,1,1,100,9168.9
1,100,2,1,1,1000,9002.1
1,100,2,1,3,10,13008
1,100,2,1,3,100,13593
1,100,2,1,3,1000,12068
1,100,2,1,6,10,14203
1,100,2,1,6,100,14631
1,100,2,1,6,1000,13395
1,100,2,1,12,10,14933
1,100,2,1,12,100,15432
1,100,2,1,12,1000,15115
1,100,2,2,1,10,8599.6
1,100,2,2,1,100,8325.9
1,100,2,2,1,1000,8185.6
1,100,2,2,3,10,14337
1,100,2,2,3,100,14667
1,100,2,2,3,1000,13626
1,100,2,2,6,10,17878
1,100,2,2,6,100,17609
1,100,2,2,6,1000,17755
1,100,2,2,12,10,20514
1,100,2,2,12,100,22059
1,100,2,2,12,1000,21161
1,100,2,3,1,10,8640.6
1,100,2,3,1,100,8482.5
1,100,2,3,1,1000,8625.1
1,100,2,3,3,10,13446
1,100,2,3,3,100,13178
1,100,2,3,3,1000,13087
1,100,2,3,6,10,13596
1,100,2,3,6,100,13295
1,100,2,3,6,1000,13664
1,100,2,3,12,10,13682
1,100,2,3,12,100,14441
1,100,2,3,12,1000,14043
1,100,2,6,1,10,8835.2
1,100,2,6,1,100,8856.9
1,100,2,6,1,1000,8643.2
1,100,2,6,3,10,12480
1,100,2,6,3,100,13236
1,100,2,6,3,1000,12850
1,100,2,6,6,10,13910
1,100,2,6,6,100,14124
1,100,2,6,6,1000,14169
1,100,2,6,12,10,14892
1,100,2,6,12,100,14937
1,100,2,6,12,1000,14380
1,100,3,1,1,10,9265.7
1,100,3,1,1,100,9346.5
1,100,3,1,1,1000,9000.9
1,100,3,1,3,10,12821
1,100,3,1,3,100,14109
1,100,3,1,3,1000,12858
1,100,3,1,6,10,14524
1,100,3,1,6,100,14411
1,100,3,1,6,1000,14643
1,100,3,1,12,10,15994
1,100,3,1,12,100,15352
1,100,3,1,12,1000,15168
1,100,3,2,1,10,8122.2
1,100,3,2,1,100,8521
1,100,3,2,1,1000,8410.2
1,100,3,2,3,10,14415
1,100,3,2,3,100,15219
1,100,3,2,3,1000,14310
1,100,3,2,6,10,18658
1,100,3,2,6,100,17635
1,100,3,2,6,1000,17674
1,100,3,2,12,10,21565
1,100,3,2,12,100,21352
1,100,3,2,12,1000,21688
1,100,3,3,1,10,8822.6
1,100,3,3,1,100,8443.6
1,100,3,3,1,1000,8619.3
