spouts,max_spout,sorters,emit_freq,chunk_size,message_size,throughput
1.000,10.000,1.000,120.000,100000.000,1000.000,25709
1.000,10.000,1.000,120.000,100000.000,10000.000,10811
1.000,10.000,1.000,120.000,100000.000,100000.000,1310.2
1.000,10.000,1.000,120.000,1000000.000,1000.000,24950
1.000,10.000,1.000,120.000,1000000.000,10000.000,9564.6
1.000,10.000,1.000,120.000,1000000.000,100000.000,1297.5
1.000,10.000,1.000,120.000,2000000.000,1000.000,25113
1.000,10.000,1.000,120.000,2000000.000,10000.000,8569
1.000,10.000,1.000,120.000,2000000.000,100000.000,1065.5
1.000,10.000,1.000,120.000,10000000.000,1000.000,25327
1.000,10.000,1.000,120.000,10000000.000,10000.000,7652.2
1.000,10.000,1.000,120.000,10000000.000,100000.000,1228.9
1.000,10.000,1.000,300.000,100000.000,1000.000,24394
1.000,10.000,1.000,300.000,100000.000,10000.000,11320
1.000,10.000,1.000,300.000,100000.000,100000.000,1177
1.000,10.000,1.000,300.000,1000000.000,1000.000,25810
1.000,10.000,1.000,300.000,1000000.000,10000.000,10239
1.000,10.000,1.000,300.000,1000000.000,100000.000,1272.2
1.000,10.000,1.000,300.000,2000000.000,1000.000,24451
1.000,10.000,1.000,300.000,2000000.000,10000.000,5288.8
1.000,10.000,1.000,300.000,2000000.000,100000.000,1248.7
1.000,10.000,1.000,300.000,10000000.000,1000.000,24212
1.000,10.000,1.000,300.000,10000000.000,10000.000,6646.4
1.000,10.000,1.000,300.000,10000000.000,100000.000,1144.8
1.000,10.000,2.000,1.000,100000.000,1000.000,20755
1.000,10.000,2.000,1.000,100000.000,10000.000,3154.5
1.000,10.000,2.000,1.000,100000.000,100000.000,318.28
1.000,10.000,2.000,1.000,1000000.000,1000.000,12164
1.000,10.000,2.000,1.000,1000000.000,10000.000,2703.7
1.000,10.000,2.000,1.000,1000000.000,100000.000,331.29
1.000,10.000,2.000,1.000,2000000.000,1000.000,12190
1.000,10.000,2.000,1.000,2000000.000,10000.000,2127.8
1.000,10.000,2.000,1.000,2000000.000,100000.000,363.06
1.000,10.000,2.000,1.000,10000000.000,1000.000,12893
1.000,10.000,2.000,1.000,10000000.000,10000.000,1336.1
1.000,10.000,2.000,1.000,10000000.000,100000.000,344.76
1.000,10.000,2.000,10.000,100000.000,1000.000,27570
1.000,10.000,2.000,10.000,100000.000,10000.000,10316
1.000,10.000,2.000,10.000,100000.000,100000.000,1024.4
1.000,10.000,2.000,10.000,1000000.000,1000.000,25330
1.000,10.000,2.000,10.000,1000000.000,10000.000,7879.2
1.000,10.000,2.000,10.000,1000000.000,100000.000,1096.3
1.000,10.000,2.000,10.000,2000000.000,1000.000,25435
1.000,10.000,2.000,10.000,2000000.000,10000.000,8531.8
1.000,10.000,2.000,10.000,2000000.000,100000.000,971.4
1.000,10.000,2.000,10.000,10000000.000,1000.000,24526
1.000,10.000,2.000,10.000,10000000.000,10000.000,7615.6
1.000,10.000,2.000,10.000,10000000.000,100000.000,829.31
1.000,10.000,2.000,60.000,100000.000,1000.000,28515
1.000,10.000,2.000,60.000,100000.000,10000.000,11676
1.000,10.000,2.000,60.000,100000.000,100000.000,1064
1.000,10.000,2.000,60.000,1000000.000,1000.000,24767
1.000,10.000,2.000,60.000,1000000.000,10000.000,7434.8
1.000,10.000,2.000,60.000,1000000.000,100000.000,1222
1.000,10.000,2.000,60.000,2000000.000,1000.000,27358
1.000,10.000,2.000,60.000,2000000.000,10000.000,8382.4
1.000,10.000,2.000,60.000,2000000.000,100000.000,1297.9
1.000,10.000,2.000,60.000,10000000.000,1000.000,25183
1.000,10.000,2.000,60.000,10000000.000,10000.000,9078.2
1.000,10.000,2.000,60.000,10000000.000,100000.000,876.5
1.000,10.000,2.000,120.000,100000.000,1000.000,27483
1.000,10.000,2.000,120.000,100000.000,10000.000,11558
1.000,10.000,2.000,120.000,100000.000,100000.000,996
1.000,10.000,2.000,120.000,1000000.000,1000.000,26621
1.000,10.000,2.000,120.000,1000000.000,10000.000,9221.7
1.000,10.000,2.000,120.000,1000000.000,100000.000,878.1
1.000,10.000,2.000,120.000,2000000.000,1000.000,27433
1.000,10.000,2.000,120.000,2000000.000,10000.000,8535.6
1.000,10.000,2.000,120.000,2000000.000,100000.000,1442.1
1.000,10.000,2.000,120.000,10000000.000,1000.000,26480
1.000,10.000,2.000,120.000,10000000.000,10000.000,9055
1.000,10.000,2.000,120.000,10000000.000,100000.000,1086.6
1.000,10.000,2.000,300.000,100000.000,1000.000,28697
1.000,10.000,2.000,300.000,100000.000,10000.000,11962
1.000,10.000,2.000,300.000,100000.000,100000.000,1403.9
1.000,10.000,2.000,300.000,1000000.000,1000.000,28461
1.000,10.000,2.000,300.000,1000000.000,10000.000,9285.6
1.000,10.000,2.000,300.000,1000000.000,100000.000,1134.6
1.000,10.000,2.000,300.000,2000000.000,1000.000,28099
1.000,10.000,2.000,300.000,2000000.000,10000.000,8034.7
1.000,10.000,2.000,300.000,2000000.000,100000.000,927
1.000,10.000,2.000,300.000,10000000.000,1000.000,26698
1.000,10.000,2.000,300.000,10000000.000,10000.000,7788.4
1.000,10.000,2.000,300.000,10000000.000,100000.000,916.08
1.000,10.000,3.000,1.000,100000.000,1000.000,36574
1.000,10.000,3.000,1.000,100000.000,10000.000,36421
1.000,10.000,3.000,1.000,100000.000,100000.000,36570
1.000,10.000,3.000,1.000,1000000.000,1000.000,35063
1.000,10.000,3.000,1.000,1000000.000,10000.000,36597
1.000,10.000,3.000,1.000,1000000.000,100000.000,36563
1.000,10.000,3.000,1.000,2000000.000,1000.000,33987
1.000,10.000,3.000,1.000,2000000.000,10000.000,35831
1.000,10.000,3.000,1.000,2000000.000,100000.000,35769
1.000,10.000,3.000,1.000,10000000.000,1000.000,30535
1.000,10.000,3.000,1.000,10000000.000,10000.000,31722
1.000,10.000,3.000,1.000,10000000.000,100000.000,31394
1.000,10.000,3.000,10.000,100000.000,1000.000,36714
1.000,10.000,3.000,10.000,100000.000,10000.000,35764
1.000,10.000,3.000,10.000,100000.000,100000.000,36635
1.000,10.000,3.000,10.000,1000000.000,1000.000,36006
1.000,10.000,3.000,10.000,1000000.000,10000.000,37902
1.000,10.000,3.000,10.000,1000000.000,100000.000,36538
1.000,10.000,3.000,10.000,2000000.000,1000.000,38129
1.000,10.000,3.000,10.000,2000000.000,10000.000,35933
1.000,10.000,3.000,10.000,2000000.000,100000.000,36540
1.000,10.000,3.000,10.000,10000000.000,1000.000,36304
1.000,10.000,3.000,10.000,10000000.000,10000.000,34169
1.000,10.000,3.000,10.000,10000000.000,100000.000,34786
1.000,10.000,3.000,60.000,100000.000,1000.000,36420
1.000,10.000,3.000,60.000,100000.000,10000.000,36629
1.000,10.000,3.000,60.000,100000.000,100000.000,37340
1.000,10.000,3.000,60.000,1000000.000,1000.000,37217
1.000,10.000,3.000,60.000,1000000.000,10000.000,36596
1.000,10.000,3.000,60.000,1000000.000,100000.000,36916
1.000,10.000,3.000,60.000,2000000.000,1000.000,38032
1.000,10.000,3.000,60.000,2000000.000,10000.000,37651
1.000,10.000,3.000,60.000,2000000.000,100000.000,37759
1.000,10.000,3.000,60.000,10000000.000,1000.000,36952
1.000,10.000,3.000,60.000,10000000.000,10000.000,35424
1.000,10.000,3.000,60.000,10000000.000,100000.000,36881
1.000,10.000,3.000,120.000,100000.000,1000.000,37948
1.000,10.000,3.000,120.000,100000.000,10000.000,37671
1.000,10.000,3.000,120.000,100000.000,100000.000,36839
1.000,10.000,3.000,120.000,1000000.000,1000.000,37244
1.000,10.000,3.000,120.000,1000000.000,10000.000,36449
1.000,10.000,3.000,120.000,1000000.000,100000.000,37536
1.000,10.000,3.000,120.000,2000000.000,1000.000,35696
1.000,10.000,3.000,120.000,2000000.000,10000.000,37311
1.000,10.000,3.000,120.000,2000000.000,100000.000,37562
1.000,10.000,3.000,120.000,10000000.000,1000.000,36457
1.000,10.000,3.000,120.000,10000000.000,10000.000,37154
1.000,10.000,3.000,120.000,10000000.000,100000.000,36278
1.000,10.000,3.000,300.000,100000.000,1000.000,36512
1.000,10.000,3.000,300.000,100000.000,10000.000,37531
1.000,10.000,3.000,300.000,100000.000,100000.000,36438
1.000,10.000,3.000,300.000,1000000.000,1000.000,37046
1.000,10.000,3.000,300.000,1000000.000,10000.000,36451
1.000,10.000,3.000,300.000,1000000.000,100000.000,36947
1.000,10.000,3.000,300.000,2000000.000,1000.000,37724
1.000,10.000,3.000,300.000,2000000.000,10000.000,35939
1.000,10.000,3.000,300.000,2000000.000,100000.000,38199
1.000,10.000,3.000,300.000,10000000.000,1000.000,35782
1.000,10.000,3.000,300.000,10000000.000,10000.000,34570
1.000,10.000,3.000,300.000,10000000.000,100000.000,37545
1.000,10.000,6.000,1.000,100000.000,1000.000,36975
1.000,10.000,6.000,1.000,100000.000,10000.000,36283
1.000,10.000,6.000,1.000,100000.000,100000.000,36576
1.000,10.000,6.000,1.000,1000000.000,1000.000,35920
1.000,10.000,6.000,1.000,1000000.000,10000.000,36679
1.000,10.000,6.000,1.000,1000000.000,100000.000,35804
1.000,10.000,6.000,1.000,2000000.000,1000.000,35816
1.000,10.000,6.000,1.000,2000000.000,10000.000,36061
1.000,10.000,6.000,1.000,2000000.000,100000.000,36210
1.000,10.000,6.000,1.000,10000000.000,1000.000,28405
1.000,10.000,6.000,1.000,10000000.000,10000.000,26976
1.000,10.000,6.000,1.000,10000000.000,100000.000,30408
1.000,10.000,6.000,10.000,100000.000,1000.000,37954
1.000,10.000,6.000,10.000,100000.000,10000.000,37038
1.000,10.000,6.000,10.000,100000.000,100000.000,37941
1.000,10.000,6.000,10.000,1000000.000,1000.000,36497
1.000,10.000,6.000,10.000,1000000.000,10000.000,35386
1.000,10.000,6.000,10.000,1000000.000,100000.000,35664
1.000,10.000,6.000,10.000,2000000.000,1000.000,37295
1.000,10.000,6.000,10.000,2000000.000,10000.000,37743
1.000,10.000,6.000,10.000,2000000.000,100000.000,37674
1.000,10.000,6.000,10.000,10000000.000,1000.000,33139
1.000,10.000,6.000,10.000,10000000.000,10000.000,33912
1.000,10.000,6.000,10.000,10000000.000,100000.000,36125
1.000,10.000,6.000,60.000,100000.000,1000.000,37956
1.000,10.000,6.000,60.000,100000.000,10000.000,37079
1.000,10.000,6.000,60.000,100000.000,100000.000,37054
1.000,10.000,6.000,60.000,1000000.000,1000.000,36179
1.000,10.000,6.000,60.000,1000000.000,10000.000,37170
1.000,10.000,6.000,60.000,1000000.000,100000.000,37791
1.000,10.000,6.000,60.000,2000000.000,1000.000,36099
1.000,10.000,6.000,60.000,2000000.000,10000.000,37801
1.000,10.000,6.000,60.000,2000000.000,100000.000,36736
1.000,10.000,6.000,60.000,10000000.000,1000.000,37652
1.000,10.000,6.000,60.000,10000000.000,10000.000,35763
1.000,10.000,6.000,60.000,10000000.000,100000.000,34316
1.000,10.000,6.000,120.000,100000.000,1000.000,37585
1.000,10.000,6.000,120.000,100000.000,10000.000,35565
1.000,10.000,6.000,120.000,100000.000,100000.000,36502
1.000,10.000,6.000,120.000,1000000.000,1000.000,37420
1.000,10.000,6.000,120.000,1000000.000,10000.000,36492
1.000,10.000,6.000,120.000,1000000.000,100000.000,36592
1.000,10.000,6.000,120.000,2000000.000,1000.000,37556
1.000,10.000,6.000,120.000,2000000.000,10000.000,36481
1.000,10.000,6.000,120.000,2000000.000,100000.000,37451
1.000,10.000,6.000,120.000,10000000.000,1000.000,37170
1.000,10.000,6.000,120.000,10000000.000,10000.000,37449
1.000,10.000,6.000,120.000,10000000.000,100000.000,36707
1.000,10.000,6.000,300.000,100000.000,1000.000,37534
1.000,10.000,6.000,300.000,100000.000,10000.000,37138
1.000,10.000,6.000,300.000,100000.000,100000.000,36151
1.000,10.000,6.000,300.000,1000000.000,1000.000,37649
1.000,10.000,6.000,300.000,1000000.000,10000.000,38504
1.000,10.000,6.000,300.000,1000000.000,100000.000,36624
1.000,10.000,6.000,300.000,2000000.000,1000.000,37135
1.000,10.000,6.000,300.000,2000000.000,10000.000,34558
1.000,10.000,6.000,300.000,2000000.000,100000.000,36916
1.000,10.000,6.000,300.000,10000000.000,1000.000,36614
1.000,10.000,6.000,300.000,10000000.000,10000.000,35341
1.000,10.000,6.000,300.000,10000000.000,100000.000,37225
1.000,10.000,9.000,1.000,100000.000,1000.000,35656
1.000,10.000,9.000,1.000,100000.000,10000.000,36589
1.000,10.000,9.000,1.000,100000.000,100000.000,37183
1.000,10.000,9.000,1.000,1000000.000,1000.000,35801
1.000,10.000,9.000,1.000,1000000.000,10000.000,35531
1.000,10.000,9.000,1.000,1000000.000,100000.000,36131
1.000,10.000,9.000,1.000,2000000.000,1000.000,35150
1.000,10.000,9.000,1.000,2000000.000,10000.000,35740
1.000,10.000,9.000,1.000,2000000.000,100000.000,35011
1.000,10.000,9.000,1.000,10000000.000,1000.000,27569
1.000,10.000,9.000,1.000,10000000.000,10000.000,27083
1.000,10.000,9.000,1.000,10000000.000,100000.000,27357
1.000,10.000,9.000,10.000,100000.000,1000.000,35913
1.000,10.000,9.000,10.000,100000.000,10000.000,37133
1.000,10.000,9.000,10.000,100000.000,100000.000,37386
1.000,10.000,9.000,10.000,1000000.000,1000.000,38073
1.000,10.000,9.000,10.000,1000000.000,10000.000,35689
1.000,10.000,9.000,10.000,1000000.000,100000.000,36069
1.000,10.000,9.000,10.000,2000000.000,1000.000,37031
1.000,10.000,9.000,10.000,2000000.000,10000.000,36411
1.000,10.000,9.000,10.000,2000000.000,100000.000,37235
1.000,10.000,9.000,10.000,10000000.000,1000.000,34577
1.000,10.000,9.000,10.000,10000000.000,10000.000,34504
1.000,10.000,9.000,10.000,10000000.000,100000.000,35518
1.000,10.000,9.000,60.000,100000.000,1000.000,36653
1.000,10.000,9.000,60.000,100000.000,10000.000,35944
1.000,10.000,9.000,60.000,100000.000,100000.000,36341
1.000,10.000,9.000,60.000,1000000.000,1000.000,38089
1.000,10.000,9.000,60.000,1000000.000,10000.000,36762
1.000,10.000,9.000,60.000,1000000.000,100000.000,37993
1.000,10.000,9.000,60.000,2000000.000,1000.000,37626
1.000,10.000,9.000,60.000,2000000.000,10000.000,37838
1.000,10.000,9.000,60.000,2000000.000,100000.000,36792
1.000,10.000,9.000,60.000,10000000.000,1000.000,34882
1.000,10.000,9.000,60.000,10000000.000,10000.000,34838
1.000,10.000,9.000,60.000,10000000.000,100000.000,35470
1.000,10.000,9.000,120.000,100000.000,1000.000,36133
1.000,10.000,9.000,120.000,100000.000,10000.000,37357
1.000,10.000,9.000,120.000,100000.000,100000.000,38260
1.000,10.000,9.000,120.000,1000000.000,1000.000,38269
1.000,10.000,9.000,120.000,1000000.000,10000.000,37106
1.000,10.000,9.000,120.000,1000000.000,100000.000,37066
1.000,10.000,9.000,120.000,2000000.000,1000.000,36255
1.000,10.000,9.000,120.000,2000000.000,10000.000,37059
1.000,10.000,9.000,120.000,2000000.000,100000.000,37743
1.000,10.000,9.000,120.000,10000000.000,1000.000,34743
1.000,10.000,9.000,120.000,10000000.000,10000.000,33198
1.000,10.000,9.000,120.000,10000000.000,100000.000,33486
1.000,10.000,9.000,300.000,100000.000,1000.000,38124
1.000,10.000,9.000,300.000,100000.000,10000.000,36806
1.000,10.000,9.000,300.000,100000.000,100000.000,37734
1.000,10.000,9.000,300.000,1000000.000,1000.000,34935
1.000,10.000,9.000,300.000,1000000.000,10000.000,37506
1.000,10.000,9.000,300.000,1000000.000,100000.000,38029
1.000,10.000,9.000,300.000,2000000.000,1000.000,36262
1.000,10.000,9.000,300.000,2000000.000,10000.000,37542
1.000,10.000,9.000,300.000,2000000.000,100000.000,37642
1.000,10.000,9.000,300.000,10000000.000,1000.000,34130
1.000,10.000,9.000,300.000,10000000.000,10000.000,35357
1.000,10.000,9.000,300.000,10000000.000,100000.000,34457
1.000,10.000,12.000,1.000,100000.000,1000.000,35711
1.000,10.000,12.000,1.000,100000.000,10000.000,34135
1.000,10.000,12.000,1.000,100000.000,100000.000,37292
1.000,10.000,12.000,1.000,1000000.000,1000.000,34993
1.000,10.000,12.000,1.000,1000000.000,10000.000,36057
1.000,10.000,12.000,1.000,1000000.000,100000.000,35579
1.000,10.000,12.000,1.000,2000000.000,1000.000,35155
1.000,10.000,12.000,1.000,2000000.000,10000.000,34041
1.000,10.000,12.000,1.000,2000000.000,100000.000,33319
1.000,10.000,12.000,1.000,10000000.000,1000.000,24417
1.000,10.000,12.000,1.000,10000000.000,10000.000,24418
1.000,10.000,12.000,1.000,10000000.000,100000.000,22199
1.000,10.000,12.000,10.000,100000.000,1000.000,36741
1.000,10.000,12.000,10.000,100000.000,10000.000,37520
1.000,10.000,12.000,10.000,100000.000,100000.000,38515
1.000,10.000,12.000,10.000,1000000.000,1000.000,36107
1.000,10.000,12.000,10.000,1000000.000,10000.000,36475
1.000,10.000,12.000,10.000,1000000.000,100000.000,36694
1.000,10.000,12.000,10.000,2000000.000,1000.000,36986
1.000,10.000,12.000,10.000,2000000.000,10000.000,35018
1.000,10.000,12.000,10.000,2000000.000,100000.000,36860
1.000,10.000,12.000,10.000,10000000.000,1000.000,32929
1.000,10.000,12.000,10.000,10000000.000,10000.000,33516
1.000,10.000,12.000,10.000,10000000.000,100000.000,34301
1.000,10.000,12.000,60.000,100000.000,1000.000,37473
1.000,10.000,12.000,60.000,100000.000,10000.000,37089
1.000,10.000,12.000,60.000,100000.000,100000.000,37407
1.000,10.000,12.000,60.000,1000000.000,1000.000,36737
1.000,10.000,12.000,60.000,1000000.000,10000.000,38399
1.000,10.000,12.000,60.000,1000000.000,100000.000,37168
1.000,10.000,12.000,60.000,2000000.000,1000.000,36697
1.000,10.000,12.000,60.000,2000000.000,10000.000,37574
1.000,10.000,12.000,60.000,2000000.000,100000.000,37672
1.000,10.000,12.000,60.000,10000000.000,1000.000,35668
1.000,10.000,12.000,60.000,10000000.000,10000.000,35408
1.000,10.000,12.000,60.000,10000000.000,100000.000,36101
1.000,10.000,12.000,120.000,100000.000,1000.000,35846
1.000,10.000,12.000,120.000,100000.000,10000.000,36520
1.000,10.000,12.000,120.000,100000.000,100000.000,36346
1.000,10.000,12.000,120.000,1000000.000,1000.000,37165
1.000,10.000,12.000,120.000,1000000.000,10000.000,38031
1.000,10.000,12.000,120.000,1000000.000,100000.000,37801
1.000,10.000,12.000,120.000,2000000.000,1000.000,36759
1.000,10.000,12.000,120.000,2000000.000,10000.000,37285
1.000,10.000,12.000,120.000,2000000.000,100000.000,36540
1.000,10.000,12.000,120.000,10000000.000,1000.000,33507
1.000,10.000,12.000,120.000,10000000.000,10000.000,35409
1.000,10.000,12.000,120.000,10000000.000,100000.000,35519
1.000,10.000,12.000,300.000,100000.000,1000.000,37740
1.000,10.000,12.000,300.000,100000.000,10000.000,37614
1.000,10.000,12.000,300.000,100000.000,100000.000,37558
1.000,10.000,12.000,300.000,1000000.000,1000.000,38290
1.000,10.000,12.000,300.000,1000000.000,10000.000,37448
1.000,10.000,12.000,300.000,1000000.000,100000.000,37170
1.000,10.000,12.000,300.000,2000000.000,1000.000,37940
1.000,10.000,12.000,300.000,2000000.000,10000.000,36631
1.000,10.000,12.000,300.000,2000000.000,100000.000,37680
1.000,10.000,12.000,300.000,10000000.000,1000.000,35561
1.000,10.000,12.000,300.000,10000000.000,10000.000,36515
1.000,10.000,12.000,300.000,10000000.000,100000.000,35364
1.000,10.000,15.000,1.000,100000.000,1000.000,35784
1.000,10.000,15.000,1.000,100000.000,10000.000,36880
1.000,10.000,15.000,1.000,100000.000,100000.000,36158
1.000,10.000,15.000,1.000,1000000.000,1000.000,35445
1.000,10.000,15.000,1.000,1000000.000,10000.000,34742
1.000,10.000,15.000,1.000,1000000.000,100000.000,35531
1.000,10.000,15.000,1.000,2000000.000,1000.000,32903
1.000,10.000,15.000,1.000,2000000.000,10000.000,34860
1.000,10.000,15.000,1.000,2000000.000,100000.000,34314
1.000,10.000,15.000,1.000,10000000.000,1000.000,19328
1.000,10.000,15.000,1.000,10000000.000,10000.000,18370
1.000,10.000,15.000,1.000,10000000.000,100000.000,20135
1.000,10.000,15.000,10.000,100000.000,1000.000,36832
1.000,10.000,15.000,10.000,100000.000,10000.000,36603
1.000,10.000,15.000,10.000,100000.000,100000.000,37988
1.000,10.000,15.000,10.000,1000000.000,1000.000,37373
1.000,10.000,15.000,10.000,1000000.000,10000.000,37770
1.000,10.000,15.000,10.000,1000000.000,100000.000,36865
1.000,10.000,15.000,10.000,2000000.000,1000.000,37537
1.000,10.000,15.000,10.000,2000000.000,10000.000,36096
1.000,10.000,15.000,10.000,2000000.000,100000.000,37197
1.000,10.000,15.000,10.000,10000000.000,1000.000,32014
1.000,10.000,15.000,10.000,10000000.000,10000.000,34365
1.000,10.000,15.000,10.000,10000000.000,100000.000,33366
1.000,10.000,15.000,60.000,100000.000,1000.000,33633
1.000,10.000,15.000,60.000,100000.000,10000.000,37881
1.000,10.000,15.000,60.000,100000.000,100000.000,37592
1.000,10.000,15.000,60.000,1000000.000,1000.000,37289
1.000,10.000,15.000,60.000,1000000.000,10000.000,35994
1.000,10.000,15.000,60.000,1000000.000,100000.000,36347
1.000,10.000,15.000,60.000,2000000.000,1000.000,36737
1.000,10.000,15.000,60.000,2000000.000,10000.000,35363
1.000,10.000,15.000,60.000,2000000.000,100000.000,37817
1.000,10.000,15.000,60.000,10000000.000,1000.000,36695
1.000,10.000,15.000,60.000,10000000.000,10000.000,34614
1.000,10.000,15.000,60.000,10000000.000,100000.000,34801
1.000,10.000,15.000,120.000,100000.000,1000.000,37312
1.000,10.000,15.000,120.000,100000.000,10000.000,36440
1.000,10.000,15.000,120.000,100000.000,100000.000,36877
1.000,10.000,15.000,120.000,1000000.000,1000.000,36736
1.000,10.000,15.000,120.000,1000000.000,10000.000,36303
1.000,10.000,15.000,120.000,1000000.000,100000.000,36304
1.000,10.000,15.000,120.000,2000000.000,1000.000,36991
1.000,10.000,15.000,120.000,2000000.000,10000.000,36783
1.000,10.000,15.000,120.000,2000000.000,100000.000,36238
1.000,10.000,15.000,120.000,10000000.000,1000.000,33446
1.000,10.000,15.000,120.000,10000000.000,10000.000,33963
1.000,10.000,15.000,120.000,10000000.000,100000.000,36128
1.000,10.000,15.000,300.000,100000.000,1000.000,37499
1.000,10.000,15.000,300.000,100000.000,10000.000,37141
1.000,10.000,15.000,300.000,100000.000,100000.000,37479
1.000,10.000,15.000,300.000,1000000.000,1000.000,37064
1.000,10.000,15.000,300.000,1000000.000,10000.000,36886
1.000,10.000,15.000,300.000,1000000.000,100000.000,37356
1.000,10.000,15.000,300.000,2000000.000,1000.000,36750
1.000,10.000,15.000,300.000,2000000.000,10000.000,37030
1.000,10.000,15.000,300.000,2000000.000,100000.000,36197
1.000,10.000,15.000,300.000,10000000.000,1000.000,36549
1.000,10.000,15.000,300.000,10000000.000,10000.000,36442
1.000,10.000,15.000,300.000,10000000.000,100000.000,37533
1.000,10.000,18.000,1.000,100000.000,1000.000,35684
1.000,10.000,18.000,1.000,100000.000,10000.000,34974
1.000,10.000,18.000,1.000,100000.000,100000.000,36513
1.000,10.000,18.000,1.000,1000000.000,1000.000,35812
1.000,10.000,18.000,1.000,1000000.000,10000.000,35759
1.000,10.000,18.000,1.000,1000000.000,100000.000,35751
1.000,10.000,18.000,1.000,2000000.000,1000.000,33076
1.000,10.000,18.000,1.000,2000000.000,10000.000,35306
1.000,10.000,18.000,1.000,2000000.000,100000.000,33251
1.000,10.000,18.000,1.000,10000000.000,1000.000,17499
1.000,10.000,18.000,1.000,10000000.000,10000.000,17792
1.000,10.000,18.000,1.000,10000000.000,100000.000,16499
1.000,10.000,18.000,10.000,100000.000,1000.000,38034
1.000,10.000,18.000,10.000,100000.000,10000.000,35698
1.000,10.000,18.000,10.000,100000.000,100000.000,37873
1.000,10.000,18.000,10.000,1000000.000,1000.000,36401
1.000,10.000,18.000,10.000,1000000.000,10000.000,35673
1.000,10.000,18.000,10.000,1000000.000,100000.000,36979
1.000,10.000,18.000,10.000,2000000.000,1000.000,36733
1.000,10.000,18.000,10.000,2000000.000,10000.000,35915
1.000,10.000,18.000,10.000,2000000.000,100000.000,34445
1.000,10.000,18.000,10.000,10000000.000,1000.000,32089
1.000,10.000,18.000,10.000,10000000.000,10000.000,32951
1.000,10.000,18.000,10.000,10000000.000,100000.000,31948
1.000,10.000,18.000,60.000,100000.000,1000.000,36649
1.000,10.000,18.000,60.000,100000.000,10000.000,36893
1.000,10.000,18.000,60.000,100000.000,100000.000,37167
1.000,10.000,18.000,60.000,1000000.000,1000.000,36699
1.000,10.000,18.000,60.000,1000000.000,10000.000,37263
1.000,10.000,18.000,60.000,1000000.000,100000.000,36330
1.000,10.000,18.000,60.000,2000000.000,1000.000,36401
1.000,10.000,18.000,60.000,2000000.000,10000.000,34832
1.000,10.000,18.000,60.000,2000000.000,100000.000,34555
1.000,10.000,18.000,60.000,10000000.000,1000.000,34386
1.000,10.000,18.000,60.000,10000000.000,10000.000,34816
1.000,10.000,18.000,60.000,10000000.000,100000.000,34572
1.000,10.000,18.000,120.000,100000.000,1000.000,37196
1.000,10.000,18.000,120.000,100000.000,10000.000,36228
1.000,10.000,18.000,120.000,100000.000,100000.000,37037
1.000,10.000,18.000,120.000,1000000.000,1000.000,35870
1.000,10.000,18.000,120.000,1000000.000,10000.000,36001
1.000,10.000,18.000,120.000,1000000.000,100000.000,36741
1.000,10.000,18.000,120.000,2000000.000,1000.000,35997
1.000,10.000,18.000,120.000,2000000.000,10000.000,34926
