spouts,max_spout,sorters,emit_freq,chunk_size,message_size,latency
1.000,10.000,1.000,120.000,100000.000,10000.000,8.645
1.000,10.000,1.000,120.000,100000.000,100000.000,73.396
1.000,10.000,1.000,120.000,1000000.000,1000.000,3.9642
1.000,10.000,1.000,120.000,1000000.000,10000.000,9.7595
1.000,10.000,1.000,120.000,1000000.000,100000.000,64.184
1.000,10.000,1.000,120.000,2000000.000,1000.000,3.6288
1.000,10.000,1.000,120.000,2000000.000,10000.000,8.637
1.000,10.000,1.000,120.000,2000000.000,100000.000,70.385
1.000,10.000,1.000,120.000,10000000.000,1000.000,3.6521
1.000,10.000,1.000,120.000,10000000.000,10000.000,10.399
1.000,10.000,1.000,120.000,10000000.000,100000.000,78.21
1.000,10.000,1.000,300.000,100000.000,1000.000,3.4037
1.000,10.000,1.000,300.000,100000.000,10000.000,8.4771
1.000,10.000,1.000,300.000,100000.000,100000.000,68.858
1.000,10.000,1.000,300.000,1000000.000,1000.000,3.6102
1.000,10.000,1.000,300.000,1000000.000,10000.000,8.9053
1.000,10.000,1.000,300.000,1000000.000,100000.000,70.905
1.000,10.000,1.000,300.000,2000000.000,1000.000,3.5715
1.000,10.000,1.000,300.000,2000000.000,10000.000,9.8958
1.000,10.000,1.000,300.000,2000000.000,100000.000,80.725
1.000,10.000,1.000,300.000,10000000.000,1000.000,3.6827
1.000,10.000,1.000,300.000,10000000.000,10000.000,12.432
1.000,10.000,1.000,300.000,10000000.000,100000.000,83.837
1.000,10.000,2.000,1.000,100000.000,1000.000,4.0268
1.000,10.000,2.000,1.000,100000.000,10000.000,15.595
1.000,10.000,2.000,1.000,100000.000,100000.000,128
1.000,10.000,2.000,1.000,1000000.000,1000.000,5.0291
1.000,10.000,2.000,1.000,1000000.000,10000.000,18.804
1.000,10.000,2.000,1.000,1000000.000,100000.000,137.53
1.000,10.000,2.000,1.000,2000000.000,1000.000,5.156
1.000,10.000,2.000,1.000,2000000.000,10000.000,23.5
1.000,10.000,2.000,1.000,2000000.000,100000.000,152.7
1.000,10.000,2.000,1.000,10000000.000,1000.000,5.6128
1.000,10.000,2.000,1.000,10000000.000,10000.000,25.679
1.000,10.000,2.000,1.000,10000000.000,100000.000,178.61
1.000,10.000,2.000,10.000,100000.000,1000.000,3.6416
1.000,10.000,2.000,10.000,100000.000,10000.000,8.8329
1.000,10.000,2.000,10.000,100000.000,100000.000,88.188
1.000,10.000,2.000,10.000,1000000.000,1000.000,3.394
1.000,10.000,2.000,10.000,1000000.000,10000.000,10.637
1.000,10.000,2.000,10.000,1000000.000,100000.000,80.847
1.000,10.000,2.000,10.000,2000000.000,1000.000,3.4625
1.000,10.000,2.000,10.000,2000000.000,10000.000,9.3814
1.000,10.000,2.000,10.000,2000000.000,100000.000,73.145
1.000,10.000,2.000,10.000,10000000.000,1000.000,3.7329
1.000,10.000,2.000,10.000,10000000.000,10000.000,11.198
1.000,10.000,2.000,10.000,10000000.000,100000.000,98.881
1.000,10.000,2.000,60.000,100000.000,1000.000,3.2159
1.000,10.000,2.000,60.000,100000.000,10000.000,7.9952
1.000,10.000,2.000,60.000,100000.000,100000.000,65.079
1.000,10.000,2.000,60.000,1000000.000,1000.000,3.585
1.000,10.000,2.000,60.000,1000000.000,10000.000,8.4112
1.000,10.000,2.000,60.000,1000000.000,100000.000,65.76
1.000,10.000,2.000,60.000,2000000.000,1000.000,3.5835
1.000,10.000,2.000,60.000,2000000.000,10000.000,8.5012
1.000,10.000,2.000,60.000,2000000.000,100000.000,75.165
1.000,10.000,2.000,60.000,10000000.000,1000.000,3.4447
1.000,10.000,2.000,60.000,10000000.000,10000.000,10
1.000,10.000,2.000,60.000,10000000.000,100000.000,83.818
1.000,10.000,2.000,120.000,100000.000,1000.000,3.5464
1.000,10.000,2.000,120.000,100000.000,10000.000,8.5318
1.000,10.000,2.000,120.000,100000.000,100000.000,69.778
1.000,10.000,2.000,120.000,1000000.000,1000.000,3.6629
1.000,10.000,2.000,120.000,1000000.000,10000.000,8.1541
1.000,10.000,2.000,120.000,1000000.000,100000.000,68.837
1.000,10.000,2.000,120.000,2000000.000,1000.000,3.6476
1.000,10.000,2.000,120.000,2000000.000,10000.000,8.7319
1.000,10.000,2.000,120.000,2000000.000,100000.000,69.313
1.000,10.000,2.000,120.000,10000000.000,1000.000,3.979
1.000,10.000,2.000,120.000,10000000.000,10000.000,9.8389
1.000,10.000,2.000,120.000,10000000.000,100000.000,84.449
1.000,10.000,2.000,300.000,100000.000,1000.000,3.555
1.000,10.000,2.000,300.000,100000.000,10000.000,7.821
1.000,10.000,2.000,300.000,100000.000,100000.000,60.38
1.000,10.000,2.000,300.000,1000000.000,1000.000,3.2435
1.000,10.000,2.000,300.000,1000000.000,10000.000,9.2364
1.000,10.000,2.000,300.000,1000000.000,100000.000,73.012
1.000,10.000,2.000,300.000,2000000.000,1000.000,3.3671
1.000,10.000,2.000,300.000,2000000.000,10000.000,8.8802
1.000,10.000,2.000,300.000,2000000.000,100000.000,81.577
1.000,10.000,2.000,300.000,10000000.000,1000.000,3.5085
1.000,10.000,2.000,300.000,10000000.000,10000.000,10.736
1.000,10.000,2.000,300.000,10000000.000,100000.000,85.027
1.000,10.000,3.000,1.000,100000.000,1000.000,2.091
1.000,10.000,3.000,1.000,100000.000,10000.000,2
1.000,10.000,3.000,1.000,100000.000,100000.000,2.0452
1.000,10.000,3.000,1.000,1000000.000,1000.000,2.1
1.000,10.000,3.000,1.000,1000000.000,10000.000,2.0339
1.000,10.000,3.000,1.000,1000000.000,100000.000,2.0216
1.000,10.000,3.000,1.000,2000000.000,1000.000,2.1
1.000,10.000,3.000,1.000,2000000.000,10000.000,2.1
1.000,10.000,3.000,1.000,2000000.000,100000.000,2.1333
1.000,10.000,3.000,1.000,10000000.000,1000.000,2.6917
1.000,10.000,3.000,1.000,10000000.000,10000.000,2.6655
1.000,10.000,3.000,1.000,10000000.000,100000.000,2.5313
1.000,10.000,3.000,10.000,100000.000,1000.000,2
1.000,10.000,3.000,10.000,100000.000,10000.000,2
1.000,10.000,3.000,10.000,100000.000,100000.000,2.0036
1.000,10.000,3.000,10.000,1000000.000,1000.000,1.9679
1.000,10.000,3.000,10.000,1000000.000,10000.000,1.928
1.000,10.000,3.000,10.000,1000000.000,100000.000,2.0006
1.000,10.000,3.000,10.000,2000000.000,1000.000,1.9659
1.000,10.000,3.000,10.000,2000000.000,10000.000,1.9772
1.000,10.000,3.000,10.000,2000000.000,100000.000,2.0083
1.000,10.000,3.000,10.000,10000000.000,1000.000,2.1963
1.000,10.000,3.000,10.000,10000000.000,10000.000,2.1371
1.000,10.000,3.000,10.000,10000000.000,100000.000,2.2464
1.000,10.000,3.000,60.000,100000.000,1000.000,2
1.000,10.000,3.000,60.000,100000.000,10000.000,2
1.000,10.000,3.000,60.000,100000.000,100000.000,2
1.000,10.000,3.000,60.000,1000000.000,1000.000,2
1.000,10.000,3.000,60.000,1000000.000,10000.000,1.9595
1.000,10.000,3.000,60.000,1000000.000,100000.000,2
1.000,10.000,3.000,60.000,2000000.000,1000.000,2.0269
1.000,10.000,3.000,60.000,2000000.000,10000.000,1.9509
1.000,10.000,3.000,60.000,2000000.000,100000.000,2.0458
1.000,10.000,3.000,60.000,10000000.000,1000.000,2.0145
1.000,10.000,3.000,60.000,10000000.000,10000.000,2.3169
1.000,10.000,3.000,60.000,10000000.000,100000.000,2.2148
1.000,10.000,3.000,120.000,100000.000,1000.000,2.0216
1.000,10.000,3.000,120.000,100000.000,10000.000,2
1.000,10.000,3.000,120.000,100000.000,100000.000,2
1.000,10.000,3.000,120.000,1000000.000,1000.000,2.0114
1.000,10.000,3.000,120.000,1000000.000,10000.000,2.22
1.000,10.000,3.000,120.000,1000000.000,100000.000,1.9
1.000,10.000,3.000,120.000,2000000.000,1000.000,2.0101
1.000,10.000,3.000,120.000,2000000.000,10000.000,1.9341
1.000,10.000,3.000,120.000,2000000.000,100000.000,1.9218
1.000,10.000,3.000,120.000,10000000.000,1000.000,2.1881
1.000,10.000,3.000,120.000,10000000.000,10000.000,2.3671
1.000,10.000,3.000,120.000,10000000.000,100000.000,2.352
1.000,10.000,3.000,300.000,100000.000,1000.000,2
1.000,10.000,3.000,300.000,100000.000,10000.000,1.9411
1.000,10.000,3.000,300.000,100000.000,100000.000,2
1.000,10.000,3.000,300.000,1000000.000,1000.000,2.0048
1.000,10.000,3.000,300.000,1000000.000,10000.000,2
1.000,10.000,3.000,300.000,1000000.000,100000.000,1.9653
1.000,10.000,3.000,300.000,2000000.000,1000.000,2.0518
1.000,10.000,3.000,300.000,2000000.000,10000.000,1.9115
1.000,10.000,3.000,300.000,2000000.000,100000.000,2.0488
1.000,10.000,3.000,300.000,10000000.000,1000.000,2.0894
1.000,10.000,3.000,300.000,10000000.000,10000.000,2.4295
1.000,10.000,3.000,300.000,10000000.000,100000.000,2.2921
1.000,10.000,6.000,1.000,100000.000,1000.000,2.472
1.000,10.000,6.000,1.000,100000.000,10000.000,2.156
1.000,10.000,6.000,1.000,100000.000,100000.000,2.0297
1.000,10.000,6.000,1.000,1000000.000,1000.000,2.3425
1.000,10.000,6.000,1.000,1000000.000,10000.000,2.4231
1.000,10.000,6.000,1.000,1000000.000,100000.000,2.1
1.000,10.000,6.000,1.000,2000000.000,1000.000,2.19
1.000,10.000,6.000,1.000,2000000.000,10000.000,2.1435
1.000,10.000,6.000,1.000,2000000.000,100000.000,2.1433
1.000,10.000,6.000,1.000,10000000.000,1000.000,3.3012
1.000,10.000,6.000,1.000,10000000.000,10000.000,3.3667
1.000,10.000,6.000,1.000,10000000.000,100000.000,2.7574
1.000,10.000,6.000,10.000,100000.000,1000.000,2
1.000,10.000,6.000,10.000,100000.000,10000.000,2
1.000,10.000,6.000,10.000,100000.000,100000.000,1.9786
1.000,10.000,6.000,10.000,1000000.000,1000.000,2.0357
1.000,10.000,6.000,10.000,1000000.000,10000.000,1.9707
1.000,10.000,6.000,10.000,1000000.000,100000.000,2.3131
1.000,10.000,6.000,10.000,2000000.000,1000.000,2
1.000,10.000,6.000,10.000,2000000.000,10000.000,2.0121
1.000,10.000,6.000,10.000,2000000.000,100000.000,2
1.000,10.000,6.000,10.000,10000000.000,1000.000,2.3199
1.000,10.000,6.000,10.000,10000000.000,10000.000,2.6764
1.000,10.000,6.000,10.000,10000000.000,100000.000,2.4156
1.000,10.000,6.000,60.000,100000.000,1000.000,2.2629
1.000,10.000,6.000,60.000,100000.000,10000.000,2.3329
1.000,10.000,6.000,60.000,100000.000,100000.000,1.9707
1.000,10.000,6.000,60.000,1000000.000,1000.000,2.0289
1.000,10.000,6.000,60.000,1000000.000,10000.000,2.0399
1.000,10.000,6.000,60.000,1000000.000,100000.000,2
1.000,10.000,6.000,60.000,2000000.000,1000.000,2.0121
1.000,10.000,6.000,60.000,2000000.000,10000.000,2.0138
1.000,10.000,6.000,60.000,2000000.000,100000.000,1.9946
1.000,10.000,6.000,60.000,10000000.000,1000.000,2.3309
1.000,10.000,6.000,60.000,10000000.000,10000.000,2.0853
1.000,10.000,6.000,60.000,10000000.000,100000.000,2.3382
1.000,10.000,6.000,120.000,100000.000,1000.000,2.2406
1.000,10.000,6.000,120.000,100000.000,10000.000,1.9512
1.000,10.000,6.000,120.000,100000.000,100000.000,2
1.000,10.000,6.000,120.000,1000000.000,1000.000,1.9886
1.000,10.000,6.000,120.000,1000000.000,10000.000,2.0067
1.000,10.000,6.000,120.000,1000000.000,100000.000,2.0006
1.000,10.000,6.000,120.000,2000000.000,1000.000,2.3422
1.000,10.000,6.000,120.000,2000000.000,10000.000,1.9869
1.000,10.000,6.000,120.000,2000000.000,100000.000,1.9641
1.000,10.000,6.000,120.000,10000000.000,1000.000,2.1832
1.000,10.000,6.000,120.000,10000000.000,10000.000,2.5804
1.000,10.000,6.000,120.000,10000000.000,100000.000,2.5689
1.000,10.000,6.000,300.000,100000.000,1000.000,1.9
1.000,10.000,6.000,300.000,100000.000,10000.000,1.9115
1.000,10.000,6.000,300.000,100000.000,100000.000,1.9524
1.000,10.000,6.000,300.000,1000000.000,1000.000,2
1.000,10.000,6.000,300.000,1000000.000,10000.000,2.0226
1.000,10.000,6.000,300.000,1000000.000,100000.000,2.0102
1.000,10.000,6.000,300.000,2000000.000,1000.000,2.0982
1.000,10.000,6.000,300.000,2000000.000,10000.000,1.9466
1.000,10.000,6.000,300.000,2000000.000,100000.000,2.1735
1.000,10.000,6.000,300.000,10000000.000,1000.000,2.6339
1.000,10.000,6.000,300.000,10000000.000,10000.000,2.76
1.000,10.000,6.000,300.000,10000000.000,100000.000,2.0424
1.000,10.000,9.000,1.000,100000.000,1000.000,2.0945
1.000,10.000,9.000,1.000,100000.000,10000.000,2
1.000,10.000,9.000,1.000,100000.000,100000.000,2.0018
1.000,10.000,9.000,1.000,1000000.000,1000.000,2.3494
1.000,10.000,9.000,1.000,1000000.000,10000.000,2.5222
1.000,10.000,9.000,1.000,1000000.000,100000.000,2.0695
1.000,10.000,9.000,1.000,2000000.000,1000.000,2.547
1.000,10.000,9.000,1.000,2000000.000,10000.000,2.3422
1.000,10.000,9.000,1.000,2000000.000,100000.000,2.1981
1.000,10.000,9.000,1.000,10000000.000,1000.000,3.6012
1.000,10.000,9.000,1.000,10000000.000,10000.000,3.5096
1.000,10.000,9.000,1.000,10000000.000,100000.000,3.4209
1.000,10.000,9.000,10.000,100000.000,1000.000,2.1235
1.000,10.000,9.000,10.000,100000.000,10000.000,2.3072
1.000,10.000,9.000,10.000,100000.000,100000.000,2.2515
1.000,10.000,9.000,10.000,1000000.000,1000.000,2.0142
1.000,10.000,9.000,10.000,1000000.000,10000.000,2.0183
1.000,10.000,9.000,10.000,1000000.000,100000.000,2.0084
1.000,10.000,9.000,10.000,2000000.000,1000.000,2.3524
1.000,10.000,9.000,10.000,2000000.000,10000.000,2.0814
1.000,10.000,9.000,10.000,2000000.000,100000.000,2.3416
1.000,10.000,9.000,10.000,10000000.000,1000.000,2.4107
1.000,10.000,9.000,10.000,10000000.000,10000.000,2.5765
1.000,10.000,9.000,10.000,10000000.000,100000.000,2.5576
1.000,10.000,9.000,60.000,100000.000,1000.000,1.9643
1.000,10.000,9.000,60.000,100000.000,10000.000,2.1012
1.000,10.000,9.000,60.000,100000.000,100000.000,2.0349
1.000,10.000,9.000,60.000,1000000.000,1000.000,2.2994
1.000,10.000,9.000,60.000,1000000.000,10000.000,2.6327
1.000,10.000,9.000,60.000,1000000.000,100000.000,2.1795
1.000,10.000,9.000,60.000,2000000.000,1000.000,2.0818
1.000,10.000,9.000,60.000,2000000.000,10000.000,2.0524
1.000,10.000,9.000,60.000,2000000.000,100000.000,2.4298
1.000,10.000,9.000,60.000,10000000.000,1000.000,3.0873
1.000,10.000,9.000,60.000,10000000.000,10000.000,2.3226
1.000,10.000,9.000,60.000,10000000.000,100000.000,2.5393
1.000,10.000,9.000,120.000,100000.000,1000.000,2.0066
1.000,10.000,9.000,120.000,100000.000,10000.000,2
1.000,10.000,9.000,120.000,100000.000,100000.000,2
1.000,10.000,9.000,120.000,1000000.000,1000.000,2
1.000,10.000,9.000,120.000,1000000.000,10000.000,2.053
1.000,10.000,9.000,120.000,1000000.000,100000.000,2.0456
1.000,10.000,9.000,120.000,2000000.000,1000.000,2.0567
1.000,10.000,9.000,120.000,2000000.000,10000.000,2.0351
1.000,10.000,9.000,120.000,2000000.000,100000.000,2.2964
1.000,10.000,9.000,120.000,10000000.000,1000.000,2.2571
1.000,10.000,9.000,120.000,10000000.000,10000.000,2.7953
1.000,10.000,9.000,120.000,10000000.000,100000.000,2.4805
1.000,10.000,9.000,300.000,100000.000,1000.000,2
1.000,10.000,9.000,300.000,100000.000,10000.000,2.0179
1.000,10.000,9.000,300.000,100000.000,100000.000,2
1.000,10.000,9.000,300.000,1000000.000,1000.000,2.1671
1.000,10.000,9.000,300.000,1000000.000,10000.000,2.2605
1.000,10.000,9.000,300.000,1000000.000,100000.000,2.0491
1.000,10.000,9.000,300.000,2000000.000,1000.000,2
1.000,10.000,9.000,300.000,2000000.000,10000.000,2.0604
1.000,10.000,9.000,300.000,2000000.000,100000.000,2.1089
1.000,10.000,9.000,300.000,10000000.000,1000.000,2.414
1.000,10.000,9.000,300.000,10000000.000,10000.000,2.2132
1.000,10.000,9.000,300.000,10000000.000,100000.000,2.1701
1.000,10.000,12.000,1.000,100000.000,1000.000,2.1
1.000,10.000,12.000,1.000,100000.000,10000.000,2.0079
1.000,10.000,12.000,1.000,100000.000,100000.000,2.2571
1.000,10.000,12.000,1.000,1000000.000,1000.000,2.4618
1.000,10.000,12.000,1.000,1000000.000,10000.000,2.409
1.000,10.000,12.000,1.000,1000000.000,100000.000,2.1411
1.000,10.000,12.000,1.000,2000000.000,1000.000,2.3832
1.000,10.000,12.000,1.000,2000000.000,10000.000,2.3072
1.000,10.000,12.000,1.000,2000000.000,100000.000,2.3787
1.000,10.000,12.000,1.000,10000000.000,1000.000,4.9708
1.000,10.000,12.000,1.000,10000000.000,10000.000,3.8438
1.000,10.000,12.000,1.000,10000000.000,100000.000,4.3922
1.000,10.000,12.000,10.000,100000.000,1000.000,2.0518
1.000,10.000,12.000,10.000,100000.000,10000.000,2.1
1.000,10.000,12.000,10.000,100000.000,100000.000,2.0567
1.000,10.000,12.000,10.000,1000000.000,1000.000,2.0339
1.000,10.000,12.000,10.000,1000000.000,10000.000,2.2843
1.000,10.000,12.000,10.000,1000000.000,100000.000,2.122
1.000,10.000,12.000,10.000,2000000.000,1000.000,2.2976
1.000,10.000,12.000,10.000,2000000.000,10000.000,2.1278
1.000,10.000,12.000,10.000,2000000.000,100000.000,2.0795
1.000,10.000,12.000,10.000,10000000.000,1000.000,2.6673
1.000,10.000,12.000,10.000,10000000.000,10000.000,2.4969
1.000,10.000,12.000,10.000,10000000.000,100000.000,3.091
1.000,10.000,12.000,60.000,100000.000,1000.000,2.0157
1.000,10.000,12.000,60.000,100000.000,10000.000,2.3271
1.000,10.000,12.000,60.000,100000.000,100000.000,2.0343
1.000,10.000,12.000,60.000,1000000.000,1000.000,2.2793
1.000,10.000,12.000,60.000,1000000.000,10000.000,2.1153
1.000,10.000,12.000,60.000,1000000.000,100000.000,2
1.000,10.000,12.000,60.000,2000000.000,1000.000,2.1814
1.000,10.000,12.000,60.000,2000000.000,10000.000,2.0976
1.000,10.000,12.000,60.000,2000000.000,100000.000,2.1916
1.000,10.000,12.000,60.000,10000000.000,1000.000,2.8196
1.000,10.000,12.000,60.000,10000000.000,10000.000,2.7867
1.000,10.000,12.000,60.000,10000000.000,100000.000,2.4771
1.000,10.000,12.000,120.000,100000.000,1000.000,2.0122
1.000,10.000,12.000,120.000,100000.000,10000.000,2.3163
1.000,10.000,12.000,120.000,100000.000,100000.000,2
1.000,10.000,12.000,120.000,1000000.000,1000.000,2.0286
1.000,10.000,12.000,120.000,1000000.000,10000.000,2
1.000,10.000,12.000,120.000,1000000.000,100000.000,2.2256
1.000,10.000,12.000,120.000,2000000.000,1000.000,2.1412
1.000,10.000,12.000,120.000,2000000.000,10000.000,2.1018
1.000,10.000,12.000,120.000,2000000.000,100000.000,2.2733
1.000,10.000,12.000,120.000,10000000.000,1000.000,2.769
1.000,10.000,12.000,120.000,10000000.000,10000.000,2.5905
1.000,10.000,12.000,120.000,10000000.000,100000.000,2.121
1.000,10.000,12.000,300.000,100000.000,1000.000,2
1.000,10.000,12.000,300.000,100000.000,10000.000,2.0723
1.000,10.000,12.000,300.000,100000.000,100000.000,2.5449
1.000,10.000,12.000,300.000,1000000.000,1000.000,2.1807
1.000,10.000,12.000,300.000,1000000.000,10000.000,2.0536
1.000,10.000,12.000,300.000,1000000.000,100000.000,1.9945
1.000,10.000,12.000,300.000,2000000.000,1000.000,2.3542
1.000,10.000,12.000,300.000,2000000.000,10000.000,2.1988
1.000,10.000,12.000,300.000,2000000.000,100000.000,2.1
1.000,10.000,12.000,300.000,10000000.000,1000.000,2.1361
1.000,10.000,12.000,300.000,10000000.000,10000.000,2.1826
1.000,10.000,12.000,300.000,10000000.000,100000.000,2.3586
1.000,10.000,15.000,1.000,100000.000,1000.000,2.0333
1.000,10.000,15.000,1.000,100000.000,10000.000,2.1
1.000,10.000,15.000,1.000,100000.000,100000.000,2
1.000,10.000,15.000,1.000,1000000.000,1000.000,2.2071
1.000,10.000,15.000,1.000,1000000.000,10000.000,2.2096
1.000,10.000,15.000,1.000,1000000.000,100000.000,2.3724
1.000,10.000,15.000,1.000,2000000.000,1000.000,2.3274
1.000,10.000,15.000,1.000,2000000.000,10000.000,2.455
1.000,10.000,15.000,1.000,2000000.000,100000.000,2.4798
1.000,10.000,15.000,1.000,10000000.000,1000.000,6.5856
1.000,10.000,15.000,1.000,10000000.000,10000.000,7.1202
1.000,10.000,15.000,1.000,10000000.000,100000.000,6.5994
1.000,10.000,15.000,10.000,100000.000,1000.000,2.1635
1.000,10.000,15.000,10.000,100000.000,10000.000,2.2776
1.000,10.000,15.000,10.000,100000.000,100000.000,2
1.000,10.000,15.000,10.000,1000000.000,1000.000,2.0619
1.000,10.000,15.000,10.000,1000000.000,10000.000,2.3361
1.000,10.000,15.000,10.000,1000000.000,100000.000,2.2861
1.000,10.000,15.000,10.000,2000000.000,1000.000,2.1952
1.000,10.000,15.000,10.000,2000000.000,10000.000,2.1307
1.000,10.000,15.000,10.000,2000000.000,100000.000,2.1084
1.000,10.000,15.000,10.000,10000000.000,1000.000,2.9904
1.000,10.000,15.000,10.000,10000000.000,10000.000,2.4536
1.000,10.000,15.000,10.000,10000000.000,100000.000,2.8006
1.000,10.000,15.000,60.000,100000.000,1000.000,2.1
1.000,10.000,15.000,60.000,100000.000,10000.000,2.038
1.000,10.000,15.000,60.000,100000.000,100000.000,2.1
1.000,10.000,15.000,60.000,1000000.000,1000.000,2.3238
1.000,10.000,15.000,60.000,1000000.000,10000.000,2.077
1.000,10.000,15.000,60.000,1000000.000,100000.000,2.1497
1.000,10.000,15.000,60.000,2000000.000,1000.000,2.3564
1.000,10.000,15.000,60.000,2000000.000,10000.000,2.1599
1.000,10.000,15.000,60.000,2000000.000,100000.000,2.1018
1.000,10.000,15.000,60.000,10000000.000,1000.000,2.991
1.000,10.000,15.000,60.000,10000000.000,10000.000,4.521
1.000,10.000,15.000,60.000,10000000.000,100000.000,2.5627
1.000,10.000,15.000,120.000,100000.000,1000.000,2.0262
1.000,10.000,15.000,120.000,100000.000,10000.000,2
1.000,10.000,15.000,120.000,100000.000,100000.000,2
1.000,10.000,15.000,120.000,1000000.000,1000.000,2.0607
1.000,10.000,15.000,120.000,1000000.000,10000.000,2.325
1.000,10.000,15.000,120.000,1000000.000,100000.000,2.1482
1.000,10.000,15.000,120.000,2000000.000,1000.000,2.2497
1.000,10.000,15.000,120.000,2000000.000,10000.000,2.1367
1.000,10.000,15.000,120.000,2000000.000,100000.000,2.3795
1.000,10.000,15.000,120.000,10000000.000,1000.000,3.0916
1.000,10.000,15.000,120.000,10000000.000,10000.000,3.1448
1.000,10.000,15.000,120.000,10000000.000,100000.000,2.4108
1.000,10.000,15.000,300.000,100000.000,1000.000,2.0244
1.000,10.000,15.000,300.000,100000.000,10000.000,2.0595
1.000,10.000,15.000,300.000,100000.000,100000.000,2
1.000,10.000,15.000,300.000,1000000.000,1000.000,2.0354
1.000,10.000,15.000,300.000,1000000.000,10000.000,2.2254
1.000,10.000,15.000,300.000,1000000.000,100000.000,2.1202
1.000,10.000,15.000,300.000,2000000.000,1000.000,2.6599
1.000,10.000,15.000,300.000,2000000.000,10000.000,2.2914
1.000,10.000,15.000,300.000,2000000.000,100000.000,2.1024
1.000,10.000,15.000,300.000,10000000.000,1000.000,2.3156
1.000,10.000,15.000,300.000,10000000.000,10000.000,2.7642
1.000,10.000,15.000,300.000,10000000.000,100000.000,2.1261
1.000,10.000,18.000,1.000,100000.000,1000.000,2.1
1.000,10.000,18.000,1.000,100000.000,10000.000,2.1384
1.000,10.000,18.000,1.000,100000.000,100000.000,2.383
1.000,10.000,18.000,1.000,1000000.000,1000.000,2.2283
1.000,10.000,18.000,1.000,1000000.000,10000.000,2.2114
1.000,10.000,18.000,1.000,1000000.000,100000.000,2.441
1.000,10.000,18.000,1.000,2000000.000,1000.000,2.6976
1.000,10.000,18.000,1.000,2000000.000,10000.000,2.6994
1.000,10.000,18.000,1.000,2000000.000,100000.000,2.3813
1.000,10.000,18.000,1.000,10000000.000,1000.000,7.2114
1.000,10.000,18.000,1.000,10000000.000,10000.000,8.8446
1.000,10.000,18.000,1.000,10000000.000,100000.000,7.2377
1.000,10.000,18.000,10.000,100000.000,1000.000,2.2988
1.000,10.000,18.000,10.000,100000.000,10000.000,2.012
1.000,10.000,18.000,10.000,100000.000,100000.000,2.3144
1.000,10.000,18.000,10.000,1000000.000,1000.000,2.3393
1.000,10.000,18.000,10.000,1000000.000,10000.000,2.0425
1.000,10.000,18.000,10.000,1000000.000,100000.000,2.1585
1.000,10.000,18.000,10.000,2000000.000,1000.000,2.4479
1.000,10.000,18.000,10.000,2000000.000,10000.000,2.3127
1.000,10.000,18.000,10.000,2000000.000,100000.000,2.4157
1.000,10.000,18.000,10.000,10000000.000,1000.000,3.3587
1.000,10.000,18.000,10.000,10000000.000,10000.000,2.8242
1.000,10.000,18.000,10.000,10000000.000,100000.000,3.1584
1.000,10.000,18.000,60.000,100000.000,1000.000,2.3174
