$time_passes,$gv0,$instcombine,$inline,$jump_threading,$simplifycfg,$sccp,$print_used_types,$ipsccp,$iv_users,$licm,$<Performance
1,0,1,1,0,1,0,1,0,1,0,226.57
1,0,1,1,0,1,0,0,1,0,0,228.466666666667
1,0,1,1,0,1,0,1,1,0,0,229.07
1,0,1,1,0,1,0,0,1,1,0,230.466666666667
1,0,1,1,0,1,0,1,1,1,0,230.793333333333
1,0,1,1,0,0,1,0,0,0,0,232.116666666667
1,0,1,1,0,0,1,0,0,1,0,226.883333333333
1,0,1,1,0,0,1,0,1,0,0,229.186666666667
1,0,0,0,0,1,0,0,0,1,0,200.38
1,0,1,1,0,0,1,0,1,1,0,229.643333333333
1,0,1,1,0,1,1,0,0,0,0,231.39
1,0,1,1,0,1,1,0,1,0,0,228.266666666667
1,0,1,1,0,1,1,0,0,1,0,231.253333333333
1,0,1,1,0,1,1,0,1,1,0,230.773333333333
1,0,1,1,0,0,1,1,0,0,0,232.76
1,0,1,1,0,0,1,1,0,1,0,227.19
1,0,1,1,0,1,1,1,0,0,0,229.123333333333
1,0,1,1,0,1,1,1,0,1,0,228.856666666667
1,0,1,1,0,0,1,1,1,0,0,230.686666666667
1,0,0,0,0,1,0,0,1,0,0,201.833333333333
1,0,1,1,0,1,1,1,1,0,0,230.943333333333
1,0,1,1,0,0,1,1,1,1,0,232.29
1,0,1,1,0,1,1,1,1,1,0,232.523333333333
1,0,1,0,1,0,0,0,0,0,0,234.08
1,0,1,0,1,0,0,0,0,1,0,217.093333333333
1,0,1,0,1,0,0,0,1,0,0,219.396666666667
1,0,1,0,1,0,0,0,1,1,0,219.746666666667
1,0,1,0,1,0,0,1,0,0,0,221.783333333333
1,0,1,0,1,0,0,1,1,0,0,217.9
1,0,1,0,1,0,0,1,0,1,0,220.863333333333
1,0,0,0,0,0,0,0,0,1,0,210.34
1,0,0,0,0,1,0,0,1,1,0,203.53
1,0,1,0,1,0,0,1,1,1,0,219.913333333333
1,0,1,0,1,0,1,0,0,0,0,222.823333333333
1,0,1,0,1,0,1,0,0,1,0,218.726666666667
1,0,1,0,1,0,1,1,0,0,0,221.056666666667
1,0,1,0,1,0,1,1,0,1,0,219.626666666667
1,0,1,0,1,0,1,0,1,0,0,221.623333333333
1,0,1,0,1,0,1,1,1,0,0,221.443333333333
1,0,1,0,1,0,1,0,1,1,0,222.366666666667
1,0,1,0,1,0,1,1,1,1,0,223.42
1,0,1,1,1,0,0,0,0,0,0,224.326666666667
1,0,0,0,0,1,1,0,0,0,0,205.206666666667
1,0,1,1,1,0,0,0,0,1,0,225.34
1,0,1,1,1,0,0,0,1,0,0,227.75
1,0,1,1,1,0,0,0,1,1,0,228.256666666667
1,0,1,1,1,0,1,0,0,0,0,230.08
1,0,1,1,1,0,1,0,1,0,0,227.733333333333
1,0,1,1,1,0,1,0,0,1,0,230.573333333333
1,0,1,1,1,0,1,0,1,1,0,230.14
1,0,1,1,1,0,0,1,0,0,0,232.143333333333
1,0,1,1,1,0,0,1,0,1,0,225.796666666667
1,0,1,1,1,0,1,1,0,0,0,227.53
1,0,0,0,0,1,1,0,1,0,0,202.063333333333
1,0,1,1,1,0,1,1,0,1,0,227.99
1,0,1,1,1,0,0,1,1,0,0,229.946666666667
1,0,1,1,1,0,1,1,1,0,0,229.56
1,0,1,1,1,0,0,1,1,1,0,231.686666666667
1,0,1,1,1,0,1,1,1,1,0,231.206666666667
1,0,1,0,1,1,0,0,0,0,0,233.276666666667
1,0,1,0,1,1,0,0,0,1,0,218.123333333333
1,0,1,0,1,1,0,0,1,0,0,220.37
1,0,1,0,1,1,0,0,1,1,0,220.803333333333
1,0,1,0,1,1,0,1,0,0,0,222.896666666667
1,0,0,0,0,1,1,0,0,1,0,205.363333333333
1,0,1,0,1,1,0,1,1,0,0,219.076666666667
1,0,1,0,1,1,0,1,0,1,0,221.86
1,0,1,0,1,1,0,1,1,1,0,220.976666666667
1,0,1,1,1,1,0,0,0,0,0,223.773333333333
1,0,1,1,1,1,0,0,0,1,0,226.746666666667
1,0,1,1,1,1,0,1,0,0,0,229.296666666667
1,0,1,1,1,1,0,1,0,1,0,227.286666666667
1,0,1,1,1,1,0,0,1,0,0,228.973333333333
1,0,1,1,1,1,0,1,1,0,0,229.68
1,0,1,1,1,1,0,0,1,1,0,230.823333333333
1,0,0,0,0,1,1,0,1,1,0,203.976666666667
1,0,1,1,1,1,0,1,1,1,0,231.196666666667
1,0,1,0,1,1,1,0,0,0,0,232.66
1,0,1,0,1,1,1,0,0,1,0,219.87
1,0,1,0,1,1,1,0,1,0,0,222.163333333333
1,0,1,0,1,1,1,0,1,1,0,222.556666666667
1,0,1,1,1,1,1,0,0,0,0,224.506666666667
1,0,1,1,1,1,1,0,1,0,0,229.206666666667
1,0,1,1,1,1,1,0,0,1,0,231.77
1,0,1,1,1,1,1,0,1,1,0,231.326666666667
1,0,1,0,1,1,1,1,0,0,0,233.276666666667
1,0,0,0,0,1,0,1,0,0,0,207.12
1,0,1,0,1,1,1,1,0,1,0,220.82
1,0,1,1,1,1,1,1,0,0,0,222.626666666667
1,0,1,1,1,1,1,1,0,1,0,229.553333333333
1,0,1,0,1,1,1,1,1,0,0,231.16
1,0,1,1,1,1,1,1,1,0,0,223.52
1,0,1,0,1,1,1,1,1,1,0,232.96
1,0,1,1,1,1,1,1,1,1,0,225.156666666667
1,1,0,0,0,0,0,0,0,0,0,234.68
1,1,0,0,0,0,0,0,0,1,0,219.153333333333
1,1,0,0,0,0,0,0,1,0,0,224.43
1,0,0,0,0,1,0,1,0,1,0,201.47
1,1,0,0,0,0,0,0,1,1,0,223.683333333333
1,1,0,0,0,0,0,1,0,0,0,227.853333333333
1,1,0,0,0,0,0,1,1,0,0,221.333333333333
1,1,0,0,0,0,0,1,0,1,0,224.733333333333
1,1,0,0,0,0,0,1,1,1,0,225.62
1,1,0,0,0,0,1,0,0,0,0,229.166666666667
1,1,0,0,0,0,1,0,0,1,0,221.25
1,1,0,0,0,0,1,1,0,0,0,226.503333333333
1,1,0,0,0,0,1,1,0,1,0,223.493333333333
1,1,0,0,0,0,1,0,1,0,0,227.78
1,0,0,0,0,1,1,1,0,0,0,203.19
1,1,0,0,0,0,1,1,1,0,0,225.503333333333
1,1,0,0,0,0,1,0,1,1,0,226.566666666667
1,1,0,0,0,0,1,1,1,1,0,229.79
1,1,0,0,0,1,0,0,0,0,0,230.74
1,1,0,0,0,1,0,0,0,1,0,222.236666666667
1,1,0,0,0,1,0,0,1,0,0,227.393333333333
1,1,0,0,0,1,0,0,1,1,0,225.413333333333
1,1,0,0,0,1,1,0,0,0,0,229.676666666667
1,1,0,0,0,1,1,0,1,0,0,224.336666666667
1,1,0,0,0,1,1,0,0,1,0,227.183333333333
1,0,0,0,0,1,1,1,0,1,0,203.19
1,1,0,0,0,1,1,0,1,1,0,229.243333333333
1,1,0,0,0,1,0,1,0,0,0,231.336666666667
1,1,0,0,0,1,0,1,0,1,0,223.213333333333
1,1,0,0,0,1,1,1,0,0,0,227.443333333333
1,1,0,0,0,1,1,1,0,1,0,225.26
1,1,0,0,0,1,0,1,1,0,0,229.313333333333
1,1,0,0,0,1,1,1,1,0,0,226.58
1,1,0,0,0,1,0,1,1,1,0,228.336666666667
1,1,0,0,0,1,1,1,1,1,0,230.653333333333
1,1,0,0,1,0,0,0,0,0,0,232.2
1,0,0,0,0,1,0,1,1,0,0,204.963333333333
1,1,0,0,1,0,0,0,0,1,0,221.606666666667
1,1,0,0,1,0,0,0,1,0,0,226.7
1,1,0,0,1,0,0,0,1,1,0,224.526666666667
1,1,0,0,1,0,0,1,0,0,0,228.936666666667
1,1,0,0,1,0,0,1,1,0,0,222.556666666667
1,1,0,0,1,0,0,1,0,1,0,225.686666666667
1,1,0,0,1,0,0,1,1,1,0,226.65
1,1,0,0,1,1,0,0,0,0,0,229.856666666667
1,1,0,0,1,1,0,0,0,1,0,223.013333333333
1,1,0,0,1,1,0,1,0,0,0,227.94
1,0,0,0,0,0,0,0,1,0,0,201.153333333333
1,0,0,0,0,1,1,1,1,0,0,204.73
1,1,0,0,1,1,0,1,0,1,0,223.976666666667
1,1,0,0,1,1,0,0,1,0,0,227.906666666667
1,1,0,0,1,1,0,1,1,0,0,226.086666666667
1,1,0,0,1,1,0,0,1,1,0,227.026666666667
1,1,0,0,1,1,0,1,1,1,0,230.313333333333
1,1,0,0,1,0,1,0,0,0,0,231.19
1,1,0,0,1,0,1,0,0,1,0,223.336666666667
1,1,0,0,1,0,1,0,1,0,0,228.283333333333
1,1,0,0,1,0,1,0,1,1,0,226.133333333333
1,1,0,0,1,1,1,0,0,0,0,230.59
1,0,0,0,0,1,0,1,1,1,0,206.426666666667
1,1,0,0,1,1,1,0,1,0,0,224.876666666667
1,1,0,0,1,1,1,0,0,1,0,227.64
1,1,0,0,1,1,1,0,1,1,0,229.816666666667
1,1,0,0,1,0,1,1,0,0,0,231.796666666667
1,1,0,0,1,0,1,1,0,1,0,224.296666666667
1,1,0,0,1,1,1,1,0,0,0,228.563333333333
1,1,0,0,1,1,1,1,0,1,0,225.773333333333
1,1,0,0,1,0,1,1,1,0,0,230.133333333333
1,1,0,0,1,1,1,1,1,0,0,227.12
1,1,0,0,1,0,1,1,1,1,0,228.716666666667
1,0,0,0,0,1,1,1,1,1,0,206.35
1,1,0,0,1,1,1,1,1,1,0,231.313333333333
1,1,1,0,0,0,0,0,0,0,0,232.7
1,1,1,0,0,0,0,0,0,1,0,234.87
1,1,1,0,0,0,0,0,1,0,0,240.163333333333
1,1,1,0,0,0,0,0,1,1,0,238.783333333333
1,1,1,0,0,0,0,1,0,0,0,242.916666666667
1,1,1,0,0,0,0,1,1,0,0,236.886666666667
1,1,1,0,0,0,0,1,0,1,0,239.656666666667
1,1,1,0,0,0,0,1,1,1,0,241.7
1,1,1,0,0,0,1,0,0,0,0,244.5
1,0,0,0,1,0,0,0,0,0,0,208.046666666667
1,1,1,0,0,0,1,0,0,1,0,237.75
1,1,1,0,0,0,1,1,0,0,0,242.786666666667
1,1,1,0,0,0,1,1,0,1,0,239.273333333333
1,1,1,0,0,0,1,0,1,0,0,243.366666666667
1,1,1,0,0,0,1,1,1,0,0,241.016666666667
1,1,1,0,0,0,1,0,1,1,0,241.97
1,1,1,0,0,0,1,1,1,1,0,245.156666666667
1,1,1,0,1,0,0,0,0,0,0,245.936666666667
1,1,1,0,1,0,0,0,0,1,0,238.096666666667
1,1,1,0,1,0,0,0,1,0,0,242.806666666667
1,0,0,0,1,0,0,0,0,1,0,199.683333333333
1,1,1,0,1,0,0,0,1,1,0,240.22
1,1,1,0,1,0,1,0,0,0,0,244.49
1,1,1,0,1,0,1,0,1,0,0,239.926666666667
1,1,1,0,1,0,1,0,0,1,0,242.086666666667
1,1,1,0,1,0,1,0,1,1,0,244.593333333333
1,1,1,0,1,0,0,1,0,0,0,246.026666666667
1,1,1,0,1,0,0,1,0,1,0,238.703333333333
1,1,1,0,1,0,1,1,0,0,0,242.56
1,1,1,0,1,0,1,1,0,1,0,240.406666666667
1,1,1,0,1,0,0,1,1,0,0,244.26
1,0,0,0,1,0,0,0,1,0,0,201.546666666667
1,1,1,0,1,0,1,1,1,0,0,241.326666666667
1,1,1,0,1,0,0,1,1,1,0,242.856666666667
1,1,1,0,1,0,1,1,1,1,0,245.22
1,1,1,0,0,1,0,0,0,0,0,246.756666666667
1,1,1,0,0,1,0,0,0,1,0,238.733333333333
1,1,1,0,0,1,0,0,1,0,0,243.523333333333
1,1,1,0,0,1,0,0,1,1,0,240.983333333333
1,1,1,0,0,1,0,1,0,0,0,244.73
1,1,1,0,0,1,0,1,1,0,0,239.366666666667
1,1,1,0,0,1,0,1,0,1,0,241.703333333333
1,0,0,0,1,0,0,0,1,1,0,202.933333333333
1,1,1,0,0,1,0,1,1,1,0,243.123333333333
1,1,1,0,1,1,0,0,0,0,0,245.756666666667
1,1,1,0,1,1,0,0,0,1,0,239.556666666667
1,1,1,0,1,1,0,1,0,0,0,244.283333333333
1,1,1,0,1,1,0,1,0,1,0,240.21
1,1,1,0,1,1,0,0,1,0,0,243.963333333333
1,1,1,0,1,1,0,1,1,0,0,241.826666666667
1,1,1,0,1,1,0,0,1,1,0,242.736666666667
1,1,1,0,1,1,0,1,1,1,0,245.7
1,1,1,0,0,1,1,0,0,0,0,246.48
1,0,0,0,1,0,0,1,0,0,0,204.686666666667
1,1,1,0,0,1,1,0,0,1,0,240.34
1,1,1,0,0,1,1,0,1,0,0,245.196666666667
1,1,1,0,0,1,1,0,1,1,0,242.426666666667
1,1,1,0,1,1,1,0,0,0,0,246.496666666667
1,1,1,0,1,1,1,0,1,0,0,241.233333333333
1,1,1,0,1,1,1,0,0,1,0,243.26
1,1,1,0,1,1,1,0,1,1,0,246.16
1,1,1,0,0,1,1,1,0,0,0,247.276666666667
1,1,1,0,0,1,1,1,0,1,0,240.983333333333
1,1,1,0,1,1,1,1,0,0,0,244.606666666667
1,0,0,0,1,0,0,1,1,0,0,200.82
1,1,1,0,1,1,1,1,0,1,0,241.78
1,1,1,0,0,1,1,1,1,0,0,245.596666666667
1,1,1,0,1,1,1,1,1,0,0,243.443333333333
1,1,1,0,0,1,1,1,1,1,0,244.233333333333
1,1,1,0,1,1,1,1,1,1,0,247.166666666667
1,1,0,1,0,0,0,0,0,0,0,248.016666666667
1,1,0,1,0,0,0,0,0,1,0,230.166666666667
1,1,0,1,0,0,0,0,1,0,0,236.243333333333
1,1,0,1,0,0,0,0,1,1,0,233.666666666667
1,1,0,1,0,0,0,1,0,0,0,238.62
1,0,0,0,1,0,0,1,0,1,0,204.05
1,1,0,1,0,0,0,1,1,0,0,231.036666666667
1,1,0,1,0,0,0,1,0,1,0,235.173333333333
1,1,0,1,0,0,0,1,1,1,0,235.92
1,1,0,1,0,0,1,0,0,0,0,239.976666666667
1,1,0,1,0,0,1,0,0,1,0,232.86
1,1,0,1,0,0,1,1,0,0,0,238.78
1,1,0,1,0,0,1,1,0,1,0,233.433333333333
1,1,0,1,0,0,1,0,1,0,0,238.253333333333
1,1,0,1,0,0,1,1,1,0,0,235.97
1,1,0,1,0,0,1,0,1,1,0,237.443333333333
1,0,0,0,0,0,0,0,1,1,0,202.233333333333
1,0,0,0,1,0,0,1,1,1,0,202.69
1,1,0,1,0,0,1,1,1,1,0,240.993333333333
1,1,0,1,0,1,0,0,0,0,0,242.156666666667
1,1,0,1,0,1,0,0,0,1,0,232.33
1,1,0,1,0,1,0,0,1,0,0,238.246666666667
1,1,0,1,0,1,0,0,1,1,0,235.346666666667
1,1,0,1,0,1,1,0,0,0,0,240.233333333333
1,1,0,1,0,1,1,0,1,0,0,234.653333333333
1,1,0,1,0,1,1,0,0,1,0,237.866666666667
1,1,0,1,0,1,1,0,1,1,0,240.986666666667
1,1,0,1,0,1,0,1,0,0,0,242.546666666667
1,0,0,0,1,1,0,0,0,0,0,205.946666666667
1,1,0,1,0,1,0,1,0,1,0,232.956666666667
1,1,0,1,0,1,1,1,0,0,0,237.69
1,1,0,1,0,1,1,1,0,1,0,235.533333333333
1,1,0,1,0,1,0,1,1,0,0,240.05
1,1,0,1,0,1,1,1,1,0,0,237.036666666667
1,1,0,1,0,1,0,1,1,1,0,239.32
1,1,0,1,0,1,1,1,1,1,0,241.57
1,1,1,1,0,0,0,0,0,0,0,244.03
1,1,1,1,0,0,0,0,0,1,0,244.91
1,1,1,1,0,0,0,0,1,0,0,251.58
1,0,0,0,1,1,0,0,0,1,0,200.923333333333
1,1,1,1,0,0,0,0,1,1,0,247.503333333333
1,1,1,1,0,0,0,1,0,0,0,253.053333333333
1,1,1,1,0,0,0,1,1,0,0,245.316666666667
1,1,1,1,0,0,0,1,0,1,0,248.97
1,1,1,1,0,0,0,1,1,1,0,250.62
1,1,1,1,0,1,0,0,0,0,0,253.963333333333
1,1,1,1,0,1,0,0,0,1,0,246.94
1,1,1,1,0,1,0,1,0,0,0,253.256666666667
1,1,1,1,0,1,0,1,0,1,0,247.266666666667
1,1,1,1,0,1,0,0,1,0,0,252.14
1,0,0,0,1,1,0,1,0,0,0,202.936666666667
1,1,1,1,0,1,0,1,1,0,0,249.566666666667
1,1,1,1,0,1,0,0,1,1,0,250.68
1,1,1,1,0,1,0,1,1,1,0,254.256666666667
1,1,1,1,0,0,1,0,0,0,0,255.473333333333
1,1,1,1,0,0,1,0,0,1,0,247.076666666667
1,1,1,1,0,0,1,0,1,0,0,253.636666666667
1,1,1,1,0,0,1,0,1,1,0,249.81
1,1,1,1,0,1,1,0,0,0,0,255.023333333333
1,1,1,1,0,1,1,0,1,0,0,249.116666666667
1,1,1,1,0,1,1,0,0,1,0,251.516666666667
1,0,0,0,1,1,0,1,0,1,0,201.973333333333
1,1,1,1,0,1,1,0,1,1,0,255.47
1,1,1,1,0,0,1,1,0,0,0,256.453333333333
1,1,1,1,0,0,1,1,0,1,0,247.716666666667
1,1,1,1,0,1,1,1,0,0,0,252.683333333333
1,1,1,1,0,1,1,1,0,1,0,249.343333333333
1,1,1,1,0,0,1,1,1,0,0,254.143333333333
1,1,1,1,0,1,1,1,1,0,0,251
1,1,1,1,0,0,1,1,1,1,0,252.58
1,1,1,1,0,1,1,1,1,1,0,256.183333333333
1,1,0,1,1,0,0,0,0,0,0,257.513333333333
1,0,0,0,1,1,0,0,1,0,0,203.933333333333
1,1,0,1,1,0,0,0,0,1,0,231.33
1,1,0,1,1,0,0,0,1,0,0,237.496666666667
1,1,0,1,1,0,0,0,1,1,0,234.55
1,1,0,1,1,0,0,1,0,0,0,239.563333333333
1,1,0,1,1,0,0,1,1,0,0,231.913333333333
1,1,0,1,1,0,0,1,0,1,0,235.973333333333
1,1,0,1,1,0,0,1,1,1,0,236.84
1,1,0,1,1,0,1,0,0,0,0,240.826666666667
1,1,0,1,1,0,1,0,0,1,0,234.25
1,1,0,1,1,0,1,1,0,0,0,240.623333333333
1,0,0,0,1,1,0,1,1,0,0,204.293333333333
1,1,0,1,1,0,1,1,0,1,0,235.03
1,1,0,1,1,0,1,0,1,0,0,239.79
1,1,0,1,1,0,1,1,1,0,0,237.523333333333
1,1,0,1,1,0,1,0,1,1,0,239.06
1,1,0,1,1,0,1,1,1,1,0,242.5
1,1,1,1,1,0,0,0,0,0,0,243.783333333333
1,1,1,1,1,0,0,0,0,1,0,246.733333333333
1,1,1,1,1,0,0,0,1,0,0,253.153333333333
1,1,1,1,1,0,0,0,1,1,0,249.386666666667
1,1,1,1,1,0,1,0,0,0,0,254.336666666667
1,0,0,0,1,1,0,0,1,1,0,205.47
1,1,1,1,1,0,1,0,1,0,0,248.893333333333
1,1,1,1,1,0,1,0,0,1,0,251.41
1,1,1,1,1,0,1,0,1,1,0,255.39
1,1,1,1,1,0,0,1,0,0,0,256.473333333333
1,1,1,1,1,0,0,1,0,1,0,247.08
1,1,1,1,1,0,1,1,0,0,0,252.06
1,1,1,1,1,0,1,1,0,1,0,249.28
1,1,1,1,1,0,0,1,1,0,0,254.13
1,1,1,1,1,0,1,1,1,0,0,250.493333333333
1,1,1,1,1,0,0,1,1,1,0,252.513333333333
1,0,0,0,1,1,0,1,1,1,0,206.226666666667
1,1,1,1,1,0,1,1,1,1,0,255.363333333333
1,1,0,1,1,1,0,0,0,0,0,257.54
1,1,0,1,1,1,0,0,0,1,0,233.743333333333
1,1,0,1,1,1,0,0,1,0,0,240.073333333333
1,1,0,1,1,1,0,0,1,1,0,236.95
1,1,0,1,1,1,0,1,0,0,0,241.896666666667
1,1,0,1,1,1,0,1,1,0,0,234.336666666667
1,1,0,1,1,1,0,1,0,1,0,238.46
1,1,0,1,1,1,0,1,1,1,0,239.243333333333
1,1,1,1,1,1,0,0,0,0,0,243.283333333333
1,0,0,0,1,0,1,0,0,0,0,207.233333333333
1,1,1,1,1,1,0,0,0,1,0,248.536666666667
1,1,1,1,1,1,0,1,0,0,0,254.89
1,1,1,1,1,1,0,1,0,1,0,248.81
1,1,1,1,1,1,0,0,1,0,0,253.653333333333
1,1,1,1,1,1,0,1,1,0,0,251.013333333333
1,1,1,1,1,1,0,0,1,1,0,252.14
1,1,1,1,1,1,0,1,1,1,0,255.873333333333
1,1,0,1,1,1,1,0,0,0,0,256.97
1,1,0,1,1,1,1,0,0,1,0,236.226666666667
1,1,0,1,1,1,1,0,1,0,0,242.456666666667
1,0,0,0,0,0,0,1,0,0,0,204.053333333333
1,0,0,0,1,0,1,0,0,1,0,201.703333333333
1,1,0,1,1,1,1,0,1,1,0,239.51
1,1,1,1,1,1,1,0,0,0,0,244.253333333333
1,1,1,1,1,1,1,0,1,0,0,250.726666666667
1,1,1,1,1,1,1,0,0,1,0,253.1
1,1,1,1,1,1,1,0,1,1,0,257.17
1,1,0,1,1,1,1,1,0,0,0,258.05
1,1,0,1,1,1,1,1,0,1,0,236.893333333333
1,1,1,1,1,1,1,1,0,0,0,241.693333333333
1,1,1,1,1,1,1,1,0,1,0,250.863333333333
1,1,0,1,1,1,1,1,1,0,0,255.623333333333
1,0,0,0,1,0,1,0,1,0,0,203.56
1,1,1,1,1,1,1,1,1,0,0,240.543333333333
1,1,0,1,1,1,1,1,1,1,0,254.243333333333
1,1,1,1,1,1,1,1,1,1,0,245.343333333333
1,0,0,0,0,0,0,0,0,0,1,258.826666666667
1,0,0,0,0,0,0,0,0,1,1,212.446666666667
1,0,0,0,0,0,0,0,1,0,1,213.266666666667
1,0,0,0,0,0,0,0,1,1,1,215.606666666667
1,0,0,0,0,0,0,1,0,0,1,216.636666666667
1,0,0,0,0,0,0,1,1,0,1,213.533333333333
1,0,0,0,0,0,0,1,0,1,1,216.586666666667
1,0,0,0,1,0,1,0,1,1,0,205.086666666667
